============================== SRIM-2006.02 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ni(1.68 GeV) ==> Mylar(  5 um) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1908 28 .1671215E+10   5015723E-02 -.5651E+00  .4685E+01   .9999999 -.0001618  .0001146
T 1909 28 .1670944E+10   5021722E-02  .4874E+01  .3052E+01   .9999999  .0001124  .0000793
T 1910 28 .1671234E+10   5025781E-02  .1103E+01  .1548E+01   .9999999 -.0000706 -.0000152
T 1911 28 .1671294E+10   5015907E-02  .7158E+01 -.7175E+01   .9999999  .0001857 -.0000261
T 1912 28 .1671436E+10   5009341E-02  .2363E+01 -.2872E+00   .9999999  .0000530  .0000218
T 1913 28 .1671307E+10   5012096E-02  .8701E+01  .2414E+01   .9999999  .0000640 -.0000288
T 1914 28 .1671434E+10   5009386E-02  .3421E+01  .1390E+01   .9999999 -.0000139  .0002789
T 1915 28 .1671419E+10   5016990E-02 -.2744E+01  .1345E+01   .9999999  .0000131 -.0001671
T 1916 28 .1671198E+10   5011503E-02 -.5972E+01 -.2964E+01   .9999999 -.0000733  .0000188
T 1917 28 .1671348E+10   5002328E-02  .1245E+02  .4864E+01   .9999992  .0005354  .0011458
T 1918 28 .1671046E+10   5018612E-02 -.1586E+01  .9234E+01   .9999998 -.0000486  .0006935
T 1919 28 .1670504E+10   5036623E-02 -.1134E+02 -.3940E+01   .9999999 -.0003515 -.0002855
T 1920 28 .1671477E+10   5030489E-02  .6862E+00 -.3207E+01   .9999999 -.0001705 -.0001350
T 1921 28 .1671080E+10   5000796E-02 -.9427E+00  .1174E+02   .9999999 -.0000265  .0004732
T 1922 28 .1671017E+10   5004590E-02 -.1950E+01  .3912E+01   .9999999 -.0000263  .0002231
T 1923 28 .1671452E+10   5002936E-02  .2705E+01 -.6919E+01   .9999999 -.0000120 -.0000063
T 1924 28 .1670920E+10   5038880E-02  .7301E+00  .3146E+01   .9999999  .0001669  .0002473
T 1925 28 .1671211E+10   5011143E-02 -.6669E+01  .4344E+01   .9999999 -.0003643  .0004080
T 1926 28 .1671406E+10   5004436E-02  .3831E+01 -.1923E+01   .9999999  .0001039 -.0000373
T 1927 28 .1671100E+10   5027094E-02 -.1858E+01 -.2399E+01   .9999999 -.0000844  .0000299
T 1928 28 .1671079E+10   5019649E-02 -.1032E+02 -.4874E+01   .9999999 -.0002798  .0000302
T 1929 28 .1671503E+10   5013205E-02  .6634E+01 -.3429E+01   .9999999  .0000976 -.0003617
T 1930 28 .1670896E+10   5007654E-02 -.1245E+02 -.1142E+01   .9999999 -.0005167 -.0001681
T 1931 28 .1671274E+10   5012220E-02 -.2796E+01 -.5794E+01   .9999995  .0009548  .0004308
T 1932 28 .1671051E+10   5006740E-02  .3161E+01 -.7550E+01   .9999999  .0003491 -.0002484
T 1933 28 .1671420E+10   5018334E-02  .2270E+01  .6109E+01   .9999999 -.0003722  .0003688
T 1934 28 .1671523E+10   5014345E-02 -.3700E+02 -.4580E+02   .9999992 -.0007449 -.0010147
T 1935 28 .1671381E+10   5016621E-02 -.4145E+00 -.1300E+02   .9999999  .0001266  .0001957
T 1936 28 .1671295E+10   5000553E-02  .2464E+01  .1161E+02   .9999999  .0000528  .0001235
T 1937 28 .1671205E+10   5031823E-02 -.2458E+01  .7628E+01   .9999999 -.0001799  .0000308
T 1938 28 .1671591E+10   5029849E-02 -.8578E+01  .1767E+01   .9999999 -.0002702 -.0000194
T 1939 28 .1671056E+10   5021325E-02 -.1162E+02  .7831E+01   .9999999 -.0005113  .0001633
T 1940 28 .1671019E+10   5023290E-02  .1740E+01 -.4103E+01   .9999999  .0001407 -.0001423
T 1941 28 .1671170E+10   5029256E-02 -.4928E+01 -.6739E+01   .9999999 -.0002000 -.0000965
T 1942 28 .1671432E+10   5019840E-02 -.5070E+01  .1741E+01   .9999999 -.0000302  .0002450
T 1943 28 .1671460E+10   5001078E-02  .1393E+02 -.1450E+01   .9999997  .0007760 -.0002241
T 1944 28 .1671386E+10   5019397E-02  .6469E+01  .5054E-01   .9999999  .0000916  .0000919
T 1945 28 .1671176E+10   5019105E-02  .4350E+01 -.9318E+01   .9999999  .0000039 -.0002641
T 1946 28 .1671068E+10   5024769E-02  .3111E+01 -.4045E+00   .9999999  .0001001  .0001141
T 1947 28 .1671203E+10   5020229E-02 -.5739E+01  .1484E+02   .9999998 -.0000099  .0005723
T 1948 28 .1671184E+10   5026111E-02  .5807E+01  .8876E+01   .9999998  .0002864  .0006448
T 1949 28 .1671222E+10   5005199E-02 -.2210E+01  .4725E+01   .9999999 -.0003260 -.0000273
T 1950 28 .1671200E+10   5032603E-02  .1431E+01 -.5609E+01   .9999999  .0001422  .0000926
T 1951 28 .1670754E+10   5036567E-02 -.6377E+01  .1374E+01   .9999999 -.0002720  .0000281
T 1952 28 .1671092E+10   5023723E-02  .2244E+01  .4824E+01   .9999999 -.0003079  .0001243
T 1953 28 .1671477E+10   5002729E-02  .2168E+01 -.1359E+02   .9999999  .0002418 -.0002528
T 1954 28 .1671028E+10   5009676E-02  .5091E+01 -.6174E+01   .9999999  .0001907 -.0002271
T 1955 28 .1671187E+10   5025931E-02  .4164E+01 -.1736E+01   .9999999  .0001599 -.0000400
T 1956 28 .1670974E+10   5002739E-02 -.1173E+02  .9350E+01   .9999999 -.0002480  .0000433
T 1957 28 .1671332E+10   5017151E-02  .4595E+01 -.2710E+00   .9999999  .0002301  .0000017
T 1958 28 .1671145E+10   5000304E-02 -.1442E+01 -.6086E+01   .9999999 -.0001319 -.0003131
T 1959 28 .1671459E+10   5001138E-02 -.3905E+02 -.7345E+01   .9999991 -.0013607 -.0000529
T 1960 28 .1671280E+10   5000856E-02 -.5546E+01  .4713E+00   .9999999 -.0001334  .0000426
T 1961 28 .1671422E+10   5027475E-02 -.1098E+01  .5477E+01   .9999999 -.0000669 -.0000002
T 1962 28 .1670959E+10   5008947E-02  .4006E+02 -.1649E+02   .9999993  .0010910 -.0003511
T 1963 28 .1671215E+10   5033736E-02 -.8775E+01  .8275E+01   .9999997 -.0004448  .0005900
T 1964 28 .1671069E+10   5001316E-02 -.4883E+01 -.5244E+01   .9999999 -.0001424 -.0003676
T 1965 28 .1671223E+10   5011153E-02 -.2903E+01 -.5603E+01   .9999999 -.0000682 -.0003791
T 1966 28 .1671674E+10   5014675E-02  .3692E+01 -.5158E+01   .9999999 -.0001604  .0000981
T 1967 28 .1671249E+10   5022844E-02  .1017E+02  .8394E+01   .9999999  .0001319  .0002915
T 1968 28 .1671269E+10   5036673E-02 -.5827E-02  .2533E+01   .9999999 -.0001482  .0001135
T 1969 28 .1671250E+10   5029316E-02 -.1122E+02  .9397E+01   .9999999 -.0004369  .0001563
T 1970 28 .1671267E+10   5028384E-02 -.1725E+02  .1239E+02   .9999997 -.0006362  .0003733
T 1971 28 .1671069E+10   5030821E-02 -.4083E+00  .3608E+01   .9999999  .0001791  .0000426
T 1972 28 .1671212E+10   5021507E-02  .1217E+01 -.2708E+01   .9999999  .0001288 -.0001538
T 1973 28 .1671172E+10   5022436E-02  .4186E+01 -.2023E+01   .9999999  .0001508 -.0003796
T 1974 28 .1671345E+10   5014196E-02  .8528E+01  .3340E+01   .9999998  .0005512  .0001658
T 1975 28 .1670745E+10   5036236E-02 -.2681E+02 -.1916E+02   .9999997 -.0007382 -.0003128
T 1976 28 .1671179E+10   5021683E-02  .3708E+01 -.1206E+02   .9999999  .0001185 -.0004221
T 1977 28 .1671077E+10   5035111E-02 -.1557E+02  .3597E+01   .9999999 -.0003506 -.0000779
T 1978 28 .1671327E+10   5012528E-02  .1635E+02  .1517E+02   .9999998  .0005808  .0003982
T 1979 28 .1671043E+10   5014339E-02 -.5963E+00  .9560E+01   .9999999 -.0000450  .0003821
T 1980 28 .1670984E+10   5038371E-02 -.3172E+01 -.2931E+00   .9999999  .0000059 -.0000528
T 1981 28 .1671357E+10   5035227E-02 -.1140E-01  .7864E+01   .9999999  .0000298  .0005287
T 1982 28 .1671257E+10   5020943E-02  .4496E+01 -.2480E+00   .9999999  .0002660 -.0000617
T 1983 28 .1671401E+10   5001218E-02 -.1198E+02 -.1784E+01   .9999998 -.0004871  .0003615
T 1984 28 .1671070E+10   5001005E-02  .9996E+01 -.1557E+02   .9999999  .0000480 -.0003756
T 1985 28 .1671409E+10   5005965E-02 -.3238E+02 -.2131E+02   .9999992 -.0010638 -.0007488
T 1986 28 .1670582E+10   5028734E-02  .1274E+02  .8546E+00   .9999999  .0002894 -.0000932
T 1987 28 .1671356E+10   5009129E-02  .2127E+01 -.2901E+01   .9999999  .0002685 -.0000383
T 1988 28 .1671303E+10   5003739E-02 -.9110E+01 -.4879E-01   .9999999 -.0003361 -.0000345
T 1989 28 .1671311E+10   5028438E-02  .1054E+02  .1603E+02   .9999996  .0007242  .0005180
T 1990 28 .1671588E+10   5043156E-02 -.8099E+01  .1325E+01   .9999999 -.0002806  .0000284
T 1991 28 .1671585E+10   5038832E-02  .8124E+01  .8930E+01   .9999998  .0003732  .0004122
T 1992 28 .1671273E+10   5034030E-02 -.1234E+01 -.6270E+01   .9999999 -.0002440 -.0001077
T 1993 28 .1670935E+10   5023324E-02 -.7470E+01  .1371E+02   .9999997 -.0001600  .0007099
T 1994 28 .1671235E+10   5005804E-02 -.8113E+01 -.6429E+01   .9999999 -.0002452 -.0003647
T 1995 28 .1671295E+10   5024378E-02 -.1625E+02 -.8406E+01   .9999996 -.0008788 -.0001011
T 1996 28 .1671159E+10   5026224E-02  .1823E+01 -.5643E+01   .9999999  .0000390 -.0001499
T 1997 28 .1670714E+10   5001791E-02 -.2051E+02 -.7276E+01   .9999999 -.0004195 -.0000956
T 1998 28 .1671092E+10   5014842E-02 -.2378E+01  .5269E+01   .9999999  .0000309  .0002102
T 1999 28 .1671495E+10   5001738E-02  .8109E+01 -.5381E+01   .9999999  .0001721 -.0001059
T 2000 28 .1671297E+10   5027670E-02  .2660E+01 -.1782E+01   .9999999  .0000589 -.0001031
T 2001 28 .1670838E+10   5000268E-02  .4703E+01 -.6100E+01   .9999999  .0001926  .0001666
T 2002 28 .1670933E+10   5016925E-02  .5748E+01  .6388E-01   .9999999  .0002876 -.0000827
T 2003 28 .1671280E+10   5042233E-02  .2663E+01 -.3841E+01   .9999999  .0001725 -.0000602
T 2004 28 .1671563E+10   5000737E-02 -.4531E+01 -.5085E+01   .9999999  .0002415 -.0003301
T 2005 28 .1671171E+10   5004179E-02  .1201E+01  .1074E+02   .9999999  .0001199  .0004552
T 2006 28 .1671233E+10   5007751E-02 -.2907E+01 -.2512E+01   .9999999 -.0001530 -.0001240
T 2007 28 .1671100E+10   5037143E-02  .1350E+02  .4105E+01   .9999999  .0003464  .0000711
T 2008 28 .1671367E+10   5030097E-02  .2076E+01 -.1937E+01   .9999999  .0003437  .0001290
T 2009 28 .1670926E+10   5004963E-02  .6298E+01 -.1380E+02   .9999999 -.0000966 -.0004582
T 2010 28 .1671369E+10   5026312E-02 -.3523E+01  .2534E+01   .9999999 -.0000396  .0000932
T 2011 28 .1671234E+10   5008442E-02 -.1376E+02 -.1318E+01   .9999998 -.0004712 -.0003890
T 2012 28 .1671426E+10   5006366E-02  .7735E+00 -.6343E+00   .9999999 -.0000272  .0000415
T 2013 28 .1671203E+10   5013183E-02 -.8975E+00 -.6336E+01   .9999999  .0000058 -.0002416
T 2014 28 .1671229E+10   5017583E-02  .2428E+01  .1984E-01   .9999999  .0000068 -.0001074
T 2015 28 .1671318E+10   5003080E-02 -.4521E+01  .1730E+01   .9999999 -.0001227 -.0000028
T 2016 28 .1670805E+10   5002480E-02 -.7970E+01 -.1373E+01   .9999999 -.0001576 -.0001132
T 2017 28 .1671241E+10   5000320E-02 -.3133E+01  .1716E+02   .9999998 -.0001321  .0006434
T 2018 28 .1671284E+10   5030476E-02 -.5303E+00 -.3983E+01   .9999999 -.0001183 -.0002566
T 2019 28 .1670943E+10   5025478E-02  .1077E+02 -.9428E+01   .9999999  .0003663 -.0002430
T 2020 28 .1671112E+10   5017912E-02  .1111E+01  .1478E+02   .9999999  .0001153  .0004325
T 2021 28 .1671281E+10   5004209E-02 -.2167E+01 -.1166E+02   .9999999 -.0000002 -.0003584
T 2022 28 .1671249E+10   5031679E-02  .1674E+01 -.3695E+01   .9999999  .0001541 -.0001376
T 2023 28 .1670892E+10   5035418E-02  .1053E+02 -.9391E+00   .9999991  .0012825 -.0004991
T 2024 28 .1671129E+10   5029214E-02 -.2361E+01  .4926E+01   .9999999  .0001002  .0001765
T 2025 28 .1670836E+10   5012821E-02 -.2524E+01 -.1608E-01   .9999999  .0001189  .0002048
T 2026 28 .1671029E+10   5022299E-02 -.1139E+02 -.6267E+01   .9999995 -.0003455 -.0009419
T 2027 28 .1671139E+10   5003061E-02 -.1011E+01 -.1870E+01   .9999999 -.0001751 -.0001390
T 2028 28 .1671057E+10   5004970E-02 -.4529E+01 -.5002E+01   .9999999  .0001581 -.0001770
T 2029 28 .1671232E+10   5008731E-02 -.9874E+01  .1607E+02   .9999998 -.0003853  .0004136
T 2030 28 .1671179E+10   5030484E-02 -.8307E+01 -.6325E+01   .9999999 -.0001945 -.0001888
T 2031 28 .1671082E+10   5005403E-02  .1881E+01  .3223E+01   .9999999  .0000887  .0001229
T 2032 28 .1671266E+10   5042253E-02 -.5668E+01  .8043E+01   .9999999 -.0000911  .0000420
T 2033 28 .1671082E+10   5014799E-02  .2915E+01  .9192E+00   .9999999  .0001818 -.0000538
T 2034 28 .1670916E+10   5032649E-02  .1402E+01  .7166E+01   .9999999 -.0002566  .0000931
T 2035 28 .1670929E+10   5026683E-02  .2285E+01 -.5516E+01   .9999999  .0001000 -.0001220
T 2036 28 .1671618E+10   5007176E-02 -.4080E+00 -.2601E+01   .9999999  .0000094 -.0001192
T 2037 28 .1671550E+10   5037216E-02  .1336E+01 -.7064E+01   .9999999  .0000426 -.0001230
T 2038 28 .1671252E+10   5000742E-02  .6991E+01 -.8345E+01   .9999999  .0004595 -.0001628
T 2039 28 .1671350E+10   5041569E-02  .1026E+01  .4452E+01   .9999999  .0001540  .0000985
T 2040 28 .1671244E+10   5002626E-02  .9736E+01  .5058E+00   .9999999  .0002738 -.0001090
T 2041 28 .1671523E+10   5013130E-02 -.9100E+01  .8596E+01   .9999999 -.0003369  .0003222
T 2042 28 .1671203E+10   5033717E-02  .2950E+02 -.6378E+00   .9999996  .0008413 -.0001646
T 2043 28 .1670816E+10   5037899E-02  .3399E+01 -.2377E+01   .9999999  .0000271 -.0001582
T 2044 28 .1671253E+10   5032106E-02  .8774E+01 -.1128E+02   .9999998  .0004785 -.0003521
T 2045 28 .1671172E+10   5000196E-02 -.1347E+01 -.8702E+00   .9999999  .0001160 -.0000798
T 2046 28 .1670911E+10   5037687E-02  .5648E+01 -.8788E+01   .9999999 -.0000321 -.0003445
T 2047 28 .1671258E+10   5006387E-02  .6380E+00  .2169E+01   .9999999  .0000035  .0001260
T 2048 28 .1671167E+10   5016356E-02 -.6806E+01 -.7684E+00   .9999999 -.0003427  .0000406
T 2049 28 .1670962E+10   5039284E-02  .1320E+00 -.1913E+01   .9999999 -.0000454 -.0001167
T 2050 28 .1671175E+10   5020714E-02  .6838E+01  .2574E+01   .9999999  .0003011  .0000210
T 2051 28 .1671183E+10   5039834E-02 -.5681E+01  .7486E+01   .9999999 -.0001481  .0001817
T 2052 28 .1671463E+10   5003272E-02  .5079E+01  .7114E+01   .9999999  .0000999  .0002939
T 2053 28 .1671269E+10   5002497E-02  .1059E+02  .2602E+01   .9999999  .0004423  .0000175
T 2054 28 .1671008E+10   5006996E-02  .4697E+00  .2482E+01   .9999999 -.0000235  .0000812
T 2055 28 .1671483E+10   5012652E-02  .4690E+01 -.6117E+01   .9999999  .0000502 -.0001347
T 2056 28 .1671231E+10   5008256E-02 -.3192E+01 -.2534E+01   .9999999 -.0000342 -.0000889
T 2057 28 .1671100E+10   5009380E-02 -.8397E+01  .4781E+01   .9999999 -.0001317  .0001470
T 2058 28 .1671154E+10   5025337E-02  .2144E+01  .1162E+02   .9999999 -.0000041  .0002524
T 2059 28 .1670892E+10   5012506E-02 -.2917E+01  .1414E+01   .9999999 -.0000304  .0002225
T 2060 28 .1671162E+10   5043491E-02 -.1900E+01 -.7940E+00   .9999999  .0000464  .0000199
T 2061 28 .1670927E+10   5034253E-02  .1000E+01  .6591E+01   .9999999 -.0000493  .0002424
T 2062 28 .1671424E+10   5003331E-02 -.1007E+02  .7916E+01   .9999999 -.0001668  .0002334
T 2063 28 .1671071E+10   5019918E-02  .3535E+01 -.1303E+01   .9999999 -.0000500 -.0000666
T 2064 28 .1671203E+10   5013279E-02  .2380E+00  .3818E+00   .9999999  .0000206  .0000539
T 2065 28 .1670884E+10   5026667E-02  .3573E+00 -.4000E+01   .9999999 -.0001436 -.0001795
T 2066 28 .1670961E+10   5009993E-02 -.1963E+01 -.7050E+00   .9999999  .0001139 -.0000321
T 2067 28 .1671275E+10   5000298E-02  .8072E+01 -.2464E+00   .9999999  .0001725  .0001525
T 2068 28 .1670933E+10   5005914E-02 -.2344E+01 -.3917E+01   .9999999  .0001730 -.0003106
T 2069 28 .1671284E+10   5010039E-02 -.2873E+02 -.1523E+02   .9999998 -.0006787 -.0001813
T 2070 28 .1671324E+10   5004479E-02  .3256E+01  .2798E+01   .9999999  .0001690  .0001615
T 2071 28 .1671634E+10   5006981E-02  .4736E+02 -.8672E+01   .9999991  .0012442 -.0005000
T 2072 28 .1671068E+10   5006385E-02  .3155E+01 -.5127E+01   .9999999  .0000581 -.0000982
T 2073 28 .1671072E+10   5016472E-02 -.4597E+00  .2740E+01   .9999999 -.0000531 -.0000052
T 2074 28 .1670813E+10   5005579E-02 -.2666E+01  .2459E+01   .9999999 -.0001172  .0001976
T 2075 28 .1671309E+10   5000920E-02  .5041E+01  .3659E+01   .9999999  .0001270  .0001679
T 2076 28 .1671256E+10   5009870E-02 -.1444E+02 -.3973E+01   .9999999 -.0004443 -.0000535
T 2077 28 .1671393E+10   5031682E-02  .5378E+01 -.4423E+01   .9999999  .0001962 -.0000699
T 2078 28 .1671061E+10   5010924E-02 -.1639E+01  .5208E+01   .9999999  .0000250  .0000820
T 2079 28 .1670921E+10   5012409E-02  .3256E+01 -.2956E+01   .9999999 -.0000504 -.0002491
T 2080 28 .1671494E+10   5003270E-02  .9659E+01 -.2624E+01   .9999997  .0008326 -.0000778
T 2081 28 .1671346E+10   5032974E-02  .6121E+00 -.1923E+01   .9999999  .0003579 -.0002228
T 2082 28 .1671455E+10   5008361E-02 -.2921E+01  .1061E+02   .9999999  .0000429  .0002529
T 2083 28 .1671116E+10   5008546E-02  .8679E+01 -.4239E+01   .9999999  .0000443 -.0001449
T 2084 28 .1671193E+10   5023024E-02 -.7458E+01  .3755E+00   .9999999 -.0001554 -.0000090
T 2085 28 .1671587E+10   5003954E-02 -.6476E+00 -.1006E+01   .9999999 -.0000245 -.0002072
T 2086 28 .1670875E+10   5016534E-02 -.1331E+02 -.1414E+02   .9999997 -.0005839 -.0005799
T 2087 28 .1671333E+10   5000077E-02  .4752E+01  .7840E+01   .9999999  .0001334  .0004366
T 2088 28 .1671721E+10   5000961E-02  .1198E+02  .3433E+01   .9999999  .0002975  .0001278
T 2089 28 .1671287E+10   5009807E-02 -.2997E+02 -.1587E+02   .9999996 -.0007303 -.0004916
T 2090 28 .1671202E+10   5021786E-02 -.1440E+01 -.7106E+01   .9999999 -.0001189 -.0002693
T 2091 28 .1671284E+10   5007606E-02  .1637E+01 -.3966E+00   .9999999  .0000603 -.0000024
T 2092 28 .1671308E+10   5041578E-02 -.1954E+01 -.1958E+01   .9999999 -.0000730 -.0001690
T 2093 28 .1671129E+10   5034201E-02  .7973E+00  .3632E+01   .9999999  .0000450  .0001626
T 2094 28 .1671290E+10   5001139E-02 -.9816E+00 -.4013E+01   .9999999  .0000922 -.0000779
T 2095 28 .1671033E+10   5013800E-02  .6072E+01  .9663E+01   .9999997  .0007020  .0003303
T 2096 28 .1670854E+10   5042662E-02 -.9067E+01 -.1542E+02   .9999999 -.0003273 -.0004392
T 2097 28 .1671118E+10   5016847E-02 -.4747E+01  .3327E+01   .9999999 -.0001075  .0000077
T 2098 28 .1671145E+10   5001976E-02  .6490E+01  .3899E+01   .9999999  .0002821  .0001725
T 2099 28 .1671171E+10   5003997E-02 -.8340E+01  .6784E+01   .9999999 -.0002817  .0001590
T 2100 28 .1671188E+10   5011235E-02 -.6728E+01 -.1569E+01   .9999999 -.0003618 -.0002058
T 2101 28 .1671110E+10   5015963E-02 -.8864E-01  .8457E+01   .9999999 -.0000629  .0004005
T 2102 28 .1671107E+10   5042846E-02  .2020E+01 -.2904E+01   .9999999  .0001970 -.0000770
T 2103 28 .1670750E+10   5039824E-02 -.4141E+01  .2645E+01   .9999999 -.0002958  .0001185
T 2104 28 .1671148E+10   5005617E-02 -.4451E+01 -.1028E+02   .9999999 -.0000509 -.0002783
T 2105 28 .1670947E+10   5010075E-02 -.5197E+01 -.4486E+01   .9999999 -.0001911  .0000688
T 2106 28 .1671128E+10   5020278E-02  .1104E+01 -.7112E+01   .9999999 -.0001287 -.0004215
T 2107 28 .1671344E+10   5033849E-02  .1012E+01 -.3057E+01   .9999999  .0000120 -.0001148
T 2108 28 .1671123E+10   5014692E-02 -.7240E+01  .7918E+01   .9999998 -.0004938  .0002622
T 2109 28 .1671431E+10   5005088E-02 -.1543E+01 -.5666E+01   .9999999 -.0000344 -.0001899
T 2110 28 .1670986E+10   5035227E-02 -.1164E+02  .3831E+01   .9999999 -.0003702 -.0000586
T 2111 28 .1671357E+10   5009845E-02  .1218E+02  .1222E+02   .9999995  .0007831  .0005650
T 2112 28 .1671278E+10   5003148E-02  .9899E+01  .4883E+01   .9999999  .0003588  .0001774
T 2113 28 .1670919E+10   5013505E-02 -.1079E+02  .6980E+01   .9999999 -.0001288  .0003502
T 2114 28 .1671269E+10   5012236E-02  .7480E+01  .8269E+01   .9999999  .0002580  .0000136
T 2115 28 .1671034E+10   5014899E-02  .1944E+02 -.3378E+02   .9999995  .0004047 -.0008681
T 2116 28 .1671138E+10   5009412E-02 -.2256E+00  .3955E+01   .9999999 -.0002362  .0003752
T 2117 28 .1671066E+10   5018220E-02  .6089E+01  .7805E+01   .9999999  .0001261  .0001553
T 2118 28 .1671010E+10   5033599E-02  .1249E+02  .4320E+01   .9999999  .0003908  .0003321
T 2119 28 .1671131E+10   5003772E-02  .1439E+01  .1004E+02   .9999999  .0001865  .0003364
T 2120 28 .1671030E+10   5000236E-02 -.6867E+01 -.4617E+01   .9999999 -.0003197 -.0003461
T 2121 28 .1670998E+10   5012747E-02 -.1660E+01  .4215E+01   .9999999  .0000183  .0003575
T 2122 28 .1670944E+10   5030173E-02 -.7801E+00  .3370E+01   .9999999 -.0000638  .0002457
T 2123 28 .1671023E+10   5007765E-02 -.5808E+00 -.4903E+01   .9999999 -.0000523 -.0002689
T 2124 28 .1671131E+10   5009061E-02 -.1375E+01  .6957E+01   .9999999  .0000268  .0001463
T 2125 28 .1671319E+10   5038341E-02  .1049E+01  .6298E+01   .9999999 -.0001228  .0002950
T 2126 28 .1671512E+10   5020150E-02  .6852E+01 -.9676E+01   .9999999  .0001780 -.0002818
T 2127 28 .1671351E+10   5007053E-02 -.3019E+01  .8212E+01   .9999999 -.0000406  .0004302
T 2128 28 .1671085E+10   5029831E-02  .8647E+00 -.3177E+01   .9999999  .0000222 -.0002236
T 2129 28 .1671373E+10   5022839E-02 -.1853E+02 -.1058E+01   .9999998 -.0005709  .0001520
T 2130 28 .1671335E+10   5001548E-02  .6375E+01  .5493E+01   .9999999  .0001669  .0003754
T 2131 28 .1671073E+10   5046533E-02  .3052E+01  .9966E+01   .9999999  .0001398  .0005198
T 2132 28 .1670992E+10   5015423E-02  .4443E+01 -.2945E+01   .9999999  .0004762 -.0001430
T 2133 28 .1671009E+10   5019509E-02 -.9571E+01 -.2272E+01   .9999999 -.0004281 -.0001371
T 2134 28 .1671095E+10   5011721E-02 -.8375E+01  .2442E+00   .9999999 -.0002110 -.0000307
T 2135 28 .1671250E+10   5019615E-02 -.8951E+00 -.5625E+01   .9999999  .0001071 -.0001027
T 2136 28 .1671280E+10   5001851E-02 -.9467E+00 -.1945E+02   .9999999  .0000675 -.0002963
T 2137 28 .1671279E+10   5001516E-02 -.1603E+01 -.5765E+01   .9999999 -.0000658 -.0001850
T 2138 28 .1671130E+10   5008314E-02 -.7188E+00  .4621E+01   .9999999 -.0000818  .0001072
T 2139 28 .1671320E+10   5040587E-02 -.2536E+01 -.1425E+01   .9999999 -.0001745 -.0001057
T 2140 28 .1671160E+10   5013226E-02  .1629E+01 -.3628E+01   .9999999  .0000507 -.0000833
T 2141 28 .1671267E+10   5036672E-02 -.4143E+01  .6095E+01   .9999999  .0001110  .0000604
T 2142 28 .1670976E+10   5021906E-02 -.2847E+01 -.9503E+00   .9999999  .0000546 -.0000208
T 2143 28 .1671236E+10   5001447E-02  .3095E+00  .4530E+01   .9999999 -.0001116  .0001353
T 2144 28 .1671531E+10   5023177E-02 -.9123E-01 -.7980E+01   .9999999  .0001110 -.0002621
T 2145 28 .1671595E+10   5004453E-02  .1349E+00 -.9440E+00   .9999999  .0001547  .0000866
T 2146 28 .1670821E+10   5015877E-02 -.4469E+02 -.1237E+02   .9999992 -.0012397 -.0002673
T 2147 28 .1671212E+10   5010868E-02  .2174E+01  .1530E+01   .9999999  .0001461 -.0000242
T 2148 28 .1671251E+10   5047001E-02  .9204E+00 -.8803E+01   .9999999 -.0001483 -.0003385
T 2149 28 .1671218E+10   5007587E-02 -.6789E+01 -.1251E+01   .9999999 -.0001422 -.0000319
T 2150 28 .1670944E+10   5019006E-02  .1900E+02 -.1988E+02   .9999996  .0005686 -.0007089
T 2151 28 .1670939E+10   5025971E-02 -.1039E+02 -.2342E+02   .9999999 -.0001505 -.0005156
T 2152 28 .1670974E+10   5003291E-02 -.5604E+01 -.7721E+01   .9999999  .0000192 -.0001950
T 2153 28 .1671504E+10   5029527E-02 -.1354E+02  .7260E+01   .9999998 -.0002734  .0004991
T 2154 28 .1671241E+10   5018006E-02 -.6354E+00  .6655E+01   .9999999 -.0000209  .0001248
T 2155 28 .1671217E+10   5002331E-02 -.1161E+01  .1237E+01   .9999999 -.0000640 -.0001715
T 2156 28 .1668231E+10   5006415E-02  .5908E+03  .2179E+03   .9998165  .0179669  .0066390
T 2157 28 .1671536E+10   5008118E-02 -.6392E+01  .5214E+00   .9999999 -.0003235 -.0000579
T 2158 28 .1670966E+10   5005506E-02 -.7414E+01 -.9237E+01   .9999999 -.0002367 -.0002059
T 2159 28 .1671199E+10   5008287E-02 -.1923E+01  .1832E+01   .9999999  .0000599 -.0000058
T 2160 28 .1671223E+10   5001353E-02  .2809E+00 -.7382E+01   .9999999 -.0001110 -.0003053
T 2161 28 .1670989E+10   5040431E-02  .3448E+02  .5667E+02   .9999961  .0015054  .0023484
T 2162 28 .1671022E+10   5033393E-02 -.3544E+01  .5882E+01   .9999999 -.0001008  .0001533
T 2163 28 .1671317E+10   5003606E-02 -.1237E+02  .9750E+01   .9999999 -.0004761  .0002032
