============================== SRIM-2006.02 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ni(1.68 GeV) ==> Mylar(  5 um) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 9770 28 .1670969E+10   5001297E-02 -.3491E+01  .9720E+01   .9999999 -.0001354  .0002591
T 9771 28 .1671266E+10   5014837E-02  .6518E+01  .3716E+01   .9999999  .0003335 -.0000248
T 9772 28 .1671043E+10   5005103E-02  .1120E+02  .5866E+01   .9999999  .0003734  .0002526
T 9773 28 .1671124E+10   5036427E-02  .7238E+01  .1220E+01   .9999999  .0002740 -.0001264
T 9774 28 .1670944E+10   5006854E-02  .6367E+01  .6764E+01   .9999999  .0001540  .0002609
T 9775 28 .1671130E+10   5026404E-02  .6138E+01  .7657E+01   .9999999  .0002354  .0001547
T 9776 28 .1671265E+10   5010995E-02  .2294E+01 -.8806E+01   .9999999  .0001541 -.0002481
T 9777 28 .1671057E+10   5007955E-02  .3176E+01  .4047E+01   .9999999  .0000956  .0001462
T 9778 28 .1671386E+10   5004043E-02  .8995E+01 -.5690E+01   .9999999  .0003918 -.0001792
T 9779 28 .1671443E+10   5012282E-02  .9075E+01  .3211E+01   .9999999  .0002739  .0002454
T 9780 28 .1671229E+10   5004883E-02  .1541E+02 -.2032E+01   .9999999  .0003637 -.0000749
T 9781 28 .1671050E+10   5010663E-02  .4484E+01 -.6182E+01   .9999999  .0001769 -.0003974
T 9782 28 .1671306E+10   5007241E-02  .3593E+01  .2324E+02   .9999998 -.0000252  .0005564
T 9783 28 .1670819E+10   5030475E-02  .3942E+01 -.5820E+01   .9999999  .0000628 -.0002550
T 9784 28 .1670929E+10   5016517E-02 -.1868E+00 -.8444E+00   .9999999 -.0000008  .0000997
T 9785 28 .1671037E+10   5035511E-02  .4118E+01 -.5289E+01   .9999999  .0000536 -.0001700
T 9786 28 .1671508E+10   5016235E-02  .1471E+01  .1452E+02   .9999996 -.0001584  .0008776
T 9787 28 .1671430E+10   5020573E-02  .8603E+01 -.9088E+01   .9999999 -.0000590 -.0003810
T 9788 28 .1671415E+10   5013782E-02 -.5214E+01  .6555E+01   .9999999 -.0001099  .0000489
T 9789 28 .1671181E+10   5011221E-02 -.1113E+02  .2841E+01   .9999999 -.0004627  .0000992
T 9790 28 .1671232E+10   5021586E-02  .2220E+02  .2225E+02   .9999996  .0007455  .0005416
T 9791 28 .1670980E+10   5026945E-02  .6207E+01 -.4198E+01   .9999999  .0001355 -.0002204
T 9792 28 .1671523E+10   5013119E-02  .1188E+02 -.1085E+02   .9999999  .0002304 -.0001893
T 9793 28 .1671189E+10   5006510E-02  .1970E+01  .1120E+02   .9999999  .0001232  .0005110
T 9794 28 .1671023E+10   5013595E-02  .9034E+00 -.6250E+01   .9999999 -.0000351  .0000406
T 9795 28 .1670831E+10   5006793E-02  .2594E+01  .2563E+01   .9999999  .0001362 -.0000554
T 9796 28 .1670784E+10   5032969E-02 -.8473E+01  .7260E+01   .9999999 -.0002759  .0001759
T 9797 28 .1671111E+10   5002512E-02 -.3072E+02 -.1595E+01   .9999963 -.0027034 -.0001016
T 9798 28 .1670905E+10   5007102E-02 -.4375E+01 -.1101E+02   .9999999 -.0001162 -.0003168
T 9799 28 .1671004E+10   5017405E-02 -.5148E+01 -.8936E+01   .9999999 -.0000853 -.0001503
T 9800 28 .1671290E+10   5001931E-02  .8779E+00 -.6220E+01   .9999999  .0001536 -.0001778
T 9801 28 .1671051E+10   5019462E-02  .2295E+01 -.2988E+01   .9999999  .0001224 -.0000257
T 9802 28 .1671205E+10   5033984E-02 -.2112E+01 -.4294E+01   .9999999 -.0001955  .0002138
T 9803 28 .1670916E+10   5003246E-02 -.4197E+01  .6410E+01   .9999999 -.0000334  .0002183
T 9804 28 .1670791E+10   5006722E-02  .3466E+01 -.6694E+01   .9999999  .0000231 -.0003181
T 9805 28 .1671140E+10   5007838E-02  .7007E+01 -.5980E+01   .9999999  .0003645 -.0003087
T 9806 28 .1671481E+10   5014104E-02 -.2114E+01  .6648E+01   .9999999 -.0001706 -.0003329
T 9807 28 .1671288E+10   5003904E-02  .4707E+01 -.1167E+02   .9999999  .0002092 -.0004216
T 9808 28 .1670934E+10   5038109E-02  .5424E+01  .1549E+02   .9999999  .0001808  .0001712
T 9809 28 .1671303E+10   5007796E-02 -.6694E+00 -.4162E+01   .9999999  .0000808 -.0000827
T 9810 28 .1671699E+10   5018585E-02 -.9122E+00 -.1904E+02   .9999998 -.0000276 -.0006918
T 9811 28 .1671357E+10   5020673E-02 -.4572E+01  .1941E+01   .9999999 -.0001442 -.0000489
T 9812 28 .1671154E+10   5004877E-02  .3364E+01 -.8692E+01   .9999999 -.0001688 -.0000652
T 9813 28 .1671162E+10   5031234E-02 -.6885E+01  .8161E+00   .9999999 -.0001979  .0001002
T 9814 28 .1671274E+10   5012745E-02  .3608E+00 -.4309E+01   .9999999 -.0001300 -.0001189
T 9815 28 .1671316E+10   5023923E-02 -.5224E+01  .1334E+01   .9999999 -.0002715 -.0000024
T 9816 28 .1671184E+10   5008086E-02 -.2885E+01 -.4312E+01   .9999999 -.0000367 -.0001923
T 9817 28 .1671148E+10   5025141E-02  .2008E+01 -.4130E+01   .9999999 -.0002787 -.0000487
T 9818 28 .1670996E+10   5028649E-02  .6259E+01  .2425E+01   .9999999  .0004400  .0001644
T 9819 28 .1671200E+10   5017565E-02  .3138E+01  .1850E+01   .9999999  .0000019  .0000836
T 9820 28 .1671336E+10   5025254E-02  .9712E+01 -.4928E+01   .9999999  .0002751 -.0001610
T 9821 28 .1670953E+10   5033560E-02  .4657E+01  .5730E+01   .9999999 -.0000191  .0002307
T 9822 28 .1671085E+10   5008029E-02 -.6041E+01 -.4521E+01   .9999999 -.0001257 -.0000666
T 9823 28 .1671192E+10   5026052E-02 -.7190E+01  .6331E+01   .9999999 -.0002523  .0001418
T 9824 28 .1671102E+10   5001412E-02 -.3294E+01 -.4890E+01   .9999999  .0001855 -.0001101
T 9825 28 .1671182E+10   5005774E-02 -.2995E+01  .5904E+01   .9999999 -.0000950  .0001005
T 9826 28 .1670994E+10   5012729E-02  .2130E+02 -.1733E+00   .9999998  .0006063 -.0000315
T 9827 28 .1671309E+10   5033293E-02  .1880E+01  .9298E-01   .9999999 -.0000722 -.0000562
T 9828 28 .1670901E+10   5024516E-02 -.5789E+00  .1270E+01   .9999999  .0000489 -.0000099
T 9829 28 .1671239E+10   5003581E-02  .4838E+01 -.1780E+01   .9999999  .0001563  .0000455
T 9830 28 .1670900E+10   5013477E-02 -.7626E+01 -.3059E+00   .9999999 -.0002208  .0000466
T 9831 28 .1671150E+10   5017268E-02  .3435E+01  .9219E+00   .9999999  .0000929 -.0000763
T 9832 28 .1670978E+10   5005952E-02 -.9514E+01  .5749E+01   .9999999 -.0003167  .0001819
T 9833 28 .1670950E+10   5004949E-02 -.2149E+02  .2688E+01   .9999998 -.0006869  .0000523
T 9834 28 .1671501E+10   5002495E-02  .1875E+02 -.3708E+01   .9999998  .0005752 -.0000916
T 9835 28 .1671203E+10   5021109E-02  .1031E+02 -.4994E+01   .9999999  .0002224 -.0001203
T 9836 28 .1671007E+10   5016197E-02  .6646E+01  .2358E+01   .9999999  .0001522 -.0000717
T 9837 28 .1670907E+10   5007372E-02  .5772E+01 -.2841E+01   .9999999  .0003117 -.0000685
T 9838 28 .1671279E+10   5009919E-02  .1663E+02  .1591E+02   .9999997  .0005353  .0005982
T 9839 28 .1671175E+10   5008186E-02 -.1070E+02  .2867E+00   .9999999 -.0001642  .0000056
T 9840 28 .1671171E+10   5039558E-02  .4980E+00 -.2505E+01   .9999999  .0001187  .0000890
T 9841 28 .1671254E+10   5000525E-02 -.2735E+01  .5181E+01   .9999999 -.0000241  .0002546
T 9842 28 .1671364E+10   5024991E-02  .7408E+00 -.1455E+02   .9999998  .0003174 -.0005215
T 9843 28 .1670987E+10   5022499E-02  .3857E+01 -.9520E+00   .9999999  .0002623  .0000546
T 9844 28 .1671167E+10   5004340E-02  .3343E+01  .4816E+01   .9999999  .0001084  .0000308
T 9845 28 .1671119E+10   5019002E-02  .4171E+01  .9159E+01   .9999999 -.0001390  .0002305
T 9846 28 .1671333E+10   5037514E-02 -.1509E+02  .1038E+02   .9999998 -.0005521  .0003120
T 9847 28 .1671119E+10   5000970E-02  .3005E+01  .1342E+01   .9999999  .0000590  .0000941
T 9848 28 .1670739E+10   5022982E-02  .1502E+02  .3177E+01   .9999999  .0004601  .0001402
T 9849 28 .1670907E+10   5001446E-02 -.2633E+01 -.8487E+01   .9999999 -.0000799 -.0002551
T 9850 28 .1671178E+10   5006450E-02  .6000E+01 -.3407E+01   .9999999  .0002964 -.0000149
T 9851 28 .1671177E+10   5037610E-02  .1937E+01 -.4822E+01   .9999999  .0000511 -.0000040
T 9852 28 .1671256E+10   5000424E-02 -.2208E+01  .1386E+01   .9999999 -.0000528  .0001394
T 9853 28 .1670927E+10   5011143E-02  .1394E+02  .1750E+02   .9999992  .0004518  .0011786
T 9854 28 .1671077E+10   5029195E-02  .1022E+02  .3814E+01   .9999999  .0002940  .0000123
T 9855 28 .1670980E+10   5031053E-02  .9227E+01 -.5659E+01   .9999999  .0004770 -.0001265
T 9856 28 .1671212E+10   5013331E-02  .5560E+00  .1377E+02   .9999999  .0000726  .0004313
T 9857 28 .1671059E+10   5013572E-02  .1383E+03 -.2394E+01   .9999951  .0031253 -.0002524
T 9858 28 .1670941E+10   5039617E-02  .1821E+01  .3250E+01   .9999999  .0000014  .0001789
T 9859 28 .1671223E+10   5015627E-02  .2756E+01  .9822E+01   .9999999  .0000231  .0003335
T 9860 28 .1671178E+10   5032787E-02 -.1379E+01  .1222E+01   .9999999 -.0001486  .0000505
T 9861 28 .1671425E+10   5005997E-02  .4397E+01  .9515E+00   .9999999  .0000439  .0000033
T 9862 28 .1670944E+10   5030599E-02 -.6115E+01 -.1811E+01   .9999999 -.0003850 -.0002508
T 9863 28 .1671258E+10   5014263E-02 -.1718E+01  .2543E+01   .9999999 -.0000020  .0001833
T 9864 28 .1671313E+10   5022269E-02 -.6124E+01 -.1040E+01   .9999999 -.0002553 -.0001291
T 9865 28 .1671190E+10   5023138E-02 -.8167E+01 -.6043E+01   .9999998 -.0005362 -.0002561
T 9866 28 .1671316E+10   5007343E-02  .5345E+01 -.3280E+01   .9999999  .0002129  .0000396
T 9867 28 .1671191E+10   5040965E-02  .6990E+01 -.2788E+01   .9999999  .0001530 -.0002222
T 9868 28 .1671152E+10   5021382E-02  .9018E+01  .1217E+02   .9999998  .0003625  .0004512
T 9869 28 .1671065E+10   5045660E-02 -.5247E+01  .7186E+01   .9999999 -.0000646  .0003158
T 9870 28 .1671049E+10   5020739E-02 -.6145E+01 -.1098E+02   .9999999 -.0002964 -.0002758
T 9871 28 .1671060E+10   5038104E-02 -.9850E+00  .2106E+02   .9999999 -.0000097  .0004339
T 9872 28 .1671178E+10   5019650E-02 -.1688E+01 -.6739E+01   .9999999  .0001444 -.0000492
T 9873 28 .1670972E+10   5025371E-02  .1186E+01  .1517E+02   .9999998 -.0000806  .0006722
T 9874 28 .1671508E+10   5043573E-02  .1055E+02 -.2058E+02   .9999994  .0003304 -.0010286
T 9875 28 .1671325E+10   5027403E-02 -.1235E+00 -.1521E+02   .9999998  .0000847 -.0005594
T 9876 28 .1670964E+10   5018611E-02  .4164E+01 -.3646E+01   .9999999  .0002077 -.0001283
T 9877 28 .1671212E+10   5001948E-02  .4445E+01 -.1074E+02   .9999999  .0000815 -.0003612
T 9878 28 .1671245E+10   5019417E-02 -.1292E+02 -.3156E+01   .9999999 -.0004630  .0002382
T 9879 28 .1671326E+10   5010685E-02 -.1073E+01 -.6360E+01   .9999999 -.0001359 -.0002347
T 9880 28 .1671088E+10   5036027E-02 -.3731E+01 -.2862E+01   .9999999 -.0001909 -.0003053
T 9881 28 .1671135E+10   5004871E-02 -.1275E+01  .2116E+00   .9999999  .0000530  .0001008
T 9882 28 .1671285E+10   5013720E-02  .1844E+01  .3369E+01   .9999999 -.0000231  .0001645
T 9883 28 .1670926E+10   5024492E-02  .2415E+02  .7433E+01   .9999994  .0010116  .0003027
T 9884 28 .1671122E+10   5008481E-02 -.3876E+01  .9057E+01   .9999999 -.0001127  .0004092
T 9885 28 .1671265E+10   5025451E-02 -.1997E+01  .2456E+01   .9999999  .0000691  .0000360
T 9886 28 .1671237E+10   5003939E-02 -.8740E+01  .4310E+01   .9999999 -.0000795  .0001360
T 9887 28 .1671027E+10   5014932E-02  .7282E+01  .1370E+02   .9999999  .0003976  .0003470
T 9888 28 .1670903E+10   5019426E-02  .4048E+02  .2765E+02   .9999989  .0012869  .0007260
T 9889 28 .1671183E+10   5000724E-02  .3378E+01 -.8769E+01   .9999999 -.0000112 -.0002621
T 9890 28 .1671416E+10   5037193E-02  .8951E+01  .5132E+01   .9999999  .0004804  .0001466
T 9891 28 .1671232E+10   5016700E-02  .4580E+01  .1355E+01   .9999999  .0003037 -.0000662
T 9892 28 .1671373E+10   5009969E-02 -.1999E+01 -.3349E+01   .9999999 -.0000121 -.0002009
T 9893 28 .1671675E+10   5039476E-02 -.2844E+01 -.9178E+01   .9999999 -.0001608 -.0003820
T 9894 28 .1671321E+10   5003579E-02  .6832E+01  .5865E+01   .9999999  .0002339  .0001791
T 9895 28 .1671245E+10   5020084E-02  .7436E+01  .8471E+01   .9999999  .0002655  .0003488
T 9896 28 .1671336E+10   5005766E-02  .1930E+02  .2312E+02   .9999998  .0004613  .0003788
T 9897 28 .1671243E+10   5019802E-02  .1067E+02  .6336E+01   .9999999  .0005099  .0000784
T 9898 28 .1671360E+10   5038260E-02 -.4732E+01  .1010E+01   .9999999 -.0000881  .0001292
T 9899 28 .1671682E+10   5000231E-02 -.2146E+01  .6143E+01   .9999999  .0000172  .0003658
T 9900 28 .1671158E+10   5002146E-02  .1792E+01  .2468E+01   .9999999 -.0000466 -.0000434
T 9901 28 .1670892E+10   5039712E-02  .5337E+01 -.1567E+02   .9999998  .0000067 -.0005931
T 9902 28 .1671115E+10   5001862E-02 -.8117E+01 -.1851E+01   .9999999 -.0003078 -.0001090
T 9903 28 .1671083E+10   5022512E-02  .3438E+00 -.3321E+01   .9999999  .0000300 -.0001262
T 9904 28 .1671012E+10   5017620E-02  .3996E+01 -.8522E+01   .9999999  .0002620 -.0003018
T 9905 28 .1671546E+10   5008267E-02  .4924E+01 -.3150E+00   .9999999  .0002065  .0001070
T 9906 28 .1671135E+10   5026835E-02 -.7686E+01  .1702E+01   .9999999 -.0001663  .0000833
T 9907 28 .1671142E+10   5019183E-02  .6436E+01  .7429E+01   .9999999  .0002422  .0004007
T 9908 28 .1670484E+10   5008929E-02  .1142E+01  .8093E+00   .9999999  .0000397  .0001598
T 9909 28 .1671102E+10   5038281E-02 -.7046E-01  .1658E+02   .9999997  .0000226  .0008308
T 9910 28 .1671007E+10   5008687E-02 -.1398E+02 -.9558E+01   .9999997 -.0004715 -.0006446
T 9911 28 .1671064E+10   5025741E-02  .6713E+01 -.1643E+01   .9999999  .0001526 -.0000496
T 9912 28 .1671236E+10   5024647E-02 -.3655E+01  .2121E+01   .9999999 -.0001217  .0000827
T 9913 28 .1671262E+10   5022025E-02  .8181E+01  .6888E+01   .9999999  .0003800  .0001562
T 9914 28 .1671122E+10   5003051E-02 -.6838E+00  .2355E+01   .9999999  .0001754  .0001854
T 9915 28 .1671500E+10   5023066E-02 -.1662E+01  .5934E+01   .9999999  .0000241  .0001539
T 9916 28 .1671229E+10   5001395E-02  .2390E+02 -.1390E+02   .9999998  .0004100 -.0004077
T 9917 28 .1671061E+10   5024315E-02  .2267E+01  .8051E+01   .9999999  .0002961  .0001959
T 9918 28 .1671113E+10   5021729E-02  .6144E+01  .5628E+01   .9999998  .0005206  .0002295
T 9919 28 .1670773E+10   5032268E-02 -.7511E+00  .3256E+01   .9999999 -.0001839  .0000925
T 9920 28 .1671294E+10   5001569E-02  .1451E+00  .1191E+02   .9999999 -.0000082  .0003216
T 9921 28 .1671513E+10   5014284E-02 -.1076E+02  .8569E+01   .9999999 -.0003950  .0001614
T 9922 28 .1671050E+10   5010887E-02 -.8569E+01  .3849E+02   .9999994 -.0001709  .0010349
T 9923 28 .1671131E+10   5001220E-02 -.3697E+01  .5442E+01   .9999999 -.0002188  .0003140
T 9924 28 .1671309E+10   5002158E-02  .3413E+01 -.1210E+02   .9999999  .0001263 -.0002816
T 9925 28 .1671132E+10   5014674E-02 -.4059E-01 -.9763E+01   .9999999  .0000505 -.0003752
T 9926 28 .1671360E+10   5000873E-02 -.6595E+00 -.8786E+00   .9999999 -.0000126 -.0002504
T 9927 28 .1670908E+10   5009495E-02 -.1752E+02  .1610E+01   .9999997 -.0007104  .0000807
T 9928 28 .1670995E+10   5011624E-02  .5699E+01  .9205E+01   .9999999  .0001921  .0004613
T 9929 28 .1671269E+10   5015297E-02  .1593E+01 -.3591E+01   .9999999  .0001382  .0000583
T 9930 28 .1671005E+10   5005542E-02 -.5005E+01 -.9434E+00   .9999999 -.0000994 -.0000859
T 9931 28 .1671089E+10   5033058E-02  .1072E+02  .9095E+00   .9999999  .0002128  .0002428
T 9932 28 .1670954E+10   5013003E-02  .1691E+02  .3738E+01   .9999999  .0004269  .0003193
T 9933 28 .1671409E+10   5022054E-02  .1250E+01  .6687E+01   .9999999  .0002088  .0001148
T 9934 28 .1671433E+10   5033856E-02 -.1367E+01  .6084E+01   .9999999  .0000498  .0000963
T 9935 28 .1671081E+10   5001004E-02  .1486E+02  .2269E+02   .9999997  .0005004  .0006246
T 9936 28 .1671391E+10   5032424E-02  .1441E+02 -.6898E+01   .9999999  .0002918 -.0004540
T 9937 28 .1671124E+10   5005243E-02 -.2733E+01 -.9341E+01   .9999999  .0000544 -.0004902
T 9938 28 .1671413E+10   5026365E-02  .2287E+01 -.1798E+01   .9999999  .0000414  .0000582
T 9939 28 .1671112E+10   5005892E-02  .1620E+01  .9411E+01   .9999999  .0000925  .0003194
T 9940 28 .1670985E+10   5004295E-02 -.5153E+01 -.2598E+01   .9999999 -.0001469  .0000158
T 9941 28 .1671127E+10   5046809E-02 -.5769E+01  .9140E+01   .9999999 -.0002185 -.0000320
T 9942 28 .1670981E+10   5013011E-02 -.4456E+01 -.1135E+02   .9999999 -.0001226 -.0004002
T 9943 28 .1670994E+10   5004360E-02  .3750E+01 -.1578E+01   .9999999 -.0000008 -.0001288
T 9944 28 .1671343E+10   5010914E-02  .2058E+01 -.2774E+01   .9999999  .0001721  .0001897
T 9945 28 .1671360E+10   5023773E-02 -.6602E+01 -.1899E+01   .9999999 -.0001933  .0000198
T 9946 28 .1671304E+10   5013242E-02  .1099E+02 -.1504E+02   .9999999  .0001806 -.0004353
T 9947 28 .1671155E+10   5009319E-02 -.1080E+01  .1110E+01   .9999999 -.0001719 -.0001826
T 9948 28 .1671177E+10   5008143E-02 -.7502E+01  .1834E+01   .9999999 -.0002833 -.0000188
T 9949 28 .1671202E+10   5022954E-02 -.6894E+01  .8232E+01   .9999999 -.0005076 -.0001352
T 9950 28 .1671390E+10   5008440E-02  .4901E+01 -.2390E+01   .9999999  .0002193 -.0000524
T 9951 28 .1671495E+10   5008622E-02 -.7324E+00  .6197E+01   .9999999 -.0000010  .0002368
T 9952 28 .1671128E+10   5002516E-02 -.5315E+01  .2157E+01   .9999999 -.0002478  .0001152
T 9953 28 .1671158E+10   5006937E-02  .7376E+01  .5531E+01   .9999999  .0001310  .0002397
T 9954 28 .1671140E+10   5008533E-02  .7254E-01 -.2578E+01   .9999999 -.0000673 -.0001169
T 9955 28 .1671080E+10   5040579E-02 -.1425E+01 -.2986E+01   .9999999 -.0000731  .0000454
T 9956 28 .1671320E+10   5017632E-02  .4819E+01 -.2409E+01   .9999999  .0000614 -.0000300
T 9957 28 .1670977E+10   5017380E-02  .8196E+01  .1206E+02   .9999998  .0003970  .0004647
T 9958 28 .1671198E+10   5015861E-02  .9964E+01  .5488E+01   .9999999  .0004109  .0001729
T 9959 28 .1671385E+10   5002368E-02 -.1538E+01 -.6181E+01   .9999999 -.0000186 -.0002682
T 9960 28 .1671223E+10   5020712E-02  .3257E+01  .8233E+01   .9999999  .0000810  .0003987
T 9961 28 .1671129E+10   5042997E-02  .8023E+01 -.3476E+01   .9999999  .0002933 -.0001371
T 9962 28 .1671361E+10   5025304E-02 -.3727E+01  .3928E+01   .9999999 -.0000453  .0000716
T 9963 28 .1670755E+10   5001807E-02 -.5283E+01  .1709E+02   .9999999 -.0001091  .0003826
T 9964 28 .1671054E+10   5037117E-02 -.2527E+01 -.1007E+02   .9999999  .0000125 -.0002891
T 9965 28 .1671128E+10   5001225E-02 -.6453E+00 -.5622E+00   .9999999 -.0000047  .0000353
T 9966 28 .1670904E+10   5031863E-02  .2739E+01 -.3836E+01   .9999999  .0002097 -.0003157
T 9967 28 .1671144E+10   5031703E-02  .2403E+01 -.6446E+01   .9999999  .0001192 -.0001375
T 9968 28 .1670761E+10   5028978E-02 -.1311E+02 -.6656E+01   .9999998 -.0005625 -.0001586
T 9969 28 .1670823E+10   5005664E-02  .3749E+02 -.1258E+02   .9999991  .0013252 -.0002398
T 9970 28 .1671424E+10   5043119E-02 -.1995E+01  .2865E+01   .9999999  .0001863  .0002232
T 9971 28 .1671035E+10   5013363E-02  .2803E+01  .6368E+01   .9999999  .0000654  .0000202
T 9972 28 .1671209E+10   5022072E-02 -.4350E+01 -.7442E+01   .9999999 -.0001687 -.0001437
T 9973 28 .1670994E+10   5021882E-02 -.5269E+00  .1285E+01   .9999999 -.0000569  .0002242
T 9974 28 .1670843E+10   5009064E-02  .7122E+01  .4946E+01   .9999999  .0001697  .0000327
T 9975 28 .1671123E+10   5023076E-02 -.5810E+01  .6972E+01   .9999999 -.0001819  .0001938
T 9976 28 .1671268E+10   5002922E-02  .2386E+01 -.8707E+01   .9999999 -.0001040 -.0001363
T 9977 28 .1671276E+10   5019233E-02  .1294E+02 -.1665E+01   .9999997  .0007699 -.0000698
T 9978 28 .1671436E+10   5022119E-02 -.8781E+01  .6546E+01   .9999999 -.0002595  .0001455
T 9979 28 .1671413E+10   5004094E-02 -.1785E+00  .1751E+02   .9999999 -.0000940  .0004586
T 9980 28 .1671177E+10   5009960E-02  .4430E+01 -.1719E+02   .9999997  .0004834 -.0005884
T 9981 28 .1670848E+10   5010954E-02 -.1557E+00 -.1865E+01   .9999999 -.0000418 -.0000137
T 9982 28 .1671159E+10   5011289E-02  .1275E+02 -.8949E+01   .9999999  .0003975 -.0002525
T 9983 28 .1671287E+10   5030381E-02  .1382E+01 -.1505E+01   .9999999  .0002449 -.0000980
T 9984 28 .1671220E+10   5030653E-02  .4270E+01  .1806E+01   .9999999  .0001171  .0000625
T 9985 28 .1671372E+10   5019018E-02  .8780E+00 -.8845E+01   .9999999  .0001156 -.0002761
T 9986 28 .1671314E+10   5019003E-02 -.2124E+01 -.1883E+01   .9999999  .0000139 -.0000645
T 9987 28 .1671211E+10   5038028E-02  .8799E+01  .8638E+01   .9999998  .0005831  .0002403
T 9988 28 .1671126E+10   5005289E-02  .4505E+01 -.5061E+00   .9999999  .0002186  .0000675
T 9989 28 .1671506E+10   5024920E-02 -.6152E+01 -.5383E+01   .9999999 -.0000654 -.0002873
T 9990 28 .1670914E+10   5017664E-02  .1551E+01 -.1878E+02   .9999999  .0000442 -.0003516
T 9991 28 .1671272E+10   5010655E-02 -.1418E+01  .3970E+01   .9999999  .0000539  .0003435
T 9992 28 .1671124E+10   5046040E-02 -.2191E+01  .3273E+01   .9999999 -.0001458  .0000740
T 9993 28 .1671286E+10   5003673E-02 -.1706E+01  .3560E+01   .9999999 -.0002438  .0002871
T 9994 28 .1670977E+10   5021258E-02  .9617E+01  .2019E+02   .9999997  .0004034  .0006344
T 9995 28 .1671079E+10   5042508E-02  .1113E+02  .3007E+01   .9999999  .0003113  .0000817
T 9996 28 .1670725E+10   5042229E-02 -.1373E+01  .2855E+01   .9999999  .0000479 -.0001069
T 9997 28 .1670920E+10   5003689E-02 -.3634E+01  .3776E+01   .9999999 -.0000738  .0002481
T 9998 28 .1671041E+10   5016804E-02 -.1740E+02  .6052E+01   .9999998 -.0005624  .0002680
T 9999 28 .1671135E+10   5013460E-02 -.5711E+01  .1277E+02   .9999998 -.0002914  .0004987
T10000 28 .1670999E+10   5003775E-02  .2175E+01 -.9605E+00   .9999999  .0002246 -.0002158
T10001 28 .1670888E+10   5031807E-02  .2920E+01  .1604E+01   .9999999 -.0000665  .0000399
T10002 28 .1671431E+10   5001307E-02 -.6732E+01  .5689E-01   .9999999 -.0000314 -.0000159
T10003 28 .1670914E+10   5000836E-02 -.5372E+00  .5187E+01   .9999999  .0000074  .0000090
T10004 28 .1671282E+10   5026873E-02  .4315E+01  .1791E+01   .9999999  .0001797  .0000295
T10005 28 .1671415E+10   5000155E-02 -.6699E+01  .1296E+01   .9999999 -.0002121 -.0000122
T10006 28 .1670794E+10   5037552E-02 -.6904E+01  .1507E+02   .9999999 -.0002027  .0004650
T10007 28 .1671141E+10   5007286E-02  .7226E+01 -.6283E+01   .9999999  .0002492 -.0002131
T10008 28 .1671266E+10   5001920E-02 -.3992E+01  .4746E+00   .9999999 -.0002606  .0000499
T10009 28 .1671160E+10   5021050E-02 -.2028E+01  .2697E+01   .9999999 -.0002348 -.0000412
T10010 28 .1671127E+10   5044777E-02 -.5686E+00  .4809E+01   .9999997 -.0001329  .0007286
T10011 28 .1671078E+10   5024410E-02  .4894E+01 -.5217E+01   .9999999 -.0001798 -.0002857
T10012 28 .1671014E+10   5010091E-02 -.1344E+02 -.1395E+01   .9999997 -.0006543  .0004289
T10013 28 .1670967E+10   5017844E-02  .1004E+02 -.1185E+01   .9999999  .0003181 -.0000792
T10014 28 .1671345E+10   5021656E-02 -.7979E+01 -.1128E+02   .9999999 -.0002031 -.0003196
T10015 28 .1670633E+10   5030552E-02  .1075E+01 -.4366E+01   .9999999 -.0000535 -.0001106
T10016 28 .1671249E+10   5020049E-02 -.4369E+01  .4872E+01   .9999999 -.0001646  .0000418
T10017 28 .1671143E+10   5009752E-02 -.8986E+01  .5810E+01   .9999999 -.0002346  .0001601
T10018 28 .1671209E+10   5005450E-02 -.1071E+01  .1650E+02   .9999999 -.0000332  .0004122
T10019 28 .1671397E+10   5011081E-02 -.4212E+01  .2011E+00   .9999999 -.0000855  .0000238
T10020 28 .1671317E+10   5003958E-02 -.1153E+02  .1359E+02   .9999998 -.0004831  .0004120
T10021 28 .1671198E+10   5004151E-02 -.5484E+00  .2898E+01   .9999999  .0000681  .0001448
T10022 28 .1671327E+10   5004924E-02 -.4321E+01 -.8021E+01   .9999999  .0000433 -.0002426
T10023 28 .1670910E+10   5034931E-02 -.1024E+01 -.7100E+01   .9999999 -.0001275 -.0003662
T10024 28 .1671384E+10   5008380E-02  .8004E+01  .4626E+01   .9999999  .0003430  .0000927
T10025 28 .1671078E+10   5045327E-02  .5062E+00  .2815E+01   .9999999  .0000869  .0000103
T10026 28 .1671264E+10   5016369E-02 -.3918E+00  .6514E+01   .9999999 -.0000226  .0002065
