============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Graphite (carbon)( 2.13 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   21  9 .8272698E+07   2144902E-02  .3779E+04  .1732E+02   .9833701  .1816041  .0017952
T   22  9 .8238809E+07   2149067E-02  .3726E+04  .5399E+02   .9865442  .1632579  .0087969
T   23  9 .8126665E+07   2142019E-02  .3779E+04  .9849E+02   .9847070  .1741643  .0043445
T   24  9 .8208370E+07   2147729E-02  .3895E+04 -.7410E+02   .9837595  .1794073 -.0055021
T   25  9 .8244049E+07   2142966E-02  .3896E+04 -.1138E+03   .9842908  .1762665 -.0100908
T   26  9 .8178593E+07   2137394E-02  .3864E+04  .8084E+02   .9830384  .1832676  .0069597
T   27  9 .8208687E+07   2142255E-02  .3702E+04  .1597E+03   .9854762  .1694189  .0115714
T   28  9 .8253443E+07   2145887E-02  .3485E+04 -.2897E+03   .9887800  .1482313 -.0184816
T   29  9 .8157793E+07   2141158E-02  .3835E+04  .3318E+03   .9838102  .1773871  .0255221
T   30  9 .8181578E+07   2146761E-02  .3303E+04 -.5269E+03   .9894934  .1387618 -.0405954
T   31  9 .8255133E+07   2144198E-02  .3673E+04  .7547E+02   .9897191  .1429890 -.0032157
T   32  9 .8252489E+07   2137421E-02  .3737E+04  .2994E+02   .9840217  .1779550  .0057705
T   33  9 .8182160E+07   2139262E-02  .3664E+04 -.1508E+03   .9859703  .1666280 -.0098840
T   34  9 .8184462E+07   2137736E-02  .3648E+04  .1620E+03   .9852991  .1707709  .0047859
T   35  9 .8140504E+07   2141042E-02  .3839E+04  .5787E+02   .9855974  .1690746  .0033883
T   36  9 .8280575E+07   2139393E-02  .3301E+04 -.2880E+03   .9887715  .1459584 -.0320464
T   37  9 .8148790E+07   2134216E-02  .3827E+04  .4089E+02   .9835840  .1804503  .0004965
T   38  9 .8273880E+07   2136391E-02  .3840E+04  .9017E+02   .9832712  .1815929  .0142037
T   39  9 .8203185E+07   2142972E-02  .3762E+04  .1335E+03   .9855880  .1691624  .0006521
T   40  9 .8175989E+07   2136373E-02  .3906E+04  .1584E+03   .9820934  .1877358  .0157429
T   41  9 .8155419E+07   2145435E-02  .3952E+04  .3452E+02   .9828960  .1841034  .0046295
T   42  9 .8221058E+07   2141374E-02  .3890E+04 -.1374E+03   .9826766  .1851547 -.0080227
T   43  9 .8233405E+07   2144903E-02  .3979E+04  .6845E+02   .9821803  .1876901  .0097052
T   44  9 .8229852E+07   2140216E-02  .3767E+04  .2540E+02   .9836591  .1799925 -.0041739
T   45  9 .8229217E+07   2147011E-02  .3743E+04  .6535E+01   .9852946  .1707006  .0074701
T   46  9 .8123632E+07   2145648E-02  .4097E+04 -.5257E+02   .9733838  .2276637 -.0263303
T   47  9 .8327146E+07   2141908E-02  .3778E+04 -.6950E+01   .9848017  .1736799  .0009110
T   48  9 .8183939E+07   2140934E-02  .3734E+04 -.1282E+03   .9863015  .1649110 -.0037005
T   49  9 .8230508E+07   2146502E-02  .3643E+04  .9630E+02   .9871025  .1597441  .0105087
T   50  9 .8186978E+07   2143861E-02  .4116E+04  .1347E+03   .9808055  .1946510  .0114689
T   51  9 .8134206E+07   2138428E-02  .3803E+04  .1681E+02   .9845933  .1748313 -.0031578
T   52  9 .8132412E+07   2138464E-02  .3708E+04  .5016E+02   .9858828  .1674289  .0016101
T   53  9 .8183703E+07   2142911E-02  .3952E+04 -.1228E+03   .9827465  .1841263 -.0175171
T   54  9 .8192658E+07   2135594E-02  .3669E+04 -.8312E+02   .9857053  .1680930 -.0113908
T   55  9 .8178434E+07   2145004E-02  .3795E+04 -.1386E+03   .9840425  .1778387 -.0058114
T   56  9 .8201208E+07   2145484E-02  .3764E+04 -.2333E+02   .9830202  .1831402 -.0114432
T   57  9 .8139402E+07   2142186E-02  .3887E+04 -.9497E+02   .9847343  .1739318 -.0067845
T   58  9 .8178171E+07   2144074E-02  .3804E+04  .6932E+02   .9847996  .1736944 -.0000580
T   59  9 .8133195E+07   2146269E-02  .3833E+04 -.3968E+03   .9837063  .1776378 -.0276901
T   60  9 .8246694E+07   2143151E-02  .3867E+04  .9006E+02   .9840593  .1775343  .0104302
T   61  9 .8214625E+07   2150871E-02  .3744E+04 -.1496E+03   .9839445  .1782135 -.0096491
T   62  9 .8245017E+07   2139974E-02  .3648E+04  .3478E+02   .9854355  .1699909  .0044592
T   63  9 .8185926E+07   2136516E-02  .4002E+04 -.4229E+02   .9810767  .1935695 -.0043972
T   64  9 .8268492E+07   2141760E-02  .3952E+04  .1657E+03   .9823614  .1867403  .0097025
T   65  9 .8282606E+07   2136615E-02  .3729E+04  .2748E+02   .9856659  .1687079  .0005605
T   66  9 .8135036E+07   2135008E-02  .3679E+04  .3706E+02   .9863235  .1648126  .0016432
T   67  9 .8148830E+07   2143422E-02  .3739E+04  .1450E+03   .9844779  .1754405  .0048973
T   68  9 .8226590E+07   2144211E-02  .3815E+04 -.1012E+03   .9834964  .1800334 -.0179671
T   69  9 .8191182E+07   2135886E-02  .3759E+04  .2022E+03   .9835494  .1799572  .0156813
T   70  9 .8120093E+07   2135978E-02  .3797E+04  .8066E+03   .9806895  .1719999  .0930810
T   71  9 .8185304E+07   2145100E-02  .3489E+04  .3183E+03   .9869940  .1574015  .0326728
T   72  9 .8161958E+07   2149731E-02  .3942E+04 -.3924E+02   .9820469  .1885225 -.0065719
T   73  9 .8159257E+07   2135524E-02  .3890E+04 -.1464E+03   .9823252  .1871820 -.0003274
T   74  9 .8179541E+07   2135755E-02  .3820E+04 -.1237E+03   .9808963  .1931951 -.0227629
T   75  9 .8089011E+07   2133662E-02  .3682E+04  .1752E+02   .9842696  .1766652 -.0016638
T   76  9 .8116315E+07   2145768E-02  .3934E+04 -.2987E+01   .9815238  .1911883  .0076173
T   77  9 .8201668E+07   2141782E-02  .3841E+04 -.4644E+01   .9844416  .1757098  .0009061
T   78  9 .8137643E+07   2148670E-02  .3677E+04 -.9283E+02   .9865195  .1631953 -.0121046
T   79  9 .8175602E+07   2139484E-02  .3756E+04 -.1362E+03   .9845750  .1743847 -.0142122
T   80  9 .8221777E+07   2147720E-02  .3829E+04  .2262E+03   .9853042  .1698171  .0183766
T   81  9 .8167949E+07   2149933E-02  .3882E+04 -.6104E+02   .9843470  .1762045 -.0035885
T   82  9 .8182127E+07   2141937E-02  .3626E+04  .1075E+03   .9866467  .1622391  .0143770
T   83  9 .8060346E+07   2141093E-02  .3244E+04  .1118E+03   .9952780  .0964644  .0107839
T   84  9 .8183937E+07   2144064E-02  .3733E+04 -.5093E+02   .9850851  .1720152 -.0042464
T   85  9 .8290904E+07   2143719E-02  .3855E+04 -.5875E+02   .9836925  .1792695 -.0145424
T   86  9 .8216061E+07   2147210E-02  .3780E+04  .5462E+02   .9842097  .1767307  .0098721
T   87  9 .8174848E+07   2137549E-02  .3893E+04  .1099E+03   .9836903  .1795361  .0109615
T   88  9 .8177525E+07   2140957E-02  .3784E+04  .1228E+02   .9851258  .1716744 -.0074161
T   89  9 .8332654E+07   2139402E-02  .3826E+04 -.9264E+02   .9818262  .1896372 -.0074156
T   90  9 .8165254E+07   2145968E-02  .3715E+04 -.8600E+02   .9862006  .1654369 -.0062465
T   91  9 .8309741E+07   2143214E-02  .3911E+04  .1109E+03   .9846650  .1743712  .0054230
T   92  9 .8227735E+07   2136196E-02  .3835E+04 -.7152E+02   .9832303  .1820270 -.0111525
T   93  9 .8214894E+07   2137967E-02  .3808E+04  .1200E+03   .9830381  .1833466  .0044865
T   94  9 .8203197E+07   2140429E-02  .3627E+04  .4335E+02   .9863661  .1645301  .0034419
T   95  9 .8266660E+07   2137826E-02  .3838E+04  .6091E+02   .9861052  .1660389  .0052557
T   96  9 .8111544E+07   2138544E-02  .3935E+04 -.4613E+02   .9813166  .1922698 -.0070718
T   97  9 .8245032E+07   2130383E-02  .3766E+04 -.1448E+02   .9855591  .1693006 -.0032404
T   98  9 .8166447E+07   2140871E-02  .3772E+04 -.2627E+03   .9849364  .1725795 -.0107952
T   99  9 .8190918E+07   2140848E-02  .3728E+04 -.7173E+02   .9846691  .1740201 -.0119910
T  100  9 .8219427E+07   2138380E-02  .3742E+04  .1710E+02   .9850058  .1725057 -.0023147
T  101  9 .8259660E+07   2139229E-02  .3730E+04 -.1193E+03   .9859714  .1666964 -.0085306
T  102  9 .8198794E+07   2137272E-02  .3612E+04 -.1278E+03   .9861486  .1657705 -.0055775
T  103  9 .8302319E+07   2136132E-02  .3732E+04 -.6006E+02   .9848900  .1730972 -.0053900
T  104  9 .8217174E+07   2136561E-02  .3652E+04 -.1219E+03   .9848610  .1732217 -.0065685
T  105  9 .8162753E+07   2143844E-02  .3682E+04  .1208E+03   .9858490  .1675392  .0056864
T  106  9 .8150311E+07   2138243E-02  .3820E+04 -.1531E+00   .9841119  .1775441  .0013342
T  107  9 .8202531E+07   2139860E-02  .4011E+04  .1802E+03   .9803574  .1958736  .0230840
T  108  9 .8295370E+07   2130715E-02  .3771E+04  .1148E+03   .9842446  .1764672  .0110389
T  109  9 .8157110E+07   2137116E-02  .3848E+04  .1914E+02   .9837133  .1797080 -.0036198
T  110  9 .8172685E+07   2144950E-02  .3883E+04  .2090E+02   .9833109  .1816130  .0107838
T  111  9 .8189351E+07   2142682E-02  .3893E+04 -.8014E+02   .9823092  .1871937 -.0052128
T  112  9 .8176981E+07   2146341E-02  .3775E+04  .5034E+02   .9825435  .1859068  .0068537
T  113  9 .8350546E+07   2135971E-02  .3683E+04  .1076E+03   .9851554  .1716309  .0034084
T  114  9 .8237992E+07   2148379E-02  .3826E+04 -.1177E+03   .9856657  .1682006 -.0130997
T  115  9 .8271622E+07   2142191E-02  .3714E+04  .2670E+03   .9863164  .1634644  .0214336
T  116  9 .8237411E+07   2140398E-02  .3863E+04 -.1928E+02   .9838439  .1789427 -.0055455
T  117  9 .8250540E+07   2142590E-02  .3838E+04  .2886E+01   .9843503  .1761850 -.0036504
T  118  9 .8125740E+07   2148899E-02  .3927E+04  .1331E+02   .9817685  .1898684  .0089800
T  119  9 .8181285E+07   2144183E-02  .3914E+04 -.2469E+03   .9821459  .1872062 -.0185261
T  120  9 .8176367E+07   2134791E-02  .3668E+04 -.1071E+03   .9857768  .1679234 -.0067717
T  121  9 .8069802E+07   2143595E-02  .3766E+04 -.7166E+01   .9842199  .1769483  .0007214
T  122  9 .8241981E+07   2140178E-02  .3753E+04  .1333E+03   .9841430  .1770846  .0101792
T  123  9 .8351946E+07   2139429E-02  .3922E+04 -.7868E+02   .9828897  .1841236 -.0051373
T  124  9 .8248080E+07   2144479E-02  .2953E+04  .1187E+03   .9906360  .1365244 -.0011808
T  125  9 .8135402E+07   2145844E-02  .3560E+04  .4406E+02   .9877697  .1557640  .0069744
T  126  9 .8213278E+07   2135626E-02  .3769E+04 -.2076E+03   .9842164  .1754820 -.0228956
T  127  9 .8207602E+07   2139182E-02  .4002E+04 -.1512E+02   .9816712  .1905345 -.0042750
T  128  9 .8181811E+07   2145769E-02  .3933E+04  .1024E+03   .9832864  .1818915  .0079587
T  129  9 .8203376E+07   2139108E-02  .3631E+04 -.8055E+02   .9873072  .1588061 -.0022375
T  130  9 .8311426E+07   2144858E-02  .3621E+04 -.8693E+02   .9864315  .1640868 -.0053378
T  131  9 .8132855E+07   2145924E-02  .3660E+04  .7413E+02   .9867318  .1623087  .0040181
T  132  9 .8227293E+07   2143244E-02  .3673E+04 -.1826E+03   .9851296  .1706083 -.0203082
T  133  9 .8187702E+07   2143547E-02  .3667E+04  .7079E+02   .9850767  .1719593  .0073361
T  134  9 .8173549E+07   2138184E-02  .3824E+04 -.3009E+03   .9868446  .1575332 -.0363448
T  135  9 .8218854E+07   2139149E-02  .3786E+04 -.1787E+02   .9851420  .1716701 -.0049601
T  136  9 .8189779E+07   2137897E-02  .3730E+04  .1732E+03   .9847140  .1738619  .0105049
T  137  9 .8194705E+07   2134266E-02  .3818E+04 -.3555E+03   .9826224  .1846190 -.0192089
T  138  9 .8194670E+07   2142458E-02  .3822E+04  .2690E+03   .9868216  .1596795  .0261839
T  139  9 .8186403E+07   2137736E-02  .3613E+04 -.1553E+02   .9867882  .1620123  .0009999
T  140  9 .8237324E+07   2137753E-02  .3991E+04 -.2576E+03   .9819007  .1887884 -.0151669
T  141  9 .8155713E+07   2142186E-02  .3809E+04  .7935E+01   .9834782  .1809874  .0037764
T  142  9 .8294184E+07   2139878E-02  .3727E+04  .1712E+02   .9870141  .1606325  .0005600
T  143  9 .8187549E+07   2140257E-02  .3641E+04 -.7492E+02   .9867486  .1621150 -.0067745
T  144  9 .8256768E+07   2138061E-02  .3782E+04  .4220E+02   .9858809  .1673435  .0059161
T  145  9 .8169403E+07   2137225E-02  .3923E+04  .1103E+03   .9842766  .1762146  .0121615
T  146  9 .8288002E+07   2139427E-02  .3658E+04  .1439E+03   .9868664  .1612930  .0089070
T  147  9 .8189815E+07   2136350E-02  .3602E+04 -.1187E+03   .9865284  .1634934 -.0056283
T  148  9 .8165221E+07   2143571E-02  .3793E+04 -.4470E+03   .9830879  .1810593 -.0274916
T  149  9 .8207198E+07   2136635E-02  .4010E+04  .3748E+02   .9775125  .2101736  .0172148
T  150  9 .8180294E+07   2136714E-02  .3798E+04  .1535E+03   .9832901  .1817512  .0103506
T  151  9 .8151151E+07   2141389E-02  .4731E+04 -.6342E+03   .9756176  .2175184 -.0292584
T  152  9 .8115403E+07   2135735E-02  .4434E+04 -.5261E+03   .9797095  .2002815 -.0075235
T  153  9 .8149952E+07   2139806E-02  .3782E+04 -.7953E+02   .9876796  .1564812  .0016124
T  154  9 .8192722E+07   2137075E-02  .3781E+04  .1270E+02   .9843723  .1760326 -.0048756
T  155  9 .8198968E+07   2141342E-02  .3829E+04 -.9347E+02   .9847869  .1736888  .0051870
T  156  9 .8287829E+07   2148548E-02  .3674E+04  .2652E+02   .9862101  .1654976  .0004817
T  157  9 .8299831E+07   2136902E-02  .3789E+04 -.1343E+02   .9852700  .1707851 -.0086871
T  158  9 .8272091E+07   2135592E-02  .3896E+04 -.7093E+02   .9821553  .1880649 -.0016088
T  159  9 .8247410E+07   2135332E-02  .3868E+04 -.8939E+02   .9827329  .1849590 -.0051128
T  160  9 .8276531E+07   2130457E-02  .3635E+04 -.3838E+02   .9884229  .1506985 -.0176089
T  161  9 .8249846E+07   2149310E-02  .4001E+04  .6376E+02   .9797994  .1999167 -.0051427
T  162  9 .8116445E+07   2142734E-02  .3761E+04 -.1343E+02   .9859689  .1669273 -.0007394
T  163  9 .8282498E+07   2149334E-02  .3604E+04 -.6039E+02   .9873515  .1584727  .0048371
T  164  9 .8394926E+07   2148393E-02  .3757E+04  .9657E+01   .9862626  .1651250  .0044467
T  165  9 .8206877E+07   2138385E-02  .4021E+04  .4898E+02   .9815699  .1911020  .0007555
T  166  9 .8216705E+07   2138173E-02  .3916E+04  .1272E+03   .9823035  .1872612 -.0036278
T  167  9 .8229415E+07   2148972E-02  .3821E+04 -.8866E+01   .9842543  .1766390 -.0064899
T  168  9 .8181766E+07   2145157E-02  .3807E+04 -.8381E+02   .9840374  .1777495 -.0086913
T  169  9 .8312925E+07   2141146E-02  .3829E+04  .2550E+03   .9837643  .1788433  .0149272
T  170  9 .8248726E+07   2141423E-02  .3753E+04 -.4026E+02   .9857669  .1679520 -.0074689
T  171  9 .8296933E+07   2136910E-02  .3783E+04 -.8758E+02   .9850082  .1718126 -.0154678
T  172  9 .8145396E+07   2149090E-02  .3884E+04 -.4899E+02   .9832095  .1824316 -.0042262
T  173  9 .8102382E+07   2146844E-02  .3843E+04  .3433E+02   .9841206  .1774998 -.0007394
T  174  9 .8206411E+07   2141915E-02  .3846E+04  .7488E+02   .9843811  .1757054  .0110194
T  175  9 .8165420E+07   2144123E-02  .3686E+04 -.1605E+03   .9855382  .1689036 -.0136422
T  176  9 .8243130E+07   2138648E-02  .3740E+04 -.7162E+02   .9861830  .1653661 -.0098584
T  177  9 .8266796E+07   2144728E-02  .3772E+04  .1181E+03   .9842618  .1759966  .0159331
T  178  9 .8122200E+07   2137056E-02  .3188E+04  .3968E+03   .9899287  .1349168  .0428784
T  179  9 .8151575E+07   2139249E-02  .3957E+04  .1204E+03   .9820774  .1877681  .0163459
T  180  9 .8298281E+07   2143502E-02  .3579E+04  .6519E+02   .9877659  .1554790  .0120315
T  181  9 .8194910E+07   2151206E-02  .3780E+04  .4659E+02   .9861225  .1660193  .0001144
T  182  9 .8188361E+07   2135269E-02  .3918E+04  .5172E+02   .9823071  .1871462  .0070012
T  183  9 .8209223E+07   2140469E-02  .3707E+04 -.3920E+02   .9856937  .1685439 -.0009788
T  184  9 .8277461E+07   2144417E-02  .3995E+04 -.1748E+03   .9803517  .1969506 -.0109993
T  185  9 .8179217E+07   2146728E-02  .3958E+04 -.2680E+01   .9832804  .1820906 -.0016554
T  186  9 .8283557E+07   2143787E-02  .3730E+04 -.1398E+03   .9860798  .1656263 -.0146492
T  187  9 .8161195E+07   2146802E-02  .3871E+04 -.4229E+02   .9852080  .1713622 -.0005027
T  188  9 .8203068E+07   2135750E-02  .3635E+04  .5361E+01   .9868162  .1617933  .0040905
T  189  9 .8044830E+07   2148617E-02  .3769E+04  .7489E+02   .9883104  .1502472  .0258503
T  190  9 .8138807E+07   2140544E-02  .3586E+04 -.8948E+02   .9859405  .1668011 -.0099378
T  191  9 .8177034E+07   2136076E-02  .3871E+04  .2730E+02   .9829028  .1840597  .0049051
T  192  9 .8195305E+07   2144790E-02  .3812E+04  .1265E+03   .9836124  .1798913  .0120742
T  193  9 .8184988E+07   2144703E-02  .3937E+04 -.4875E+02   .9828885  .1837068 -.0134929
T  194  9 .8174968E+07   2142924E-02  .4094E+04 -.8935E+02   .9830667  .1832472  .0006030
T  195  9 .8290477E+07   2143650E-02  .3737E+04  .1156E+03   .9841854  .1765150  .0148827
T  196  9 .8178832E+07   2141294E-02  .4043E+04 -.2621E+03   .9749733  .2180852 -.0431953
T  197  9 .8193246E+07   2135842E-02  .3892E+04 -.1700E+02   .9837970  .1791831  .0060738
T  198  9 .8223952E+07   2145504E-02  .3501E+04  .2328E+03   .9868655  .1598374  .0234214
T  199  9 .8248964E+07   2142217E-02  .3629E+04  .6145E+02   .9860088  .1665920  .0058083
T  200  9 .8243785E+07   2144009E-02  .3729E+04  .5792E+02   .9873217  .1585490  .0076152
T  201  9 .8196267E+07   2139749E-02  .3726E+04  .1429E+03   .9859574  .1667357  .0093419
T  202  9 .8174707E+07   2142932E-02  .3747E+04 -.9432E+01   .9851068  .1717659 -.0078214
T  203  9 .8123515E+07   2136709E-02  .3791E+04  .4355E+02   .9868821  .1612536  .0078152
T  204  9 .8208012E+07   2146712E-02  .3601E+04  .5800E+03   .9868473  .1561901  .0416773
T  205  9 .8198310E+07   2141157E-02  .3699E+04 -.6567E+02   .9854129  .1701416 -.0036477
T  206  9 .7678442E+07   2132172E-02  .4296E+04  .7842E+03   .9629945  .2265125  .1460607
T  207  9 .8199691E+07   2137467E-02  .3629E+04  .1666E+03   .9849887  .1725396  .0052301
T  208  9 .8253977E+07   2137453E-02  .3813E+04  .9179E+02   .9838933  .1786168  .0070754
T  209  9 .8161746E+07   2134063E-02  .3776E+04 -.1352E+03   .9848893  .1707726 -.0288056
T  210  9 .8186585E+07   2133459E-02  .4025E+04  .8182E+02   .9802650  .1973554  .0114644
T  211  9 .8077866E+07   2144568E-02  .3993E+04  .7241E+01   .9820606  .1885587 -.0016270
T  212  9 .8254333E+07   2149672E-02  .3666E+04 -.2339E+02   .9860387  .1664973  .0024966
T  213  9 .8131575E+07   2141326E-02  .3906E+04  .9735E+01   .9826109  .1853880 -.0103529
T  214  9 .8349358E+07   2137743E-02  .3815E+04 -.2890E+02   .9846476  .1745416 -.0020817
T  215  9 .8148514E+07   2144132E-02  .3859E+04 -.3901E+02   .9830696  .1832259 -.0015738
T  216  9 .8297466E+07   2137085E-02  .3741E+04  .2454E+02   .9846402  .1745869 -.0017640
T  217  9 .8258291E+07   2136955E-02  .3676E+04 -.6395E+02   .9871723  .1596584  .0002212
T  218  9 .8228582E+07   2150542E-02  .3736E+04 -.7745E+02   .9843200  .1756931 -.0156870
T  219  9 .8124833E+07   2137467E-02  .3385E+04 -.8337E+03   .9877870  .1326424 -.0817492
T  220  9 .8199902E+07   2141458E-02  .3974E+04 -.1527E+02   .9830537  .1832702  .0041842
T  221  9 .8229340E+07   2151651E-02  .3781E+04  .5093E+02   .9853560  .1704252  .0053753
T  222  9 .8266172E+07   2143238E-02  .3843E+04  .6896E+02   .9837825  .1793630 -.0009407
T  223  9 .8204325E+07   2143858E-02  .3914E+04 -.8933E+02   .9835231  .1807481 -.0035178
T  224  9 .8233095E+07   2143069E-02  .3661E+04  .2251E+03   .9850121  .1714372  .0189875
T  225  9 .8172325E+07   2144612E-02  .3877E+04  .1075E+03   .9828758  .1840059  .0098528
T  226  9 .8194744E+07   2135401E-02  .3723E+04  .1397E+03   .9855460  .1694047  .0011102
T  227  9 .8188906E+07   2135017E-02  .3637E+04 -.7279E+01   .9864707  .1638251 -.0060767
T  228  9 .8197903E+07   2134997E-02  .3425E+04  .2400E+03   .9896451  .1416236  .0233532
T  229  9 .8320717E+07   2137533E-02  .3960E+04  .2264E+03   .9828336  .1826518  .0260073
T  230  9 .8074026E+07   2148603E-02  .3638E+04  .1958E+03   .9848733  .1715342  .0245081
T  231  9 .8165686E+07   2143754E-02  .3873E+04 -.1678E+03   .9837992  .1790780 -.0083803
T  232  9 .8229114E+07   2146137E-02  .3952E+04  .2586E+02   .9816427  .1907092  .0027516
T  233  9 .8262517E+07   2140130E-02  .3698E+04  .2225E+02   .9859564  .1669954  .0016121
T  234  9 .8148299E+07   2148315E-02  .3902E+04  .4628E+02   .9827628  .1847744  .0059683
T  235  9 .8281899E+07   2148724E-02  .3588E+04 -.1848E+03   .9890773  .1470449 -.0101922
T  236  9 .8205215E+07   2139371E-02  .3858E+04  .5296E+01   .9835333  .1807169  .0019214
T  237  9 .8135912E+07   2142086E-02  .3932E+04 -.8292E+01   .9838210  .1789363  .0088357
T  238  9 .8210762E+07   2135188E-02  .3753E+04 -.1171E+03   .9861619  .1654008 -.0112837
T  239  9 .8181262E+07   2133707E-02  .4028E+04 -.2830E+03   .9825929  .1850246 -.0166483
T  240  9 .8161146E+07   2133626E-02  .3995E+04 -.1725E+03   .9829051  .1839782 -.0070491
T  241  9 .8226122E+07   2135277E-02  .3818E+04  .5614E+02   .9845136  .1751498  .0074440
T  242  9 .8107402E+07   2138385E-02  .3812E+04 -.2542E+03   .9856952  .1680696  .0125516
T  243  9 .8178804E+07   2142467E-02  .3639E+04 -.7807E+02   .9875501  .1571183 -.0076572
T  244  9 .8238498E+07   2135939E-02  .3783E+04  .5015E+02   .9833778  .1813179  .0095886
T  245  9 .8211568E+07   2149394E-02  .3987E+04  .1667E+03   .9830937  .1829402  .0077239
T  246  9 .8114285E+07   2136175E-02  .3908E+04  .9804E+01   .9831229  .1829446 -.0008329
T  247  9 .8249112E+07   2150780E-02  .3790E+04 -.6247E+02   .9840558  .1777709 -.0056268
T  248  9 .8206625E+07   2135025E-02  .3595E+04  .1849E+03   .9862931  .1602850  .0391737
T  249  9 .8210137E+07   2135001E-02  .3767E+04  .7930E+02   .9865448  .1630879  .0114786
T  250  9 .8172539E+07   2138779E-02  .3717E+04  .2435E+02   .9852353  .1711603  .0039353
T  251  9 .8181720E+07   2142650E-02  .3803E+04 -.1043E+03   .9847324  .1736341 -.0123793
T  252  9 .8256169E+07   2135686E-02  .3629E+04  .2946E+02   .9876389  .1565256  .0083120
T  253  9 .8188552E+07   2146420E-02  .3946E+04  .3265E+02   .9831692  .1826951 -.0009198
T  254  9 .8311421E+07   2140381E-02  .3778E+04  .1101E+03   .9836493  .1797170  .0116532
T  255  9 .8281934E+07   2135965E-02  .3873E+04 -.3539E+02   .9842539  .1767567  .0011380
T  256  9 .8158308E+07   2145814E-02  .3602E+04 -.2609E+02   .9872723  .1589705  .0046704
T  257  9 .8243206E+07   2140426E-02  .3930E+04 -.9286E+02   .9827920  .1847018 -.0022777
T  258  9 .8165112E+07   2139198E-02  .4191E+04 -.2084E+02   .9775643  .2106213  .0025987
