============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(11.4 MeV) ==> Graphite (carbon)( 1.24 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   44  9 .8142747E+07   1255838E-02  .2045E+04 -.9487E+02   .9899210  .1401885 -.0200875
T   45  9 .8144091E+07   1253780E-02  .2189E+04 -.1047E+03   .9854711  .1697891 -.0042763
T   46  9 .8175614E+07   1253880E-02  .2131E+04  .5161E+02   .9851601  .1716373 -.0004101
T   47  9 .8167273E+07   1253972E-02  .2290E+04 -.5419E+02   .9833566  .1816234 -.0047685
T   48  9 .8155039E+07   1249319E-02  .2283E+04  .4365E+02   .9835366  .1804118  .0103577
T   49  9 .8064855E+07   1249032E-02  .2131E+04 -.5648E+02   .9858257  .1676105 -.0073816
T   50  9 .8119265E+07   1249883E-02  .2228E+04 -.3448E+02   .9840873  .1776855 -.0003012
T   51  9 .8157198E+07   1250936E-02  .2096E+04  .1281E+01   .9858548  .1675829  .0025009
T   52  9 .8091902E+07   1246602E-02  .2281E+04 -.8402E+02   .9833451  .1816047 -.0072155
T   53  9 .8073949E+07   1248452E-02  .2150E+04  .1096E+03   .9871676  .1586037  .0185738
T   54  9 .8227886E+07   1251408E-02  .2113E+04 -.2207E+03   .9865176  .1605469 -.0317440
T   55  9 .8146046E+07   1247511E-02  .2211E+04 -.7429E+02   .9847572  .1737301 -.0084326
T   56  9 .8126859E+07   1248836E-02  .2159E+04 -.8043E+01   .9855742  .1692258 -.0024930
T   57  9 .8170747E+07   1250687E-02  .2171E+04  .1422E+03   .9844159  .1752212  .0149295
T   58  9 .8151403E+07   1257261E-02  .2211E+04  .9900E+02   .9848308  .1732957  .0087713
T   59  9 .8160892E+07   1251882E-02  .2168E+04  .1355E+02   .9856929  .1684777  .0049789
T   60  9 .8098529E+07   1254386E-02  .2360E+04  .7486E+02   .9813667  .1918736  .0101955
T   61  9 .8130149E+07   1250070E-02  .2294E+04  .1278E+02   .9813784  .1920742 -.0019788
T   62  9 .8147486E+07   1248319E-02  .2156E+04  .7187E+01   .9847755  .1737908 -.0037345
T   63  9 .8124918E+07   1251442E-02  .2149E+04 -.8014E+01   .9864229  .1642058  .0025202
T   64  9 .8167247E+07   1249522E-02  .2314E+04  .1028E+03   .9831769  .1822685  .0118913
T   65  9 .8071858E+07   1255669E-02  .2189E+04 -.2173E+02   .9849919  .1725698 -.0032591
T   66  9 .8162181E+07   1249816E-02  .2186E+04  .5329E+02   .9849819  .1719838  .0152425
T   67  9 .8082276E+07   1249808E-02  .2259E+04 -.6750E+01   .9815533  .1911008  .0057977
T   68  9 .8210758E+07   1249968E-02  .2174E+04  .1379E+02   .9847154  .1741067  .0047309
T   69  9 .8204114E+07   1253659E-02  .2286E+04 -.1151E+02   .9821889  .1878681 -.0032568
T   70  9 .8207255E+07   1254434E-02  .2178E+04  .1234E+02   .9860580  .1663999  .0007898
T   71  9 .8158024E+07   1250510E-02  .2232E+04 -.9260E+02   .9825733  .1858582 -.0025506
T   72  9 .8131402E+07   1250202E-02  .2237E+04  .4782E+02   .9845216  .1750347  .0089486
T   73  9 .8138151E+07   1249047E-02  .2139E+04  .5923E+01   .9870025  .1606728 -.0032194
T   74  9 .8206061E+07   1250013E-02  .2174E+04  .1092E+03   .9827139  .1845469  .0146938
T   75  9 .8075129E+07   1254151E-02  .2305E+04  .3818E+02   .9811359  .1931128  .0089306
T   76  9 .8154536E+07   1253187E-02  .2241E+04 -.3880E+02   .9847829  .1736091 -.0079055
T   77  9 .8174940E+07   1252338E-02  .2172E+04 -.7253E+02   .9861266  .1654789 -.0130828
T   78  9 .8232629E+07   1258106E-02  .2215E+04 -.3903E+02   .9840292  .1779569 -.0042209
T   79  9 .8090940E+07   1248014E-02  .2085E+04  .6735E+02   .9864391  .1640873  .0036409
T   80  9 .8155197E+07   1248492E-02  .2174E+04 -.6840E+02   .9845994  .1747285 -.0058219
T   81  9 .8150188E+07   1251896E-02  .2243E+04  .2992E+02   .9842532  .1767644  .0001408
T   82  9 .8148979E+07   1250096E-02  .2243E+04 -.3538E+02   .9834820  .1810051 -.0005841
T   83  9 .8180675E+07   1248682E-02  .2175E+04 -.1456E+02   .9851271  .1716708 -.0073257
T   84  9 .8221970E+07   1251695E-02  .2237E+04  .7214E+02   .9838983  .1785109  .0088356
T   85  9 .8141895E+07   1249026E-02  .2223E+04 -.6432E+02   .9866008  .1628245 -.0103420
T   86  9 .8163299E+07   1253679E-02  .2145E+04  .6456E+02   .9866905  .1620140  .0139022
T   87  9 .8127093E+07   1249670E-02  .2223E+04  .6554E+02   .9826488  .1854695  .0015777
T   88  9 .8142907E+07   1254005E-02  .2220E+04 -.5712E+02   .9855712  .1690762 -.0079140
T   89  9 .8185998E+07   1253408E-02  .2247E+04  .2328E+03   .9829798  .1793686  .0397191
T   90  9 .8141027E+07   1252048E-02  .2242E+04  .7322E+02   .9834090  .1813370  .0048526
T   91  9 .8164803E+07   1249230E-02  .2189E+04 -.1496E+02   .9845160  .1752416 -.0043252
T   92  9 .8217687E+07   1256234E-02  .2109E+04 -.2287E+02   .9873545  .1583748 -.0069695
T   93  9 .8210919E+07   1251422E-02  .2237E+04 -.6516E+01   .9836960  .1797669 -.0050984
T   94  9 .8161723E+07   1250814E-02  .2239E+04 -.8019E+02   .9836071  .1798320 -.0133235
T   95  9 .8198262E+07   1249617E-02  .2145E+04  .5878E+02   .9853567  .1702963  .0084523
T   96  9 .8189804E+07   1250176E-02  .2183E+04 -.1886E+01   .9836362  .1801651  .0005323
T   97  9 .8112399E+07   1253853E-02  .2264E+04 -.8007E+02   .9838354  .1785161 -.0141426
T   98  9 .8092549E+07   1252704E-02  .2202E+04  .4849E+01   .9843223  .1763141  .0047820
T   99  9 .8111169E+07   1251432E-02  .2188E+04  .1286E+03   .9852324  .1705122  .0155761
T  100  9 .8196293E+07   1252263E-02  .2220E+04  .1155E+03   .9843357  .1761561  .0072353
T  101  9 .8077817E+07   1254354E-02  .2215E+04 -.2728E+02   .9844202  .1758313 -.0003637
T  102  9 .8198497E+07   1249968E-02  .2169E+04 -.5387E+02   .9846073  .1746971 -.0054156
T  103  9 .8172671E+07   1251104E-02  .2210E+04  .5005E+01   .9849550  .1727338 -.0051607
T  104  9 .8102648E+07   1253423E-02  .2332E+04 -.1077E+02   .9818316  .1897511  .0010870
T  105  9 .8202858E+07   1256542E-02  .2026E+04  .4141E+02   .9884597  .1512930  .0076070
T  106  9 .8134740E+07   1249545E-02  .2075E+04  .1130E+03   .9864230  .1609891  .0324382
T  107  9 .8105396E+07   1251669E-02  .2307E+04 -.5525E+02   .9838371  .1789483 -.0064802
T  108  9 .8181854E+07   1251388E-02  .2161E+04  .7739E+02   .9849394  .1727729  .0066221
T  109  9 .8100792E+07   1252668E-02  .2193E+04  .6152E+01   .9845510  .1750792  .0025685
T  110  9 .8126552E+07   1253223E-02  .2139E+04  .1883E+01   .9860406  .1664699 -.0034190
T  111  9 .8176518E+07   1256372E-02  .2172E+04  .1840E+02   .9871158  .1600063 -.0006667
T  112  9 .8060593E+07   1250069E-02  .2201E+04  .9817E+01   .9844448  .1756941 -.0001584
T  113  9 .8090395E+07   1252848E-02  .2278E+04 -.1602E+02   .9839936  .1781908  .0021500
T  114  9 .8217970E+07   1254724E-02  .2235E+04  .4325E+02   .9856461  .1686334  .0080296
T  115  9 .8218068E+07   1256145E-02  .2226E+04  .2671E+02   .9845245  .1751908  .0044422
T  116  9 .8234451E+07   1249896E-02  .2222E+04 -.5171E+02   .9835701  .1803553 -.0078597
T  117  9 .8232306E+07   1251861E-02  .2228E+04  .3800E+02   .9841475  .1773217  .0032654
T  118  9 .8216303E+07   1254277E-02  .2177E+04 -.1477E+02   .9853990  .1702604 -.0005139
T  119  9 .8115853E+07   1249671E-02  .2222E+04  .7527E+02   .9836182  .1801410  .0066726
T  120  9 .8187485E+07   1252427E-02  .2231E+04  .5019E+02   .9862030  .1653780  .0073322
T  121  9 .8149031E+07   1252351E-02  .2286E+04 -.4705E+02   .9837680  .1793962 -.0041886
T  122  9 .8173684E+07   1249118E-02  .2183E+04 -.2176E+02   .9858926  .1672390 -.0068438
T  123  9 .8113279E+07   1254516E-02  .2218E+04  .6595E+02   .9831795  .1817016  .0185093
T  124  9 .8055648E+07   1247014E-02  .2132E+04 -.1366E+02   .9848590  .1724088 -.0181089
T  125  9 .8148506E+07   1250165E-02  .2198E+04 -.5001E+02   .9840323  .1776804 -.0104913
T  126  9 .8202314E+07   1255624E-02  .2186E+04  .5877E+01   .9851650  .1713868  .0087415
T  127  9 .8163084E+07   1250768E-02  .2100E+04 -.6659E+02   .9869462  .1595960 -.0215936
T  128  9 .8100351E+07   1254591E-02  .2251E+04 -.2257E+02   .9855994  .1690969  .0002693
T  129  9 .8057854E+07   1254131E-02  .2209E+04 -.1398E+02   .9858705  .1674347 -.0049892
T  130  9 .8131452E+07   1249229E-02  .2287E+04  .4104E+02   .9831106  .1829719  .0038451
T  131  9 .8174348E+07   1250456E-02  .2185E+04  .7506E+02   .9846710  .1742452  .0078457
T  132  9 .8104321E+07   1253407E-02  .2102E+04  .6824E+02   .9867667  .1620881  .0043491
T  133  9 .8161329E+07   1252743E-02  .2108E+04 -.8796E+02   .9860764  .1662607 -.0032614
T  134  9 .8065283E+07   1255661E-02  .2112E+04 -.1932E+02   .9868233  .1616981 -.0057816
T  135  9 .8075157E+07   1246048E-02  .2448E+04 -.4160E+03   .9784286  .1996787 -.0529710
T  136  9 .8208737E+07   1254771E-02  .2205E+04  .5068E+02   .9842899  .1765488  .0020001
T  137  9 .8272283E+07   1257373E-02  .2123E+04 -.2225E+02   .9869558  .1609901 -.0006200
T  138  9 .8192699E+07   1254226E-02  .2206E+04  .1323E+03   .9837165  .1771712  .0302035
T  139  9 .8173325E+07   1251801E-02  .2188E+04 -.4048E+02   .9858114  .1670281 -.0166605
T  140  9 .8110019E+07   1248991E-02  .2166E+04 -.3023E+00   .9862141  .1654412 -.0033192
T  141  9 .8231340E+07   1249601E-02  .2196E+04 -.3932E+02   .9842059  .1769117 -.0063963
T  142  9 .8193004E+07   1253017E-02  .2202E+04  .5082E+02   .9846945  .1741526  .0069030
T  143  9 .8136092E+07   1250372E-02  .1968E+04  .2190E+02   .9887526  .1494000  .0069203
T  144  9 .8120803E+07   1254501E-02  .2011E+04 -.2317E+03   .9859708  .1651132 -.0244776
T  145  9 .8119243E+07   1253198E-02  .2139E+04 -.7100E+01   .9852670  .1710082 -.0022612
T  146  9 .8129113E+07   1251799E-02  .2198E+04 -.1190E+03   .9847895  .1718347 -.0257383
T  147  9 .8114754E+07   1253768E-02  .2244E+04  .6315E+00   .9843567  .1758667 -.0106193
T  148  9 .8099196E+07   1251617E-02  .2207E+04 -.7671E+02   .9837483  .1794926 -.0046632
T  149  9 .8144639E+07   1251522E-02  .2264E+04 -.1450E+02   .9834132  .1813790 -.0004300
T  150  9 .8159978E+07   1253021E-02  .2167E+04 -.2928E+01   .9858466  .1675902 -.0044679
T  151  9 .8211886E+07   1250254E-02  .2205E+04 -.9827E+02   .9851827  .1711753 -.0106772
T  152  9 .8175907E+07   1252565E-02  .2178E+04 -.5153E+02   .9866196  .1627230 -.0101466
T  153  9 .8209763E+07   1250963E-02  .2207E+04 -.5499E+01   .9851762  .1715453 -.0000978
T  154  9 .8171358E+07   1251541E-02  .2194E+04  .1974E+02   .9853248  .1706893 -.0003867
T  155  9 .8170338E+07   1249551E-02  .2259E+04 -.5111E+02   .9827400  .1848840 -.0063160
T  156  9 .8138267E+07   1251277E-02  .2174E+04 -.4073E+02   .9852695  .1709902 -.0025227
T  157  9 .8115210E+07   1248777E-02  .2243E+04  .7894E+01   .9850735  .1721340  .0001689
T  158  9 .8124649E+07   1248479E-02  .2179E+04 -.4633E+02   .9861123  .1659009 -.0077090
T  159  9 .8136394E+07   1251471E-02  .2254E+04 -.4918E+02   .9838049  .1791566 -.0055591
T  160  9 .8148636E+07   1253813E-02  .2336E+04  .6724E+02   .9809403  .1937530  .0146939
T  161  9 .8110827E+07   1248735E-02  .2154E+04 -.8317E+01   .9864478  .1640546 -.0026195
T  162  9 .8098628E+07   1249751E-02  .2142E+04 -.1160E+03   .9871848  .1588088 -.0156829
T  163  9 .8145317E+07   1248214E-02  .2244E+04  .2766E+02   .9834657  .1810928  .0007787
T  164  9 .8065427E+07   1246748E-02  .2248E+04 -.4076E+02   .9839106  .1786170 -.0039938
T  165  9 .8147488E+07   1254858E-02  .2261E+04  .4663E+02   .9840683  .1777589  .0033592
T  166  9 .8144608E+07   1247563E-02  .2271E+04  .8472E+01   .9835266  .1807623 -.0007034
T  167  9 .8131041E+07   1247729E-02  .2196E+04 -.1228E+02   .9849717  .1726939 -.0027452
T  168  9 .8131341E+07   1254531E-02  .2294E+04  .5345E+02   .9817660  .1900159  .0054273
T  169  9 .8198816E+07   1255196E-02  .2179E+04  .4191E+02   .9858149  .1677585  .0051127
T  170  9 .8175792E+07   1249672E-02  .2300E+04 -.1043E+03   .9838691  .1788609 -.0032267
T  171  9 .8160876E+07   1248991E-02  .2197E+04 -.9391E+02   .9842721  .1762711 -.0116989
T  172  9 .8171416E+07   1249089E-02  .2150E+04  .6565E+02   .9866033  .1627611  .0110763
T  173  9 .8231979E+07   1252431E-02  .2215E+04  .1874E+01   .9823102  .1862443  .0194857
T  174  9 .8180079E+07   1253470E-02  .2222E+04 -.2455E+02   .9843421  .1761903 -.0052627
T  175  9 .8164493E+07   1250226E-02  .2270E+04 -.8811E+02   .9828138  .1842498 -.0113644
T  176  9 .8074161E+07   1252243E-02  .2242E+04 -.8680E+02   .9844178  .1744238 -.0223145
T  177  9 .8139130E+07   1251076E-02  .2160E+04 -.5380E+02   .9862937  .1643746 -.0143404
T  178  9 .8201204E+07   1251476E-02  .2227E+04 -.5095E+02   .9847711  .1736758 -.0079081
T  179  9 .8192287E+07   1249887E-02  .2193E+04  .9146E+01   .9838225  .1791183  .0031619
T  180  9 .8085801E+07   1252684E-02  .2223E+04  .5540E+02   .9841227  .1774646  .0029606
T  181  9 .8191666E+07   1251423E-02  .2229E+04  .5619E+02   .9849487  .1725853  .0095077
T  182  9 .8124158E+07   1250380E-02  .2243E+04 -.2230E+02   .9838881  .1784615 -.0107531
T  183  9 .8165904E+07   1252706E-02  .2223E+04  .8368E+02   .9831303  .1817722  .0203379
T  184  9 .8146914E+07   1249005E-02  .2194E+04 -.3583E+02   .9846895  .1743101 -.0016058
T  185  9 .8174188E+07   1251931E-02  .1689E+04  .6656E+02   .9925490  .1214500  .0098219
T  186  9 .8188695E+07   1250268E-02  .2238E+04  .3996E+02   .9822485  .1875436  .0038996
T  187  9 .8138145E+07   1250328E-02  .2113E+04 -.1196E+03   .9865583  .1616920 -.0236324
T  188  9 .8163887E+07   1254296E-02  .2202E+04 -.1206E+02   .9847768  .1738225  .0006686
T  189  9 .8070704E+07   1255149E-02  .2259E+04  .1366E+02   .9839086  .1786726  .0001183
T  190  9 .8225761E+07   1250201E-02  .2166E+04 -.2963E+03   .9852627  .1647526 -.0459786
T  191  9 .8169226E+07   1249187E-02  .2050E+04 -.6628E+03   .9855383  .1615823 -.0510435
T  192  9 .8159187E+07   1251460E-02  .2193E+04  .4394E+02   .9848949  .1731170  .0035533
T  193  9 .8142048E+07   1252459E-02  .2210E+04 -.2962E+01   .9852046  .1711955  .0080021
T  194  9 .8184742E+07   1249501E-02  .2099E+04 -.1151E+02   .9875715  .1571506 -.0024753
T  195  9 .8084054E+07   1252138E-02  .2323E+04 -.5893E+02   .9804882  .1964983 -.0055908
T  196  9 .8118856E+07   1251450E-02  .2064E+04 -.3951E+02   .9869316  .1609824 -.0071143
T  197  9 .8110702E+07   1248829E-02  .2197E+04 -.8881E+02   .9845827  .1746997 -.0087692
T  198  9 .8211243E+07   1249823E-02  .2170E+04 -.4818E+02   .9858362  .1675607  .0070926
T  199  9 .8085363E+07   1251831E-02  .2201E+04 -.1083E+02   .9847238  .1739957 -.0066719
T  200  9 .8086390E+07   1247364E-02  .2278E+04 -.7809E+02   .9831894  .1824144 -.0079703
T  201  9 .8182839E+07   1248959E-02  .2317E+04  .4046E+02   .9822793  .1874204 -.0010119
T  202  9 .8147046E+07   1257946E-02  .2167E+04  .1962E+02   .9855704  .1692191 -.0039873
T  203  9 .8106666E+07   1249940E-02  .2183E+04 -.5439E+02   .9857018  .1683866 -.0061558
T  204  9 .8200425E+07   1249191E-02  .2206E+04  .3537E+02   .9835595  .1804559  .0068124
T  205  9 .8187582E+07   1251580E-02  .2153E+04  .2260E+02   .9852034  .1713597  .0031882
T  206  9 .8130781E+07   1248002E-02  .2264E+04  .1048E+03   .9834858  .1800781  .0180976
T  207  9 .8086374E+07   1248061E-02  .2147E+04  .4778E+02   .9868419  .1615194  .0073846
T  208  9 .8139514E+07   1248143E-02  .2156E+04 -.4812E+02   .9848754  .1732563  .0016398
T  209  9 .8137798E+07   1251724E-02  .2231E+04 -.6168E+02   .9842683  .1765049 -.0078719
T  210  9 .8150018E+07   1249418E-02  .2159E+04 -.9335E+02   .9848232  .1725910 -.0183167
T  211  9 .8104161E+07   1253500E-02  .2236E+04 -.3246E+02   .9835302  .1804270 -.0106942
T  212  9 .8125130E+07   1253046E-02  .2218E+04 -.2051E+03   .9824829  .1795493 -.0498934
T  213  9 .8115394E+07   1250616E-02  .2260E+04  .9891E+01   .9834634  .1811062 -.0005318
T  214  9 .8129169E+07   1249897E-02  .2162E+04  .3110E+02   .9839066  .1784588  .0089563
T  215  9 .8122139E+07   1249898E-02  .2275E+04  .1598E+02   .9837261  .1796005 -.0051547
T  216  9 .8189505E+07   1249492E-02  .2104E+04 -.2054E+02   .9856275  .1689244  .0017054
T  217  9 .8089795E+07   1247374E-02  .2274E+04  .1790E+02   .9841295  .1773339  .0064669
T  218  9 .8140789E+07   1247658E-02  .2210E+04  .4727E+02   .9847554  .1737578  .0080687
T  219  9 .8143251E+07   1249493E-02  .2312E+04 -.3865E+02   .9830485  .1829295 -.0123447
T  220  9 .8136490E+07   1250439E-02  .2234E+04 -.2790E+02   .9832425  .1821651  .0070802
T  221  9 .8104859E+07   1247696E-02  .2269E+04 -.1440E+03   .9830366  .1824069 -.0191517
T  222  9 .8179291E+07   1249488E-02  .2165E+04  .1827E+02   .9852178  .1711546 -.0072079
T  223  9 .8166605E+07   1257457E-02  .2231E+04 -.2040E+02   .9846074  .1747668 -.0021849
T  224  9 .8048634E+07   1253360E-02  .2226E+04  .1150E+03   .9832186  .1820475  .0118286
T  225  9 .8236469E+07   1253544E-02  .2183E+04 -.2866E+01   .9851974  .1714062 -.0024553
T  226  9 .8178252E+07   1252873E-02  .2154E+04 -.5297E+02   .9864242  .1641335 -.0052483
T  227  9 .8107697E+07   1248853E-02  .2143E+04 -.5729E+02   .9868185  .1617830 -.0039334
T  228  9 .8112510E+07   1252417E-02  .2205E+04 -.1162E+02   .9851949  .1713396 -.0058094
T  229  9 .8116880E+07   1252501E-02  .2209E+04  .4527E+02   .9839953  .1781737  .0027303
T  230  9 .8102329E+07   1249350E-02  .2129E+04  .1428E+03   .9849174  .1727778  .0092494
T  231  9 .8235998E+07   1253405E-02  .2099E+04  .4582E+02   .9866965  .1622314  .0105361
T  232  9 .8097941E+07   1252577E-02  .1804E+04 -.2150E+03   .9916326  .1264012 -.0262198
T  233  9 .8183918E+07   1250424E-02  .2203E+04 -.6970E+02   .9831921  .1824174 -.0075662
T  234  9 .8164899E+07   1251495E-02  .2249E+04 -.8217E+02   .9843431  .1761083 -.0073770
T  235  9 .8241328E+07   1251941E-02  .2152E+04 -.2764E+02   .9864233  .1641401 -.0052145
T  236  9 .8175697E+07   1249288E-02  .2207E+04 -.3160E+02   .9843668  .1759437 -.0081134
T  237  9 .8137515E+07   1251125E-02  .2380E+04 -.2497E+02   .9814187  .1918590 -.0027291
T  238  9 .8200929E+07   1251236E-02  .2269E+04  .3419E+02   .9842219  .1769379  .0003622
T  239  9 .8202534E+07   1254051E-02  .2146E+04  .2368E+02   .9867454  .1622568  .0024971
T  240  9 .8167074E+07   1250778E-02  .2137E+04 -.6977E+02   .9864048  .1626343 -.0235741
T  241  9 .8130598E+07   1252486E-02  .2296E+04  .2520E+02   .9841109  .1775218 -.0034110
T  242  9 .8172381E+07   1250940E-02  .2152E+04  .2940E+02   .9867391  .1622505  .0045547
T  243  9 .8097379E+07   1250397E-02  .2258E+04  .5969E+02   .9845179  .1752808  .0011071
T  244  9 .8101729E+07   1255983E-02  .2065E+04 -.1527E+03   .9915142  .1290675 -.0155286
T  245  9 .8169343E+07   1250617E-02  .2235E+04 -.1567E+03   .9842268  .1758453 -.0193937
T  246  9 .8184220E+07   1249957E-02  .2167E+04 -.5962E+02   .9852817  .1703438 -.0142483
T  247  9 .8206739E+07   1252717E-02  .2100E+04 -.1026E+02   .9899753  .1412104  .0029140
T  248  9 .8166439E+07   1247914E-02  .2252E+04  .1341E+02   .9833763  .1815739 -.0013849
T  249  9 .8222035E+07   1250216E-02  .2230E+04 -.1121E+03   .9833977  .1801920 -.0214438
T  250  9 .8215206E+07   1249835E-02  .2170E+04  .7322E+01   .9847098  .1741545  .0040962
T  251  9 .8040018E+07   1253007E-02  .2324E+04 -.6815E+00   .9822354  .1876325 -.0027563
T  252  9 .8160762E+07   1253583E-02  .2214E+04  .2347E+01   .9847365  .1740016  .0041779
T  253  9 .8178584E+07   1253721E-02  .2228E+04  .5480E+02   .9838199  .1785667  .0145739
T  254  9 .8159733E+07   1249497E-02  .2222E+04  .1079E+01   .9839818  .1782341  .0035267
T  255  9 .8248916E+07   1250337E-02  .2188E+04 -.4848E+02   .9845115  .1753120 -.0016639
T  256  9 .8244709E+07   1255107E-02  .2232E+04 -.3103E+02   .9829655  .1834899 -.0104970
T  257  9 .8169816E+07   1251865E-02  .2235E+04 -.5027E+02   .9834374  .1812464  .0007535
