============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.8 MeV) ==> Polyethylene( 7527 A) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 9111  9 .1270116E+08   7541535E-03  .1438E+02 -.8472E+01   .9999810  .0052180 -.0032697
T 9112  9 .1270846E+08   7562771E-03  .5046E+01  .7888E+00   .9999972 -.0012249 -.0020487
T 9113  9 .1272445E+08   7528608E-03  .2807E+01 -.1702E+01   .9999988  .0001077 -.0015295
T 9114  9 .1266821E+08   7566522E-03 -.4866E+01  .1126E+02   .9999707 -.0063721  .0042474
T 9115  9 .1268448E+08   7552366E-03 -.6272E+01  .4332E+01   .9999752 -.0065893 -.0025010
T 9116  9 .1267529E+08   7581343E-03  .1768E+01 -.5906E+01   .9999995  .0002527 -.0009432
T 9117  9 .1270244E+08   7559775E-03  .6872E+01 -.4984E+01   .9999950  .0028892 -.0013163
T 9118  9 .1270011E+08   7598522E-03  .9690E+00 -.3961E+01   .9999912 -.0014588 -.0039233
T 9119  9 .1266089E+08   7552154E-03 -.9762E+01 -.6791E+01   .9999868 -.0039117 -.0033455
T 9120  9 .1270230E+08   7535859E-03 -.1271E+01  .3274E+01   .9999917 -.0004381  .0040554
T 9121  9 .1270171E+08   7578694E-03 -.9390E+00  .5721E+01   .9999997  .0004493 -.0006958
T 9122  9 .1267287E+08   7536593E-03 -.6088E+01  .3659E+01   .9999980 -.0019954  .0002439
T 9123  9 .1269362E+08   7530538E-03 -.6608E+01 -.9390E+00   .9999987 -.0015536  .0004181
T 9124  9 .1268095E+08   7594097E-03  .8825E+01  .5192E+01   .9999950  .0012443  .0029158
T 9125  9 .1267655E+08   7527203E-03 -.9335E+01 -.7926E+01   .9999978 -.0019295 -.0008425
T 9126  9 .1266676E+08   7599186E-03  .1373E+02  .9170E+01   .9999949  .0026648  .0017809
T 9127  9 .1267198E+08   7570993E-03 -.5257E-01 -.6793E+01   .9999993 -.0006117 -.0009999
T 9128  9 .1264571E+08   7545650E-03  .3774E+01  .5333E+01   .9999594  .0081721  .0038034
T 9129  9 .1270286E+08   7532772E-03  .8829E+01  .1983E+02   .9999828 -.0002445  .0058660
T 9130  9 .1270445E+08   7567708E-03 -.5807E+01 -.1697E+01   .9999998 -.0005321 -.0004557
T 9131  9 .1266295E+08   7578900E-03 -.2446E+01 -.1780E+01   .9999982 -.0008895 -.0016628
T 9132  9 .1269510E+08   7537412E-03  .3521E+01 -.2813E+01   .9999986  .0016661  .0000153
T 9133  9 .1269646E+08   7551015E-03  .2433E+01  .4985E+01   .9999970  .0007452  .0023184
T 9134  9 .1268571E+08   7542490E-03 -.6756E+01  .6161E+01   .9999981 -.0011761  .0015666
T 9135  9 .1274608E+08   7529164E-03  .8327E+01 -.9690E+01   .9999950  .0026993 -.0016472
T 9136  9 .1270414E+08   7538529E-03 -.3015E+01  .8429E+01   .9999940  .0001472  .0034708
T 9137  9 .1269308E+08   7541648E-03  .5683E+02 -.2545E+02   .9997981  .0180183 -.0088973
T 9138  9 .1266578E+08   7596501E-03  .7026E+01 -.4007E+01   .9999956  .0022760 -.0019141
T 9139  9 .1269599E+08   7562922E-03  .9626E+01 -.1642E+02   .9999714  .0040731 -.0063768
T 9140  9 .1266838E+08   7538065E-03  .1561E+00 -.9250E+00   .9999996  .0007889  .0003837
T 9141  9 .1269304E+08   7550443E-03  .5451E+01 -.1837E+00   .9999990  .0008978 -.0011071
T 9142  9 .1267489E+08   7568705E-03  .1157E+01 -.1442E+01   .9999999  .0000068 -.0002168
T 9143  9 .1272488E+08   7531290E-03  .7062E+00 -.6307E+01   .9999954  .0007999 -.0029357
T 9144  9 .1270999E+08   7566293E-03  .5431E+01 -.1537E+01   .9999983  .0011469 -.0014431
T 9145  9 .1270082E+08   7581481E-03  .5293E+01  .6115E+01   .9999900  .0010774  .0043473
T 9146  9 .1271786E+08   7533996E-03 -.4531E+01 -.9352E+01   .9999944  .0027922 -.0018585
T 9147  9 .1269690E+08   7585676E-03 -.5121E+01 -.1565E+02   .9999972 -.0010937 -.0020881
T 9148  9 .1269704E+08   7534866E-03  .1237E+02 -.1735E+02   .9999873  .0024464 -.0044026
T 9149  9 .1269797E+08   7565867E-03  .1177E+02  .1150E+02   .9999777  .0039136  .0054128
T 9150  9 .1272362E+08   7531773E-03  .1088E+01 -.1003E+02   .9999999  .0002086 -.0004391
T 9151  9 .1270420E+08   7555980E-03  .1194E+02  .1249E+02   .9999910  .0033379  .0026180
T 9152  9 .1268556E+08   7544300E-03 -.3792E+01  .1634E+02   .9999833 -.0018442  .0054684
T 9153  9 .1270320E+08   7549952E-03  .3416E+01 -.3882E+01   .9999990  .0005724 -.0013144
T 9154  9 .1266566E+08   7579274E-03  .6551E+01 -.9400E+01   .9999973  .0021890 -.0007209
T 9155  9 .1270347E+08   7527819E-03  .6020E+01  .1355E+01   .9999990  .0011268  .0007975
T 9156  9 .1270990E+08   7543414E-03 -.1749E+01  .2942E+02   .9999656  .0001385  .0082976
T 9157  9 .1267898E+08   7528265E-03 -.4763E+01  .1321E+02   .9999983 -.0009728  .0015697
T 9158  9 .1265658E+08   7540072E-03 -.7940E+01  .3600E+02   .9999624 -.0019826  .0084463
T 9159  9 .1270924E+08   7569112E-03 -.2256E+01  .1189E+01   .9999999 -.0000903  .0004731
T 9160  9 .1275189E+08   7585856E-03  .9514E+00 -.1288E+02   .9999870  .0004098 -.0050886
T 9161  9 .1266382E+08   7547737E-03  .1874E+01 -.6172E+01   .9999998 -.0003655  .0005171
T 9162  9 .1270186E+08   7589698E-03  .9343E+01  .6797E+01   .9999967  .0017897  .0018669
T 9163  9 .1271844E+08   7566859E-03 -.9105E+01 -.2718E+01   .9999989 -.0005546 -.0013710
T 9164  9 .1264936E+08   7554964E-03  .1602E+01  .8539E+01   .9999998  .0001681  .0006083
T 9165  9 .1265924E+08   7535007E-03  .3265E+00  .1036E+02   .9999985  .0015332  .0007511
T 9166  9 .1269509E+08   7551613E-03  .3887E+01  .1303E+02   .9999906  .0004628  .0043090
T 9167  9 .1270877E+08   7534865E-03  .7792E+01  .1560E+01   .9999964  .0026725 -.0003469
T 9168  9 .1267850E+08   7550912E-03 -.1052E+01 -.7556E+00   .9999998 -.0004468 -.0003357
T 9169  9 .1269318E+08   7532261E-03  .5002E+01 -.5044E+01   .9999970  .0018584 -.0015823
T 9170  9 .1269422E+08   7558967E-03 -.3949E+01 -.1834E+01   .9999991  .0012823 -.0002728
T 9171  9 .1266612E+08   7575730E-03 -.5660E+00 -.5974E+01   .9999979 -.0011235 -.0016891
T 9172  9 .1268571E+08   7550311E-03 -.4139E+00  .1248E+02   .9999921 -.0000991  .0039718
T 9173  9 .1267164E+08   7557353E-03 -.9977E+01 -.7690E+01   .9999990 -.0010803 -.0009250
T 9174  9 .1270199E+08   7530690E-03 -.7019E+00  .4721E+01   .9999982  .0006654  .0017964
T 9175  9 .1270186E+08   7533078E-03 -.3960E+01  .4292E+01   .9999987 -.0010817  .0012268
T 9176  9 .1267269E+08   7529637E-03  .7546E+01 -.7246E+01   .9999913  .0027568 -.0031343
T 9177  9 .1268859E+08   7542808E-03 -.9365E+01  .6374E+01   .9999981 -.0009342  .0017228
T 9178  9 .1268486E+08   7530983E-03  .4093E+01 -.5494E+01   .9999999  .0004111  .0001622
T 9179  9 .1269049E+08   7542974E-03 -.1670E+02  .1858E+01   .9999868 -.0051002  .0006572
T 9180  9 .1270699E+08   7533833E-03  .1577E+02  .4743E+01   .9999937  .0034618  .0007305
T 9181  9 .1267262E+08   7552428E-03  .2677E+01  .1016E+02   .9999978  .0013305  .0016239
T 9182  9 .1271533E+08   7556899E-03  .3183E+01  .9089E+01   .9999919  .0012636  .0038159
T 9183  9 .1267296E+08   7540370E-03 -.2225E+01  .2597E+01   .9999988 -.0015296 -.0003744
T 9184  9 .1271579E+08   7538844E-03  .1053E+02 -.1114E+02   .9999956  .0025356 -.0015548
T 9185  9 .1270559E+08   7534606E-03  .2208E+00  .3728E+02   .9996980 -.0186657  .0159827
T 9186  9 .1268247E+08   7532912E-03 -.4848E+01 -.4914E+01   .9999985 -.0006172 -.0016437
T 9187  9 .1265560E+08   7566235E-03  .1179E+02 -.7285E+01   .9999946  .0014820 -.0029413
T 9188  9 .1265256E+08   7530447E-03 -.2541E+01 -.6524E+01   .9999986 -.0006127 -.0015538
T 9189  9 .1266129E+08   7532324E-03  .5312E+01 -.1552E+01   .9999945  .0032191  .0008347
T 9190  9 .1270476E+08   7573175E-03  .1253E+02 -.7705E+01   .9999975  .0015859 -.0016013
T 9191  9 .1268516E+08   7531808E-03  .8908E+01  .7112E+01   .9999993  .0006878  .0009866
T 9192  9 .1269971E+08   7544266E-03  .9386E+01 -.1496E+02   .9999806  .0022734 -.0058012
T 9193  9 .1270227E+08   7537305E-03  .1655E+02 -.1546E+01   .9999953  .0030551 -.0000348
T 9194  9 .1271505E+08   7538864E-03 -.2029E+01  .1665E+00   .9999998 -.0005642  .0001117
T 9195  9 .1269408E+08   7546484E-03  .5497E+00 -.1346E+02   .9999963 -.0027361  .0000194
T 9196  9 .1265366E+08   7587850E-03 -.5393E+02  .1580E+02   .9999617 -.0083066  .0027679
T 9197  9 .1263865E+08   7528427E-03 -.4114E+01  .7763E+01   .9999985  .0000230  .0017440
T 9198  9 .1272178E+08   7528857E-03  .2730E+01 -.1378E+02   .9999975  .0005859 -.0021634
T 9199  9 .1271003E+08   7559581E-03 -.2095E+01  .6435E+01   .9999989  .0002895  .0014864
T 9200  9 .1266945E+08   7539630E-03 -.8480E+01  .2792E+01   .9999973 -.0020301  .0011357
T 9201  9 .1267787E+08   7563824E-03  .1948E+02 -.2170E+02   .9999189  .0047129 -.0118333
T 9202  9 .1268725E+08   7531780E-03  .3735E+01  .8661E+01   .9999979  .0002046  .0020174
T 9203  9 .1266266E+08   7566620E-03 -.1572E+02 -.4917E+00   .9999935 -.0036018 -.0003092
T 9204  9 .1273682E+08   7530677E-03 -.3254E+01 -.3499E+01   .9999998 -.0005222 -.0002421
T 9205  9 .1266402E+08   7559449E-03  .1401E+01  .1756E+02   .9999875 -.0002540  .0049854
T 9206  9 .1266795E+08   7561634E-03  .8063E+00 -.1605E+02   .9999772 -.0017550 -.0065253
T 9207  9 .1271310E+08   7533857E-03 -.1199E+01 -.1425E+02   .9999977 -.0004856 -.0020665
T 9208  9 .1268227E+08   7531866E-03  .1175E+02 -.3628E+02   .9999686  .0021926 -.0076201
T 9209  9 .1270314E+08   7552380E-03 -.7925E+01  .1290E+01   .9999972  .0004077  .0023146
T 9210  9 .1266066E+08   7565567E-03 -.5887E+01  .6699E+01   .9999930 -.0020793  .0031261
T 9211  9 .1270600E+08   7543607E-03 -.7364E+01  .2182E+02   .9999911 -.0012545  .0040330
T 9212  9 .1266699E+08   7552946E-03 -.1748E+02 -.7265E+00   .9999812 -.0058328 -.0018746
T 9213  9 .1268931E+08   7551401E-03  .1525E+02 -.2647E+01   .9999991  .0008117 -.0010693
T 9214  9 .1269432E+08   7536360E-03  .1356E+02 -.1204E+02   .9999940  .0031426 -.0014800
T 9215  9 .1265917E+08   7552744E-03  .3954E+00 -.5121E+01   .9999982 -.0003223  .0018928
T 9216  9 .1265987E+08   7542448E-03  .2348E+01 -.2611E+01   .9999996 -.0004208 -.0008094
T 9217  9 .1268080E+08   7571039E-03 -.1939E+01  .3879E+01   .9999959 -.0019558  .0021135
T 9218  9 .1270325E+08   7537123E-03  .1118E+02  .2169E+01   .9999918  .0040461  .0000928
T 9219  9 .1267929E+08   7553820E-03  .7892E+01  .2249E+02   .9999895  .0023137  .0039679
T 9220  9 .1269050E+08   7532600E-03  .9971E+01  .1067E+02   .9999960  .0005448  .0027814
T 9221  9 .1263417E+08   7535746E-03  .4445E+01 -.1896E+01   .9999999  .0000146  .0000661
T 9222  9 .1265198E+08   7530765E-03 -.9811E+01 -.1870E+02   .9999688 -.0057031 -.0054602
T 9223  9 .1269373E+08   7532661E-03  .1824E+02  .3305E+01   .9999940  .0034064  .0006222
T 9224  9 .1266142E+08   7532924E-03  .1031E+02 -.1317E+01   .9999965  .0026479 -.0001816
T 9225  9 .1270926E+08   7554030E-03 -.1539E+01 -.7094E+01   .9999984 -.0008150 -.0015861
T 9226  9 .1269336E+08   7549078E-03  .3973E+00  .2117E+02   .9999908  .0004463  .0042620
T 9227  9 .1270335E+08   7564888E-03  .1773E+02 -.1731E+02   .9999902  .0017818 -.0040606
T 9228  9 .1268310E+08   7545650E-03  .1321E+01  .7049E-01   .9999996  .0002059 -.0009009
T 9229  9 .1264908E+08   7535427E-03  .3087E+01  .6042E+01   .9999994  .0006640  .0009116
T 9230  9 .1270986E+08   7569719E-03  .1437E+02  .1659E+02   .9999767  .0050969  .0045413
T 9231  9 .1268888E+08   7534482E-03 -.3666E+01 -.5917E+00   .9999999  .0002006 -.0001771
T 9232  9 .1270080E+08   7533827E-03 -.9797E+01  .9022E+01   .9999935 -.0033472  .0013480
T 9233  9 .1272097E+08   7537009E-03  .1355E+02  .1152E+02   .9999954  .0023031  .0019615
T 9234  9 .1270611E+08   7578073E-03 -.1581E+02 -.1842E+02   .9999724 -.0058447 -.0045929
T 9235  9 .1268750E+08   7559438E-03  .9656E+00  .1227E+01   .9999999  .0001039  .0002400
T 9236  9 .1270469E+08   7563643E-03 -.1518E+02  .4051E+01   .9999900 -.0044670 -.0001015
T 9237  9 .1269102E+08   7545109E-03 -.1941E+02  .1525E+02   .9999880 -.0036836  .0032150
T 9238  9 .1265187E+08   7576897E-03  .3880E+01 -.1131E+00   .9999968 -.0010508 -.0023207
T 9239  9 .1267645E+08   7547390E-03 -.3905E+01  .3852E+01   .9999913 -.0034542  .0023327
T 9240  9 .1270870E+08   7535660E-03 -.2161E+02 -.4006E+01   .9999827 -.0058842 -.0002170
T 9241  9 .1265245E+08   7564790E-03 -.4196E+00  .3528E+00   .9999988 -.0009293  .0012315
T 9242  9 .1264585E+08   7568475E-03 -.1011E+02  .5152E+01   .9999901 -.0042467  .0013629
T 9243  9 .1266462E+08   7546646E-03  .4544E+01  .1143E+02   .9999857  .0017081  .0050683
T 9244  9 .1264878E+08   7575360E-03 -.9124E+01  .4731E+01   .9999902 -.0035613  .0026471
T 9245  9 .1267251E+08   7548206E-03 -.8459E+01 -.4101E+00   .9999994 -.0003134  .0010328
T 9246  9 .1269671E+08   7531760E-03 -.2334E+02 -.2198E+01   .9999943 -.0027715 -.0019148
T 9247  9 .1266580E+08   7564189E-03  .1958E+01  .1926E+01   .9999999  .0003056  .0004329
T 9248  9 .1270458E+08   7564255E-03 -.1250E+02 -.1670E+02   .9999951 -.0021029 -.0023030
T 9249  9 .1267466E+08   7564682E-03  .6159E+01 -.1823E+02   .9999935  .0006156 -.0035426
T 9250  9 .1266805E+08   7573035E-03  .1271E+02  .3491E+02   .9999845  .0013653  .0054002
T 9251  9 .1267372E+08   7534612E-03 -.2134E+01 -.1874E+01   .9999998  .0001682 -.0005979
T 9252  9 .1268851E+08   7556201E-03  .1327E+01 -.5895E+01   .9999960 -.0015362 -.0023625
T 9253  9 .1269408E+08   7550332E-03  .1227E+02  .1846E+02   .9999805  .0044316  .0043930
T 9254  9 .1266106E+08   7545830E-03 -.1247E+02  .3843E+01   .9999974 -.0016532  .0015890
T 9255  9 .1269736E+08   7556910E-03  .9359E+01  .6338E+01   .9999996 -.0000739  .0008931
T 9256  9 .1269346E+08   7574751E-03 -.5959E+01 -.4007E+01   .9999960 -.0015551 -.0023483
T 9257  9 .1270301E+08   7561868E-03  .4328E+01  .6431E+01   .9999990  .0001934  .0014263
T 9258  9 .1272263E+08   7530821E-03 -.1074E+02 -.1099E+02   .9999946 -.0025937 -.0020010
T 9259  9 .1272733E+08   7532979E-03  .1147E+01 -.2323E+02   .9999890  .0005949 -.0046599
T 9260  9 .1266949E+08   7577973E-03  .1272E+02  .5255E+01   .9999970  .0008159  .0022937
T 9261  9 .1268456E+08   7553020E-03 -.9083E+01 -.3341E+00   .9999929 -.0037209  .0005739
T 9262  9 .1269680E+08   7553745E-03 -.1088E+02  .1983E+02   .9999963 -.0001210  .0027104
T 9263  9 .1266699E+08   7562566E-03  .1258E+02  .5332E+01   .9999954  .0029659  .0006560
T 9264  9 .1268771E+08   7539339E-03  .1137E+02  .3917E+01   .9999712  .0069292  .0031044
T 9265  9 .1268735E+08   7558727E-03  .8773E+01 -.6608E+01   .9999986  .0015247 -.0007393
T 9266  9 .1268964E+08   7574590E-03  .6882E+00 -.9524E+01   .9999957  .0029029 -.0005063
T 9267  9 .1264552E+08   7565103E-03 -.6177E+01 -.7502E+01   .9999948 -.0024621 -.0020593
T 9268  9 .1267790E+08   7545205E-03  .1183E+02  .2636E+01   .9999990  .0014287  .0002381
T 9269  9 .1267274E+08   7546661E-03  .1490E+02  .1052E+02   .9999911 -.0023649  .0035034
T 9270  9 .1266881E+08   7565212E-03  .2879E+01 -.8525E+01   .9999945  .0028172 -.0017555
T 9271  9 .1273066E+08   7581353E-03  .1500E+02 -.3493E+01   .9999887  .0042478 -.0021576
T 9272  9 .1268958E+08   7534077E-03 -.3112E+02 -.5948E+02   .9999499 -.0052895 -.0084930
T 9273  9 .1267416E+08   7546552E-03 -.1310E+01 -.1931E+02   .9999859  .0004625 -.0052991
T 9274  9 .1267125E+08   7528921E-03 -.3665E+02  .3671E+02   .9999482 -.0059575  .0082527
T 9275  9 .1268103E+08   7571856E-03 -.1792E+02  .2897E+01   .9999937 -.0035483  .0000597
T 9276  9 .1265266E+08   7579172E-03  .9470E+01 -.1449E+02   .9999944  .0025345 -.0021853
T 9277  9 .1268433E+08   7529172E-03  .2189E+01  .1112E+02   .9999932  .0013389  .0034280
T 9278  9 .1270719E+08   7535228E-03 -.1367E+02  .1302E+02   .9999919 -.0033056  .0022902
T 9279  9 .1267450E+08   7531031E-03  .8095E+01 -.1648E+01   .9999973  .0017623 -.0014966
T 9280  9 .1269559E+08   7579485E-03 -.7077E+02 -.4094E+02   .9998226 -.0163957 -.0092760
T 9281  9 .1266025E+08   7580608E-03  .1596E+01 -.1299E-01   .9999999  .0003426 -.0001842
T 9282  9 .1268738E+08   7549071E-03 -.8783E+01 -.8541E+01   .9999968 -.0025342  .0001508
T 9283  9 .1272339E+08   7550751E-03 -.3129E+01 -.3111E+01   .9999996 -.0008884  .0002403
T 9284  9 .1266421E+08   7578329E-03  .6594E+01  .2443E+01   .9999979  .0018641  .0008306
T 9285  9 .1269563E+08   7566291E-03 -.1095E+02 -.3622E-01   .9999934 -.0036369 -.0001510
T 9286  9 .1273277E+08   7554143E-03 -.9193E+01  .2996E+01   .9999987 -.0015590 -.0003086
T 9287  9 .1265493E+08   7567042E-03  .6225E+01 -.4628E+01   .9999989  .0014931 -.0001684
T 9288  9 .1266996E+08   7538683E-03  .1388E+01  .5680E+00   .9999973  .0020541  .0010672
T 9289  9 .1270208E+08   7569366E-03  .4634E+01 -.6705E+01   .9999964  .0020131 -.0017526
T 9290  9 .1269648E+08   7561150E-03 -.4190E+00 -.2458E+02   .9999888 -.0012490 -.0045555
T 9291  9 .1270120E+08   7531409E-03 -.3565E+02  .1454E+02   .9999730 -.0067592  .0028962
T 9292  9 .1268952E+08   7571551E-03  .2630E+01 -.1588E+01   .9999984  .0004072 -.0017692
T 9293  9 .1268341E+08   7533781E-03 -.3615E+01 -.2930E+01   .9999974 -.0018364 -.0013760
T 9294  9 .1267069E+08   7572160E-03  .2074E+01  .1706E+02   .9999852  .0005713  .0054145
T 9295  9 .1269906E+08   7565866E-03 -.4085E+01  .3941E+01   .9999976 -.0020627  .0006920
T 9296  9 .1267741E+08   7568993E-03  .4223E+01  .4719E+01   .9999967 -.0023474 -.0010263
T 9297  9 .1267565E+08   7567524E-03 -.1736E+02 -.1367E+01   .9999938 -.0035002 -.0004830
T 9298  9 .1273068E+08   7588058E-03 -.9439E+00 -.3867E+01   .9999996 -.0007940 -.0005179
T 9299  9 .1267581E+08   7559526E-03  .1087E+02 -.7906E+01   .9999988  .0010958 -.0011089
T 9300  9 .1271847E+08   7544529E-03  .5813E+01  .9151E+00   .9999928  .0011466  .0036199
T 9301  9 .1264508E+08   7536756E-03  .2155E+01 -.3699E+01   .9999988  .0000187 -.0015678
T 9302  9 .1270211E+08   7590177E-03 -.1077E+00  .2834E+00   .9999997  .0007346 -.0001218
T 9303  9 .1271803E+08   7535703E-03  .5049E+01  .9055E+01   .9999996  .0004887  .0006826
T 9304  9 .1271730E+08   7560876E-03 -.1335E+02 -.2543E+01   .9999926 -.0037824 -.0007423
T 9305  9 .1268652E+08   7546089E-03  .3433E+01  .1046E+01   .9999990  .0014367  .0001792
T 9306  9 .1266928E+08   7550619E-03 -.3429E+01  .1553E+01   .9999986 -.0001621  .0016451
T 9307  9 .1266765E+08   7567009E-03 -.8504E+01  .2615E+01   .9999983 -.0010148  .0015127
T 9308  9 .1269125E+08   7585534E-03  .5434E+02 -.2880E+02   .9999297  .0100671 -.0062613
T 9309  9 .1267576E+08   7571818E-03  .5819E+01  .6817E+01   .9999976  .0015593  .0015125
T 9310  9 .1269746E+08   7578117E-03  .7155E+01 -.1062E+02   .9999902  .0028969 -.0033511
T 9311  9 .1274069E+08   7558886E-03  .4515E+01 -.1633E+01   .9999993  .0008115 -.0009148
T 9312  9 .1267396E+08   7548691E-03  .2122E+01  .3143E+00   .9999999 -.0002183 -.0004378
T 9313  9 .1267431E+08   7553407E-03  .1835E+01  .6064E+01   .9999923 -.0022925  .0031790
T 9314  9 .1266547E+08   7542268E-03  .1602E+02 -.9672E+01   .9999902  .0039228 -.0020373
T 9315  9 .1270246E+08   7545061E-03 -.1071E+00  .3130E+00   .9999999 -.0000005  .0002878
T 9316  9 .1271204E+08   7542028E-03 -.1063E+01  .5556E+01   .9999997  .0007147  .0003643
T 9317  9 .1265402E+08   7535045E-03  .1269E+01  .5691E+01   .9999977  .0013971  .0016191
T 9318  9 .1269495E+08   7551926E-03  .3459E+01  .6692E+01   .9999967  .0012907  .0022138
T 9319  9 .1269625E+08   7530151E-03  .6156E+01  .3095E+01   .9999998  .0000849 -.0006464
T 9320  9 .1267115E+08   7550551E-03  .9864E+01  .2249E+02   .9999891  .0013502  .0044595
T 9321  9 .1270155E+08   7558627E-03 -.6262E+01 -.9878E+00   .9999996 -.0007173 -.0006003
T 9322  9 .1272269E+08   7559780E-03  .1741E+02  .6823E+01   .9999707  .0074223  .0018654
T 9323  9 .1267818E+08   7574284E-03 -.2394E+01  .3317E+01   .9999999 -.0004576 -.0002401
T 9324  9 .1269692E+08   7557040E-03  .6421E+01  .7442E+01   .9999965  .0002101  .0026230
T 9325  9 .1267958E+08   7546694E-03  .1467E+02 -.1336E+02   .9999944  .0019583 -.0027312
T 9326  9 .1272793E+08   7536828E-03  .7616E+01 -.5864E+01   .9999927  .0037870  .0004039
T 9327  9 .1263479E+08   7565290E-03 -.3686E+01  .1390E+02   .9999955  .0001188  .0030117
T 9328  9 .1267404E+08   7539374E-03 -.2886E+02  .5753E+01   .9999766 -.0066192  .0017305
T 9329  9 .1272196E+08   7531107E-03 -.4463E+01 -.1751E+01   .9999999 -.0002941 -.0000288
T 9330  9 .1266197E+08   7552700E-03  .2428E+02  .5949E+02   .9999508  .0035569  .0092557
T 9331  9 .1266350E+08   7532567E-03  .1032E+02  .2836E+01   .9999797  .0056308 -.0029932
T 9332  9 .1268370E+08   7547096E-03 -.8349E+01  .2275E+01   .9999941 -.0033685  .0006716
T 9333  9 .1271109E+08   7557306E-03  .4960E+00 -.2546E+01   .9999972 -.0015723 -.0017624
T 9334  9 .1265767E+08   7553139E-03  .2549E+01 -.7186E-01   .9999999  .0002417  .0001820
T 9335  9 .1270169E+08   7532966E-03  .9733E-01 -.2748E+02   .9999516  .0023769 -.0095438
T 9336  9 .1270065E+08   7543567E-03 -.1517E+01 -.3088E+01   .9999984  .0016428 -.0006965
T 9337  9 .1271437E+08   7535588E-03  .5193E+01 -.3524E+01   .9999980  .0003613 -.0019652
T 9338  9 .1267273E+08   7557115E-03  .9444E+01 -.2349E+02   .9999824  .0025688 -.0053556
T 9339  9 .1273704E+08   7540588E-03 -.3094E+01  .6019E+01   .9999951 -.0003391  .0031198
T 9340  9 .1264808E+08   7571493E-03  .4270E+01 -.7122E+01   .9999913  .0027808 -.0031045
T 9341  9 .1263924E+08   7565087E-03 -.6096E+01 -.7023E+00   .9999999 -.0001098  .0005009
T 9342  9 .1268377E+08   7574192E-03 -.3658E+01  .4342E+01   .9999998 -.0006428  .0000364
T 9343  9 .1263422E+08   7546410E-03 -.1910E+01 -.4644E+01   .9999994 -.0008799 -.0006693
T 9344  9 .1269851E+08   7538289E-03 -.4509E+01  .1293E+02   .9999985 -.0005466  .0016644
T 9345  9 .1268620E+08   7549938E-03  .2603E+02  .1091E+02   .9999375  .0108474  .0027027
T 9346  9 .1268311E+08   7529391E-03 -.2048E+02 -.5563E+01   .9999761 -.0056642 -.0039758
T 9347  9 .1264616E+08   7560046E-03  .4577E+01 -.2451E+01   .9999977 -.0001188  .0021497
T 9348  9 .1265266E+08   7587306E-03  .4538E+01  .9083E+01   .9999966 -.0020391  .0016530
T 9349  9 .1269017E+08   7527557E-03 -.2522E+02  .1198E+02   .9999435 -.0095702  .0046285
T 9350  9 .1272562E+08   7531892E-03 -.3336E+01  .4208E+01   .9999997 -.0007953 -.0001461
T 9351  9 .1267693E+08   7529717E-03 -.1403E+02  .1477E+02   .9999886 -.0026489  .0039674
T 9352  9 .1269333E+08   7544882E-03 -.2914E+01  .3940E+01   .9999986 -.0006710  .0015378
T 9353  9 .1269483E+08   7580246E-03 -.5547E+01  .4102E+01   .9999979 -.0006932  .0019447
T 9354  9 .1273019E+08   7534714E-03 -.6311E+01  .4102E+01   .9999896 -.0030136  .0034369
T 9355  9 .1265857E+08   7529361E-03 -.3822E+01  .5542E+01   .9999977 -.0014971  .0015075
T 9356  9 .1267259E+08   7531312E-03 -.2907E+01  .6724E+01   .9999946 -.0016478  .0028526
T 9357  9 .1268802E+08   7554516E-03 -.2371E+02 -.2448E+02   .9999743 -.0062722 -.0034601
T 9358  9 .1270188E+08   7568920E-03  .7779E+01 -.5069E+01   .9999987  .0004409 -.0015378
T 9359  9 .1270248E+08   7562514E-03  .9713E+01  .3310E+01   .9999743  .0071142 -.0008603
T 9360  9 .1268925E+08   7564461E-03  .1091E+02  .2465E+02   .9999819  .0027681  .0053385
T 9361  9 .1269787E+08   7534938E-03 -.1244E+02  .8804E+01   .9999892 -.0021810  .0041061
T 9362  9 .1266120E+08   7551788E-03  .1604E+02 -.4066E+01   .9999945  .0032186 -.0007882
T 9363  9 .1267487E+08   7569415E-03 -.1600E+02  .1427E+02   .9999898 -.0042818  .0014281
T 9364  9 .1269563E+08   7558470E-03 -.2098E+02  .3411E+02   .9999633 -.0059745  .0061414
T 9365  9 .1267744E+08   7536530E-03  .1638E+02 -.3442E+01   .9999952  .0024387  .0018892
T 9366  9 .1266186E+08   7544030E-03  .1813E+02 -.4474E+01   .9999888  .0047272 -.0001650
