============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(11.4 MeV) ==> Layer 1( 1.24 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   49  9 .8139579E+07   1244695E-02  .5832E+02  .3038E+02   .9999849 -.0054426  .0006962
T   50  9 .8085684E+07   1242753E-02  .3101E+02  .3163E+02   .9999899  .0036175  .0026684
T   51  9 .8207567E+07   1242037E-02 -.1017E+03  .2297E+02   .9999047 -.0088551  .0105937
T   52  9 .8042628E+07   1249460E-02  .8662E+02  .7035E+02   .9995087  .0116096  .0291138
T   53  9 .8127394E+07   1243038E-02 -.6117E+02 -.5166E+02   .9998741 -.0120907 -.0102744
T   54  9 .8067192E+07   1242267E-02 -.1238E+03  .8460E+02   .9997646 -.0161550  .0144824
T   55  9 .8054252E+07   1243847E-02 -.1721E+02 -.1864E+02   .9999924  .0016495 -.0035378
T   56  9 .8109208E+07   1250493E-02 -.8846E+02  .2549E+01   .9999642 -.0059394  .0060235
T   57  9 .8141335E+07   1245119E-02  .7000E+02  .4280E+02   .9999189  .0092678  .0087393
T   58  9 .8000494E+07   1240671E-02  .4215E+02  .1416E+03   .9942630 -.0498132  .0946559
T   59  9 .8172015E+07   1240390E-02 -.8671E+01 -.1096E+03   .9997935  .0049518 -.0197067
T   60  9 .8051062E+07   1247712E-02  .1568E+03  .2400E+01   .9997763  .0211421  .0006189
T   61  9 .8086204E+07   1248211E-02  .1066E+02 -.4847E+02   .9999941 -.0008462 -.0033295
T   62  9 .8057691E+07   1247055E-02  .1143E+03 -.6962E+02   .9997326  .0206704 -.0103689
T   63  9 .8063353E+07   1247762E-02  .2846E+02  .5797E+02   .9999168  .0067343  .0110019
T   64  9 .8135994E+07   1241131E-02 -.8707E+01 -.5158E+02   .9999974 -.0012752  .0018903
T   65  9 .8122139E+07   1244291E-02  .5742E+02  .5332E+02   .9999655  .0080479  .0020769
T   66  9 .8071837E+07   1243455E-02  .8925E+02  .8105E+02   .9997734  .0161945  .0138175
T   67  9 .8130941E+07   1248437E-02 -.3016E+02 -.3355E+02   .9999930 -.0036751  .0007259
T   68  9 .8090958E+07   1243033E-02 -.5243E+02 -.2416E+02   .9997023 -.0243513 -.0015168
T   69  9 .8077467E+07   1244229E-02  .8019E+02 -.4434E+00   .9998567  .0167412 -.0025117
T   70  9 .8116104E+07   1242820E-02 -.4949E+02  .1961E+02   .9999880 -.0047757 -.0011212
T   71  9 .8063120E+07   1250455E-02 -.3082E+02  .1848E+03   .9964099  .0177847  .0827705
T   72  9 .8145099E+07   1240915E-02  .1452E+02  .7471E+02   .9998013 -.0098674  .0173230
T   73  9 .8096493E+07   1241615E-02 -.9848E+01  .6567E+02   .9999225  .0006409  .0124316
T   74  9 .8182097E+07   1244619E-02  .5621E+01 -.1023E+02   .9999923  .0019524 -.0033992
T   75  9 .8128906E+07   1242168E-02  .2161E+02 -.1465E+02   .9999867  .0042849  .0028706
T   76  9 .8136951E+07   1244483E-02 -.7418E+01 -.3180E+02   .9999852  .0029373 -.0045775
T   77  9 .8117716E+07   1241038E-02 -.4661E+02  .1413E+03   .9992913 -.0104946  .0361495
T   78  9 .8042045E+07   1246716E-02  .4948E+02  .5596E+01   .9999919  .0029404  .0027602
T   79  9 .8100231E+07   1248642E-02  .6212E+02 -.1644E+02   .9999958  .0021714 -.0019057
T   80  9 .8162914E+07   1243862E-02 -.3311E+02  .9497E+02   .9999175 -.0063641  .0111542
T   81  9 .8144890E+07   1240080E-02 -.2030E+01 -.1777E+02   .9999959 -.0014177 -.0024858
T   82  9 .8129655E+07   1240749E-02  .6457E+02  .3999E+01   .9999642  .0084290  .0007063
T   83  9 .8086481E+07   1241214E-02 -.3126E+02 -.1932E+02   .9999882 -.0042772  .0022863
T   84  9 .8074784E+07   1243309E-02  .5485E+02  .1802E+02   .9999339  .0063763  .0095666
T   85  9 .8010041E+07   1248054E-02  .1056E+03 -.6299E+02   .9999350  .0103576 -.0047646
T   86  9 .8143779E+07   1241382E-02  .1368E+02  .3396E+02   .9999815  .0023956  .0055948
T   87  9 .8169384E+07   1240043E-02 -.2962E+02 -.6597E+02   .9999673 -.0039460 -.0070658
T   88  9 .8105048E+07   1241914E-02 -.1595E+02  .2169E+02   .9999797 -.0017847  .0061230
T   89  9 .8091357E+07   1247919E-02 -.4079E+02 -.3644E+02   .9998951 -.0140552 -.0035025
T   90  9 .8106863E+07   1245155E-02 -.5995E+02  .7281E+02   .9999476 -.0036167  .0095723
T   91  9 .8115744E+07   1242394E-02  .3644E+02  .2563E+02   .9998826  .0124871  .0088849
T   92  9 .8129942E+07   1240561E-02  .5298E+01 -.5834E+02   .9999547  .0074185 -.0059589
T   93  9 .8089796E+07   1244724E-02 -.3349E+02  .1173E+03   .9998451 -.0067691  .0162466
T   94  9 .8156439E+07   1241722E-02  .9457E+01 -.1267E+03   .9997853 -.0035541 -.0204126
T   95  9 .8115113E+07   1240556E-02  .1879E+02  .1151E+03   .9998364  .0032484  .0177964
T   96  9 .8131948E+07   1247475E-02 -.1672E+02  .1764E+02   .9999327 -.0033324  .0111106
T   97  9 .8158179E+07   1245160E-02 -.3599E+02 -.7032E+02   .9999770 -.0021477 -.0064326
T   98  9 .8126339E+07   1242479E-02 -.4538E+02 -.9860E+02   .9999448 -.0045365 -.0094802
T   99  9 .8131697E+07   1242999E-02  .9308E+02 -.1016E+03   .9998660  .0060420 -.0152117
T  100  9 .8129541E+07   1242701E-02  .8246E+02 -.5487E+01   .9999576  .0091674  .0008338
T  101  9 .8059671E+07   1246470E-02 -.2998E+02 -.6324E+02   .9999605 -.0007387 -.0088523
T  102  9 .8107778E+07   1241963E-02  .8816E+00 -.1219E+03   .9998857  .0019833 -.0149870
T  103  9 .8113501E+07   1241904E-02 -.1695E+02 -.7998E+02   .9998749 -.0058310 -.0147005
T  104  9 .8074345E+07   1246090E-02 -.4043E+02 -.6911E+02   .9999129 -.0086757 -.0099418
T  105  9 .8119351E+07   1247361E-02  .1613E+02 -.1755E+02   .9999995  .0005618  .0008387
T  106  9 .8093396E+07   1247747E-02 -.6645E+02  .2631E+02   .9999814 -.0060436 -.0008325
T  107  9 .8114218E+07   1244243E-02 -.1944E+02 -.2319E+02   .9999718  .0061760  .0042724
T  108  9 .8083099E+07   1246580E-02  .2398E+02 -.1841E+01   .9999983  .0016506 -.0008175
T  109  9 .8143919E+07   1241109E-02 -.3469E+02 -.6044E+02   .9999481 -.0081123 -.0061592
T  110  9 .8135540E+07   1246458E-02 -.2090E+02  .3502E+02   .9999786 -.0030814  .0057624
T  111  9 .8078146E+07   1241097E-02  .8924E+01 -.4583E+02   .9999681  .0066157 -.0044797
T  112  9 .8046914E+07   1247293E-02  .4074E+02  .3285E+02   .9999504  .0053993  .0083704
T  113  9 .8181742E+07   1250900E-02  .2929E+02 -.1119E+02   .9999634  .0040793 -.0075248
T  114  9 .8053030E+07   1247097E-02  .1780E+02 -.1468E+02   .9999872  .0043799 -.0025251
T  115  9 .8126958E+07   1242258E-02  .5876E+02  .7936E+02   .9998020  .0121963  .0157253
T  116  9 .8005435E+07   1242679E-02 -.6985E+01  .1661E+02   .9999910  .0002317 -.0042480
T  117  9 .8070747E+07   1241813E-02 -.1143E+03 -.2016E+02   .9999346 -.0107458 -.0039029
T  118  9 .8087175E+07   1242845E-02 -.2879E+02  .1137E+02   .9999819 -.0014361  .0058348
T  119  9 .8189235E+07   1245751E-02 -.7790E+02  .1559E+01   .9999620 -.0087100  .0004116
T  120  9 .8028607E+07   1241193E-02 -.1234E+02  .3540E+02   .9999965  .0013961  .0022358
T  121  9 .8062803E+07   1246322E-02  .3497E+02  .5564E+02   .9999956  .0020846  .0021253
T  122  9 .8112587E+07   1244236E-02 -.1160E+02 -.2467E+02   .9999596 -.0083295 -.0033802
T  123  9 .8086652E+07   1249008E-02 -.5350E+02 -.3624E+02   .9999638 -.0077284 -.0035698
T  124  9 .8085654E+07   1244259E-02 -.4872E+02  .7925E+02   .9998982 -.0130325  .0058086
T  125  9 .8086713E+07   1246646E-02 -.2082E+02 -.4244E+02   .9999469  .0018388 -.0101406
T  126  9 .8107512E+07   1240024E-02 -.1824E+02 -.1259E+03   .9997397 -.0018193 -.0227424
T  127  9 .8086673E+07   1247801E-02  .2177E+02 -.1441E+02   .9999917  .0013706  .0038475
T  128  9 .8091930E+07   1245935E-02  .4227E+02  .4492E+02   .9999705  .0059442  .0048726
T  129  9 .8019774E+07   1241078E-02 -.2100E+03  .6647E+02   .9992838 -.0341523  .0162924
T  130  9 .8076513E+07   1242865E-02  .1134E+03  .3271E+01   .9992964  .0349887  .0135064
T  131  9 .8149917E+07   1247520E-02  .7352E+02 -.6079E+02   .9999482  .0063807 -.0079291
T  132  9 .8154896E+07   1240270E-02  .9732E+02  .2192E+02   .9997307  .0232048  .0002601
T  133  9 .8169222E+07   1240192E-02 -.5701E+01  .1323E+03   .9997944 -.0059359  .0193877
T  134  9 .8132822E+07   1251517E-02 -.3143E+02  .8768E+02   .9999634 -.0056649  .0064141
T  135  9 .8103654E+07   1247186E-02 -.8973E+01  .5514E+02   .9999302 -.0064330  .0099064
T  136  9 .8060092E+07   1250163E-02 -.4356E+02  .1053E+02   .9999803 -.0055057  .0030043
T  137  9 .8092805E+07   1246573E-02 -.5157E+02 -.2457E+02   .9999844 -.0050232  .0024463
T  138  9 .8170730E+07   1242029E-02 -.4017E+02  .5418E+02   .9998121 -.0047140  .0188041
T  139  9 .8025029E+07   1242940E-02  .3148E+02  .8092E+02   .9998747  .0037525  .0153794
T  140  9 .8104615E+07   1242656E-02  .4052E+02  .2692E+02   .9999705  .0076674  .0004334
T  141  9 .8160553E+07   1242478E-02  .7487E+02 -.2116E+02   .9998977 -.0090619 -.0110645
T  142  9 .8076529E+07   1245940E-02  .3883E+02 -.1344E+02   .9999110  .0119473 -.0059318
T  143  9 .8123886E+07   1243412E-02  .2491E+02 -.1331E+02   .9999993  .0000397 -.0011686
T  144  9 .8132516E+07   1246565E-02  .2133E+02 -.7025E+01   .9999729  .0019950 -.0070802
T  145  9 .8152410E+07   1249286E-02  .5678E+02 -.9844E+02   .9998545  .0060373 -.0159527
T  146  9 .8096010E+07   1246607E-02  .8392E+02  .4326E+03   .9991048  .0077160  .0415952
T  147  9 .8114709E+07   1244190E-02  .5096E+02  .5930E+02   .9999591  .0071120  .0055899
T  148  9 .8094208E+07   1241048E-02 -.8203E+02 -.1363E+02   .9999960 -.0023157 -.0016128
T  149  9 .8139698E+07   1242728E-02  .1399E+02 -.5413E+02   .9999180  .0061080 -.0112593
T  150  9 .8161849E+07   1240588E-02  .1211E+03  .2558E+02   .9998067  .0188643  .0055490
T  151  9 .8168517E+07   1242692E-02  .7563E+01 -.4343E+01   .9999972 -.0006572 -.0022883
T  152  9 .8165254E+07   1240432E-02 -.7771E+01  .1141E+03   .9998414  .0045630  .0172147
T  153  9 .8081454E+07   1248340E-02 -.2796E+02  .1059E+02   .9999781 -.0043215  .0050205
T  154  9 .8105910E+07   1244104E-02 -.2305E+02  .2049E+02   .9998786 -.0021573  .0154303
T  155  9 .8127825E+07   1241399E-02  .1077E+02 -.3551E+02   .9994197 -.0222057 -.0258279
T  156  9 .8075704E+07   1244627E-02  .1301E+03 -.3428E+03   .9991995  .0129810 -.0378395
T  157  9 .8109666E+07   1246811E-02 -.1449E+02 -.2609E+02   .9999967 -.0024682 -.0007712
T  158  9 .8097850E+07   1243098E-02 -.2413E+02 -.1020E+01   .9999961  .0010825 -.0025654
T  159  9 .8152312E+07   1241276E-02  .1950E+02 -.8603E+01   .9999763  .0067101 -.0015307
T  160  9 .8079145E+07   1243562E-02 -.1561E+03 -.6772E+01   .9997613 -.0203585  .0079252
T  161  9 .8145029E+07   1240696E-02  .1556E+02 -.3319E+02   .9999966 -.0023472  .0011766
T  162  9 .8173636E+07   1240618E-02 -.1710E+02  .6266E+02   .9997923 -.0076795  .0188788
T  163  9 .8112939E+07   1243543E-02 -.4329E+02  .1785E+02   .9999498 -.0070848  .0070843
T  164  9 .8042591E+07   1242297E-02  .6433E+02 -.8712E+01   .9999634  .0084260 -.0014905
T  165  9 .8086194E+07   1243897E-02  .2380E+02  .8086E+01   .9999874  .0047271  .0016902
T  166  9 .8084320E+07   1241419E-02 -.3328E+02  .1369E+03   .9996365 -.0084502  .0256018
T  167  9 .8114479E+07   1248244E-02  .6649E+02  .6124E+02   .9999174  .0064497  .0111205
T  168  9 .8170943E+07   1240964E-02  .7280E+02  .5865E+02   .9999689  .0020195  .0076192
T  169  9 .8047548E+07   1249586E-02  .4720E+02  .3524E+01   .9999642  .0080207 -.0027117
T  170  9 .8095007E+07   1247614E-02  .4856E+02 -.3677E+02   .9999124  .0086237 -.0100388
T  171  9 .8060527E+07   1241604E-02 -.3265E+02 -.4815E+01   .9999121  .0103546 -.0082843
T  172  9 .8118081E+07   1251457E-02 -.2117E+02  .1145E+02   .9999896 -.0037103  .0026703
T  173  9 .8133940E+07   1241146E-02 -.2654E+01  .4559E+01   .9999561 -.0000832  .0093710
T  174  9 .8141532E+07   1242155E-02  .7152E+02  .4522E+02   .9998384  .0148999  .0100563
T  175  9 .8102093E+07   1243437E-02 -.2648E+02  .6727E+02   .9999893 -.0006961  .0045638
T  176  9 .8067234E+07   1242238E-02 -.2053E+02  .5846E+02   .9999254 -.0089029  .0083643
T  177  9 .8048369E+07   1248978E-02  .3716E+02  .5050E+01   .9999738  .0039735  .0060506
T  178  9 .8106336E+07   1245540E-02 -.1817E+02  .8001E+02   .9999731 -.0026923  .0068238
T  179  9 .8085867E+07   1247466E-02 -.3243E+02  .1330E+02   .9999488 -.0075146 -.0067788
T  180  9 .8117588E+07   1242876E-02  .1367E+02  .2570E+02   .9998741  .0119939  .0103908
T  181  9 .8125360E+07   1247259E-02  .1118E+02 -.2164E+02   .9999413 -.0108369  .0001121
T  182  9 .8076341E+07   1247393E-02  .8424E+02 -.1258E+02   .9998802  .0134874 -.0076002
T  183  9 .8069176E+07   1246513E-02 -.1395E+03 -.9727E+01   .9994663 -.0306692 -.0112503
T  184  9 .8149292E+07   1244101E-02 -.3237E+00 -.9667E+01   .9999899  .0038441  .0023280
T  185  9 .8161413E+07   1245114E-02  .4305E+02  .1055E+03   .9999684  .0026946  .0074749
T  186  9 .8064717E+07   1240986E-02 -.6207E+02 -.5325E+02   .9999026 -.0112109 -.0083093
T  187  9 .8098947E+07   1250359E-02 -.3079E+02 -.8434E+02   .9999352  .0029611 -.0109936
T  188  9 .8085750E+07   1247465E-02  .8929E+02  .7719E+02   .9998855  .0117774  .0094979
T  189  9 .8092027E+07   1247341E-02  .6759E+02 -.1940E+02   .9998804  .0153721 -.0016758
T  190  9 .8152514E+07   1245607E-02  .5978E+02  .5233E+02   .9999784  .0040181  .0051938
T  191  9 .8145401E+07   1240962E-02 -.6109E+02 -.1009E+03   .9998795 -.0071436 -.0137856
T  192  9 .8145230E+07   1244919E-02 -.4265E+02  .1033E+02   .9999035 -.0120475 -.0069105
T  193  9 .8215437E+07   1243416E-02  .6699E+00  .5174E+02   .9998756 -.0094347  .0126368
T  194  9 .8059869E+07   1242808E-02 -.4386E+02 -.3849E+01   .9999568 -.0036781 -.0085334
T  195  9 .8048402E+07   1242144E-02 -.6747E+03 -.2221E+03   .9966987 -.0767466 -.0264888
T  196  9 .8115805E+07   1244988E-02 -.3114E+02  .2360E+02   .9999711 -.0075768  .0005858
T  197  9 .8140889E+07   1247383E-02  .4705E+01  .5293E+02   .9999227  .0083771  .0091875
T  198  9 .8063159E+07   1242338E-02  .9332E+01 -.9621E+02   .9998570 -.0048650 -.0161935
T  199  9 .8069293E+07   1250156E-02  .7507E+02  .2207E+02   .9999765 -.0001143  .0068576
T  200  9 .8148398E+07   1248746E-02 -.4938E+02  .4510E+02   .9999837 -.0050073  .0027431
T  201  9 .8187298E+07   1248728E-02  .4793E+02  .1021E+02   .9999457  .0101446  .0024006
T  202  9 .8089405E+07   1244649E-02  .6772E+02 -.9876E+01   .9999199  .0121221 -.0036469
T  203  9 .8122082E+07   1240869E-02  .7682E+02 -.1825E+02   .9999606  .0070639 -.0053713
T  204  9 .8147585E+07   1240537E-02  .4458E+02  .4294E+02   .9998995  .0140234  .0020632
T  205  9 .8126722E+07   1241217E-02  .1941E+02  .1150E+03   .9999574  .0024507  .0089044
T  206  9 .8112452E+07   1246847E-02  .6886E+02  .5663E+02   .9999449  .0093895  .0046873
T  207  9 .8106976E+07   1246278E-02  .3566E+01 -.2962E+02   .9999438 -.0105516  .0010607
T  208  9 .8062408E+07   1249870E-02  .8182E+02  .9444E+02   .9998193  .0143630  .0124562
T  209  9 .8124715E+07   1240560E-02  .4255E+02  .2574E+02   .9999825  .0046894  .0036160
T  210  9 .8017622E+07   1244705E-02 -.2496E+02  .4554E+02   .9999920  .0014744  .0037309
T  211  9 .8216383E+07   1242175E-02 -.7599E+01  .5437E+02   .9999866 -.0010669  .0050748
T  212  9 .8147131E+07   1241218E-02 -.9699E+02 -.1607E+02   .9999465 -.0097836 -.0033451
T  213  9 .8107597E+07   1241027E-02  .1035E+03  .1915E+02   .9999063  .0126200  .0053061
T  214  9 .8040840E+07   1242931E-02  .3908E+01  .4563E+02   .9999700 -.0022834  .0073955
T  215  9 .8065990E+07   1250986E-02 -.1243E+03 -.4763E+02   .9998390 -.0176156 -.0034023
T  216  9 .8147376E+07   1242548E-02  .6910E+02 -.3198E+02   .9999549  .0089178 -.0032720
T  217  9 .8098517E+07   1242765E-02 -.3162E+02 -.8059E+01   .9999659 -.0005862 -.0082335
T  218  9 .8071917E+07   1243954E-02  .3911E+02 -.1855E+02   .9999764  .0067429 -.0013095
T  219  9 .8160158E+07   1247237E-02 -.5362E+02  .9956E+02   .9999385 -.0035157  .0105149
T  220  9 .8068025E+07   1250197E-02  .1354E+02  .4140E+02   .9999604  .0085103 -.0026133
T  221  9 .8050697E+07   1248885E-02  .3347E+02 -.1385E+02   .9999621  .0073769 -.0046135
T  222  9 .8106623E+07   1242624E-02  .5976E+02  .4943E+02   .9999428  .0093799  .0051455
T  223  9 .8117299E+07   1246257E-02  .1788E+02  .6706E+02   .9998948  .0068606  .0127776
T  224  9 .8086108E+07   1248773E-02 -.2405E+01 -.4489E+02   .9999603 -.0009558 -.0088556
T  225  9 .8046632E+07   1247671E-02 -.4689E+01 -.2824E+02   .9999967  .0025714 -.0000532
T  226  9 .8107285E+07   1244396E-02  .1946E+03 -.3472E+02   .9996758  .0252658 -.0031496
T  227  9 .8123699E+07   1240921E-02 -.9040E+01  .3088E+00   .9999915 -.0026248  .0031789
T  228  9 .8082533E+07   1241001E-02  .5140E+02 -.1435E+03   .9996966  .0023746 -.0245175
T  229  9 .8192149E+07   1240415E-02  .2286E+02  .1743E+02   .9999700  .0063685  .0044117
T  230  9 .8162006E+07   1240312E-02 -.6937E+01 -.3354E+02   .9999468 -.0066638 -.0078772
T  231  9 .8080888E+07   1244962E-02 -.1084E+03  .7552E+01   .9998363 -.0178579  .0029056
T  232  9 .8062447E+07   1242166E-02 -.3535E+02  .4161E+02   .9999992 -.0007811  .0009760
T  233  9 .8174751E+07   1243102E-02  .4231E+02  .7288E+02   .9999369  .0088019  .0069766
T  234  9 .8122692E+07   1243175E-02 -.3786E+01 -.3719E+02   .9999813 -.0010087 -.0060359
T  235  9 .8178423E+07   1244648E-02 -.9978E+01 -.1935E+02   .9999950  .0028979 -.0012881
T  236  9 .8092737E+07   1248254E-02  .1681E+03  .6643E+02   .9997070  .0211757  .0117281
T  237  9 .8050173E+07   1240499E-02 -.5820E+02  .4312E+02   .9998446 -.0061139 -.0165349
T  238  9 .8107765E+07   1243631E-02  .1446E+02  .4315E+02   .9999911  .0007696  .0041525
T  239  9 .8147863E+07   1242551E-02  .4705E+02 -.1563E+02   .9999384  .0096854 -.0054197
T  240  9 .8167573E+07   1245639E-02 -.1805E+02 -.5831E+02   .9999863 -.0011958 -.0050898
T  241  9 .8098040E+07   1247835E-02 -.4784E+02 -.1550E+03   .9995701 -.0121620 -.0266781
T  242  9 .8084008E+07   1242015E-02 -.8847E+02  .1885E+03   .9991044 -.0139895  .0399326
T  243  9 .8139400E+07   1242949E-02 -.1871E+02 -.7319E+02   .9999636 -.0072730 -.0044620
T  244  9 .8086800E+07   1242064E-02  .6068E+02 -.7807E+02   .9996941  .0205782 -.0137176
T  245  9 .8077594E+07   1243948E-02 -.8669E+02 -.3323E+02   .9999100 -.0128697  .0037936
T  246  9 .8095181E+07   1246642E-02 -.7043E+02  .5323E+00   .9999199 -.0125289 -.0017981
T  247  9 .8142630E+07   1241853E-02 -.7647E+02  .5496E+02   .9999148 -.0098660  .0085420
T  248  9 .8086604E+07   1241370E-02  .4923E+02  .6608E+02   .9999765 -.0000395  .0068502
T  249  9 .8105881E+07   1245004E-02  .3891E+02 -.1547E+03   .9996555 -.0027656 -.0261009
T  250  9 .8067191E+07   1241020E-02 -.1019E+02  .2891E+02   .9999389 -.0075475  .0080774
T  251  9 .8142532E+07   1241105E-02  .2581E+02  .2092E+01   .9999985  .0007940 -.0015213
T  252  9 .8135786E+07   1241233E-02  .4346E+02  .3061E+02   .9999416  .0102112  .0035441
T  253  9 .8119511E+07   1242503E-02 -.6072E+02 -.1631E+03   .9998398 -.0071938 -.0163871
