============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Aluminium( 2.66 um) ======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  497  9 .7888500E+07   2684755E-02  .4677E+04 -.6412E+02   .9840478  .1778553 -.0041702
T  498  9 .7931077E+07   2679491E-02  .4591E+04  .8549E+02   .9874912  .1574520 -.0083672
T  499  9 .7832473E+07   2661282E-02  .4474E+04  .5242E+03   .9846798  .1714092  .0320088
T  500  9 .7950726E+07   2668874E-02  .4686E+04  .4338E+02   .9889843  .1480084  .0018732
T  501  9 .7960269E+07   2669874E-02  .4671E+04 -.3966E+02   .9828233  .1833189  .0212735
T  502  9 .7910947E+07   2672036E-02  .4804E+04  .3653E+03   .9845737  .1748781  .0056864
T  503  9 .7910003E+07   2676306E-02  .4405E+04  .2280E+03   .9882484  .1527712  .0051062
T  504  9 .7955559E+07   2679445E-02  .3462E+04 -.5716E+03   .9938384  .1032844 -.0402196
T  505  9 .7801994E+07   2664069E-02  .4600E+04 -.5755E+02   .9864182  .1639365  .0101934
T  506  9 .7919513E+07   2678918E-02  .5303E+04 -.8308E+02   .9754702  .2192379 -.0198161
T  507  9 .7955134E+07   2669292E-02  .4667E+04  .3267E+03   .9839508  .1774049  .0191903
T  508  9 .7936920E+07   2660110E-02  .4935E+04 -.1780E+02   .9824825  .1863454 -.0018714
T  509  9 .7860226E+07   2685418E-02  .4651E+04 -.1721E+03   .9847943  .1733422 -.0115143
T  510  9 .7960330E+07   2680910E-02  .4700E+04  .2300E+03   .9838392  .1789711  .0054513
T  511  9 .7892572E+07   2668804E-02  .4344E+04 -.4673E+03   .9871901  .1560075 -.0334258
T  512  9 .7993254E+07   2668815E-02  .4516E+04 -.2396E+03   .9879857  .1525326 -.0248610
T  513  9 .8110431E+07   2661472E-02  .4363E+04 -.1631E+03   .9877795  .1538368 -.0250161
T  514  9 .8014230E+07   2673284E-02  .4623E+04  .1904E+03   .9859607  .1666266  .0108241
T  515  9 .7861029E+07   2677174E-02  .4485E+04  .3885E+02   .9854717  .1694367  .0116887
T  516  9 .7941106E+07   2674913E-02  .5017E+04  .1246E+03   .9796573  .2005405  .0074185
T  517  9 .7896744E+07   2680474E-02  .4721E+04 -.7917E+02   .9855452  .1693927 -.0025921
T  518  9 .7857678E+07   2685772E-02  .4733E+04  .9158E+02   .9846594  .1741824  .0103118
T  519  9 .7845383E+07   2681363E-02  .4433E+04  .6180E+02   .9869418  .1610661 -.0019145
T  520  9 .7934008E+07   2661308E-02  .4887E+04 -.2401E+03   .9816130  .1897607 -.0206572
T  521  9 .7964447E+07   2681547E-02  .4452E+04  .3634E+03   .9872327  .1587666  .0128321
T  522  9 .7902971E+07   2670548E-02  .4654E+04  .5016E+03   .9816591  .1865348  .0393729
T  523  9 .7972220E+07   2674632E-02  .4806E+04 -.3293E+03   .9828976  .1841193 -.0035189
T  524  9 .7862512E+07   2682074E-02  .4944E+04 -.7360E+02   .9828246  .1844834 -.0046575
T  525  9 .7984369E+07   2670251E-02  .4809E+04  .1738E+02   .9819518  .1890204  .0064830
T  526  9 .7876939E+07   2686773E-02  .4316E+04  .9066E+02   .9888416  .1480177  .0168261
T  527  9 .7892359E+07   2668169E-02  .4641E+04  .4237E+02   .9882930  .1524020 -.0071172
T  528  9 .7957747E+07   2685458E-02  .3715E+04  .3620E+03   .9943521  .1013433  .0315204
T  529  9 .7961210E+07   2663687E-02  .5029E+04  .1048E+03   .9801184  .1981545  .0101363
T  530  9 .7965906E+07   2681043E-02  .5084E+04  .5844E+03   .9847024  .1716475  .0299717
T  531  9 .7960783E+07   2674457E-02  .5516E+04 -.1071E+03   .9793947  .2019058 -.0044726
T  532  9 .7848642E+07   2683290E-02  .4825E+04  .5779E+03   .9848859  .1713717  .0251302
T  533  9 .7827690E+07   2670373E-02  .4862E+04 -.4649E+03   .9813692  .1919825 -.0075572
T  534  9 .7901774E+07   2684475E-02  .4765E+04  .5848E+03   .9837494  .1751667  .0394166
T  535  9 .7956647E+07   2664790E-02  .4859E+04 -.5222E+02   .9829216  .1830726 -.0186968
T  536  9 .7879208E+07   2681163E-02  .4417E+04 -.1501E+03   .9851857  .1701373 -.0215030
T  537  9 .7861638E+07   2673343E-02  .4473E+04 -.4727E+02   .9871994  .1594207 -.0047295
T  538  9 .8007631E+07   2663049E-02  .4420E+04  .1487E+03   .9872256  .1593254 -.0009637
T  539  9 .7936496E+07   2663987E-02  .4315E+04 -.3463E+03   .9856686  .1684104 -.0097623
T  540  9 .8016929E+07   2672587E-02  .4440E+04  .1096E+01   .9874536  .1578529 -.0042251
T  541  9 .7952733E+07   2661430E-02  .4502E+04 -.2117E+03   .9835477  .1793854 -.0213267
T  542  9 .7995811E+07   2667825E-02  .3840E+04 -.4788E+03   .9922260  .1066072 -.0642067
T  543  9 .7824197E+07   2664747E-02  .4712E+04  .3048E+02   .9849794  .1724074  .0095505
T  544  9 .7917780E+07   2671664E-02  .4424E+04  .1086E+03   .9889777  .1469273 -.0183134
T  545  9 .8013650E+07   2683597E-02  .4608E+04 -.1357E+03   .9855591  .1683005 -.0186607
T  546  9 .8012000E+07   2682993E-02  .4352E+04  .2365E+03   .9888689  .1483768  .0110739
T  547  9 .7956886E+07   2686209E-02  .5462E+04 -.7453E+03   .9727029  .2287542 -.0389946
T  548  9 .7984964E+07   2663134E-02  .5127E+04  .2408E+03   .9774592  .2098132  .0234915
T  549  9 .8169421E+07   2660332E-02  .4192E+04  .9815E+02   .9887867  .1493344  .0000794
T  550  9 .7906692E+07   2685982E-02  .4738E+04  .2944E+03   .9829659  .1828142  .0188938
T  551  9 .7936900E+07   2665893E-02  .4554E+04 -.1229E+03   .9816143  .1896722 -.0213990
T  552  9 .7984699E+07   2675490E-02  .4832E+04 -.2707E+02   .9853303  .1706574  .0004264
T  553  9 .7914294E+07   2673727E-02  .4941E+04  .8628E+02   .9827097  .1850320  .0066872
T  554  9 .7909137E+07   2674575E-02  .4616E+04 -.4277E+02   .9888560  .1478137 -.0177468
T  555  9 .7966542E+07   2685898E-02  .4910E+04  .1597E+03   .9831245  .1818297  .0201019
T  556  9 .8026292E+07   2684822E-02  .4628E+04 -.1581E+02   .9844239  .1756348  .0078717
T  557  9 .7952519E+07   2670997E-02  .4577E+04 -.4376E+02   .9867624  .1607563 -.0213871
T  558  9 .7946158E+07   2661251E-02  .4073E+04  .6294E+02   .9899944  .1409037 -.0075704
T  559  9 .7898508E+07   2662307E-02  .4408E+04  .5394E+02   .9835425  .1805291  .0073083
T  560  9 .7852900E+07   2669341E-02  .5130E+04 -.1440E+03   .9817142  .1903011 -.0047581
T  561  9 .7769218E+07   2686828E-02  .4412E+04 -.2817E+03   .9895069  .1427781 -.0221457
T  562  9 .7984730E+07   2686759E-02  .4750E+04  .1063E+02   .9849852  .1714803  .0199645
T  563  9 .7976443E+07   2674595E-02  .4679E+04 -.1569E+03   .9850334  .1720570 -.0102798
T  564  9 .7889016E+07   2663190E-02  .5225E+04 -.1429E+03   .9828837  .1842269  .0000882
T  565  9 .7951136E+07   2662760E-02  .4877E+04 -.3239E+03   .9840733  .1757292 -.0268135
T  566  9 .8019198E+07   2662255E-02  .4911E+04 -.1011E+03   .9844205  .1756138 -.0087211
T  567  9 .8037779E+07   2677336E-02  .4874E+04 -.2687E+03   .9870669  .1595982 -.0150778
T  568  9 .7875731E+07   2685838E-02  .4919E+04 -.6171E+02   .9821023  .1883465  .0008343
T  569  9 .8057910E+07   2662556E-02  .4636E+04  .2509E+03   .9825917  .1849564  .0174581
T  570  9 .7910430E+07   2684774E-02  .5242E+04 -.4830E+03   .9749041  .2159165 -.0542400
T  571  9 .8007525E+07   2664736E-02  .3996E+04  .3169E+03   .9906274  .1350201  .0206596
T  572  9 .7897451E+07   2667373E-02  .4398E+04 -.2739E+03   .9874412  .1573168 -.0145361
T  573  9 .8086302E+07   2676185E-02  .4842E+04  .7605E+02   .9833943  .1813956  .0055964
T  574  9 .7841225E+07   2686361E-02  .4340E+04 -.1346E+03   .9873490  .1582485 -.0099726
T  575  9 .7953394E+07   2670502E-02  .4488E+04  .7522E+02   .9873209  .1579443  .0158424
T  576  9 .7969370E+07   2676841E-02  .5395E+04  .8339E+02   .9689256  .2473345 -.0029743
T  577  9 .7918154E+07   2661107E-02  .4518E+04 -.3080E+02   .9857758  .1679148  .0071205
T  578  9 .8051934E+07   2673642E-02  .4394E+04  .1119E+03   .9902388  .1393591  .0024849
T  579  9 .7905178E+07   2683181E-02  .4728E+04  .5937E+02   .9834063  .1812638  .0074435
T  580  9 .7850135E+07   2677817E-02  .4609E+04  .6026E+03   .9868754  .1608784  .0139674
T  581  9 .7895457E+07   2686873E-02  .5107E+04  .2119E+02   .9795250  .2013042 -.0027151
T  582  9 .8024434E+07   2671028E-02  .4335E+04  .7407E+03   .9860305  .1642111  .0279013
T  583  9 .7933688E+07   2663275E-02  .4760E+04  .2813E+02   .9829477  .1836165  .0099446
T  584  9 .8129303E+07   2668678E-02  .4568E+04 -.2853E+02   .9862310  .1652449  .0065190
T  585  9 .7936094E+07   2675369E-02  .4468E+04  .9352E+02   .9875560  .1570947  .0073706
T  586  9 .7907679E+07   2667561E-02  .5308E+04 -.1645E+03   .9781888  .2077097 -.0018488
T  587  9 .7923878E+07   2674352E-02  .4776E+04  .5003E+02   .9909531  .1307164  .0304184
T  588  9 .8015974E+07   2664757E-02  .4827E+04  .3718E+03   .9826797  .1847954  .0138278
T  589  9 .7936756E+07   2682218E-02  .4792E+04 -.1487E+03   .9861074  .1656680 -.0120983
T  590  9 .8043846E+07   2680708E-02  .4839E+04 -.2450E+03   .9850597  .1706111 -.0234356
T  591  9 .7795237E+07   2678299E-02  .4691E+04  .1915E+03   .9842210  .1767425  .0084377
T  592  9 .7942652E+07   2674944E-02  .4639E+04 -.2598E+03   .9822966  .1849152 -.0299954
T  593  9 .7936052E+07   2660482E-02  .4490E+04  .4681E+02   .9854789  .1696541 -.0069916
T  594  9 .7958686E+07   2675110E-02  .4663E+04 -.2467E+03   .9847471  .1729445 -.0190635
T  595  9 .7924005E+07   2668936E-02  .4953E+04  .1263E+03   .9830862  .1831164  .0031395
T  596  9 .7846590E+07   2677961E-02  .5111E+04  .3352E+02   .9808837  .1945846  .0020002
T  597  9 .7975471E+07   2686874E-02  .4903E+04 -.1051E+03   .9819692  .1888964 -.0073978
T  598  9 .7791436E+07   2678331E-02  .4718E+04  .1749E+04   .9813599  .1635392  .1009339
T  599  9 .7805901E+07   2660379E-02  .4978E+04  .1465E+03   .9823198  .1867058  .0137412
T  600  9 .7920628E+07   2676302E-02  .4786E+04  .3110E+03   .9787808  .2015801  .0367920
T  601  9 .7956280E+07   2682945E-02  .5102E+04  .3742E+03   .9794283  .2002629  .0247997
T  602  9 .7926695E+07   2665355E-02  .5082E+04  .7853E+01   .9821055  .1881566 -.0081198
T  603  9 .8101558E+07   2675297E-02  .4506E+04 -.9961E+01   .9853434  .1667187 -.0361009
T  604  9 .7738090E+07   2671642E-02  .4575E+04 -.1064E+03   .9869995  .1600396 -.0148112
T  605  9 .7855469E+07   2670511E-02  .4582E+04  .3102E+03   .9832096  .1800557  .0296450
T  606  9 .7973416E+07   2671521E-02  .4215E+04  .3551E+03   .9894777  .1434731  .0186917
T  607  9 .7864100E+07   2680234E-02  .4318E+04  .3941E+03   .9880755  .1520374  .0243188
T  608  9 .7867367E+07   2683645E-02  .5061E+04 -.2382E+03   .9807462  .1951786 -.0065037
T  609  9 .8102283E+07   2661449E-02  .4970E+04 -.3388E+02   .9843140  .1761466  .0099200
T  610  9 .7893801E+07   2660785E-02  .4987E+04  .6289E+03   .9752483  .2143359  .0543211
T  611  9 .7866930E+07   2672663E-02  .4507E+04  .1555E+02   .9849882  .1725562  .0047591
T  612  9 .7954693E+07   2682764E-02  .5086E+04  .1822E+03   .9801220  .1979302  .0135867
T  613  9 .7773498E+07   2662099E-02  .5231E+04 -.4629E+03   .9783726  .2057211 -.0215854
T  614  9 .7875184E+07   2680037E-02  .4897E+04  .2898E+03   .9841061  .1775601  .0027597
T  615  9 .8046894E+07   2677474E-02  .4618E+04  .1335E+02   .9839766  .1780857  .0086853
T  616  9 .7960858E+07   2684573E-02  .4629E+04 -.1025E+03   .9842964  .1759155 -.0146431
T  617  9 .7981776E+07   2667517E-02  .4889E+04 -.2973E+03   .9815280  .1913062 -.0021770
T  618  9 .7980753E+07   2667061E-02  .4943E+04  .2853E+03   .9830538  .1821668  .0205037
T  619  9 .7914482E+07   2671842E-02  .4642E+04  .4436E+02   .9884473  .1515600  .0011965
T  620  9 .7869896E+07   2686228E-02  .4630E+04  .5449E+02   .9817584  .1896692 -.0132664
T  621  9 .8078298E+07   2687042E-02  .4493E+04 -.3206E+03   .9871573  .1593822 -.0108533
T  622  9 .7882582E+07   2681929E-02  .4909E+04  .1613E+03   .9799396  .1992880 -.0016266
T  623  9 .7982138E+07   2672907E-02  .4671E+04 -.2635E+03   .9840063  .1775000 -.0150145
T  624  9 .7939982E+07   2685689E-02  .4796E+04 -.4354E+03   .9839776  .1782625 -.0032585
T  625  9 .7986874E+07   2674805E-02  .4801E+04  .1330E+03   .9873608  .1578577  .0141282
T  626  9 .7884144E+07   2665308E-02  .3900E+04 -.1370E+03   .9908626  .1342212 -.0132645
T  627  9 .7941958E+07   2687015E-02  .4582E+04 -.7170E+03   .9846281  .1726978 -.0261345
T  628  9 .7972572E+07   2667811E-02  .4776E+04 -.9023E+02   .9806768  .1955980 -.0037888
T  629  9 .7851028E+07   2663790E-02  .4541E+04  .1902E+03   .9855561  .1679735  .0215403
T  630  9 .7966216E+07   2665487E-02  .4625E+04  .1684E+02   .9853406  .1705486 -.0041313
T  631  9 .8006353E+07   2667258E-02  .5380E+04 -.1794E+03   .9787429  .2050735  .0026716
T  632  9 .7854350E+07   2674005E-02  .4981E+04 -.3516E+03   .9803387  .1971865 -.0073192
T  633  9 .7999177E+07   2678253E-02  .4801E+04  .3538E+03   .9847612  .1729111  .0186302
T  634  9 .7863283E+07   2666525E-02  .5009E+04  .6799E+03   .9767587  .2068745  .0560830
T  635  9 .7889607E+07   2667244E-02  .4779E+04  .1238E+03   .9863719  .1645079  .0027525
T  636  9 .7954059E+07   2660019E-02  .3797E+04  .1735E+03   .9914659  .1301216  .0079886
T  637  9 .7956986E+07   2666761E-02  .4725E+04  .2195E+03   .9827496  .1846339  .0106552
T  638  9 .7986822E+07   2667129E-02  .4622E+04  .2583E+03   .9838230  .1756431  .0352397
T  639  9 .8010221E+07   2664316E-02  .4315E+04 -.4490E+02   .9865433  .1631909  .0100536
T  640  9 .7883805E+07   2681237E-02  .5252E+04 -.1788E+03   .9773544  .2114739 -.0075559
T  641  9 .7868661E+07   2685044E-02  .4597E+04 -.2763E+03   .9874752  .1575132 -.0090758
T  642  9 .7785294E+07   2683749E-02  .4504E+04  .3874E+02   .9863195  .1645960  .0090596
T  643  9 .7958213E+07   2677212E-02  .4945E+04  .9106E+03   .9796210  .1937805  .0528374
T  644  9 .8034330E+07   2663916E-02  .4713E+04  .2210E+03   .9806367  .1945378  .0225112
T  645  9 .8026092E+07   2668960E-02  .3862E+04  .1849E+03   .9924235  .1228125  .0035626
T  646  9 .7856404E+07   2671368E-02  .4936E+04 -.1502E+03   .9860116  .1643913 -.0275072
T  647  9 .7862818E+07   2664005E-02  .4469E+04 -.1334E+03   .9846272  .1744495 -.0087550
T  648  9 .7872267E+07   2684009E-02  .4881E+04  .3293E+02   .9852476  .1711088 -.0030055
T  649  9 .8010738E+07   2667116E-02  .5027E+04 -.4094E+03   .9818694  .1884912 -.0200880
T  650  9 .8143431E+07   2669315E-02  .4550E+04 -.1712E+03   .9803783  .1969694 -.0078332
T  651  9 .7975021E+07   2661025E-02  .4304E+04  .2162E+03   .9897101  .1417794  .0192981
T  652  9 .7862051E+07   2666989E-02  .4731E+04  .3591E+03   .9821374  .1866314  .0239778
T  653  9 .7833537E+07   2682475E-02  .4681E+04 -.9018E+02   .9860437  .1664503  .0034904
T  654  9 .7881556E+07   2678117E-02  .4947E+04 -.1558E+03   .9817108  .1894145 -.0191307
T  655  9 .7928172E+07   2674886E-02  .5016E+04 -.1017E+03   .9807105  .1950781 -.0123093
T  656  9 .7905057E+07   2678856E-02  .4721E+04  .4531E+02   .9841202  .1772959  .0085817
T  657  9 .7895955E+07   2668325E-02  .4481E+04 -.3502E+02   .9881808  .1528851 -.0111759
T  658  9 .8006218E+07   2672348E-02  .5161E+04 -.2151E+03   .9773333  .2117066  .0000899
T  659  9 .7928201E+07   2675468E-02  .4792E+04  .1046E+03   .9840283  .1778979  .0063823
T  660  9 .7867900E+07   2673566E-02  .4811E+04 -.2815E+02   .9849656  .1726172 -.0067869
T  661  9 .7931057E+07   2667086E-02  .4410E+04  .2135E+03   .9886920  .1498153  .0065882
T  662  9 .7793894E+07   2677015E-02  .5018E+04 -.9668E+03   .9571444  .2030327 -.2065242
T  663  9 .8027685E+07   2666860E-02  .4455E+04  .2892E+03   .9862847  .1648943  .0072357
T  664  9 .7849783E+07   2661892E-02  .5573E+04 -.2535E+02   .9700706  .2428118 -.0023270
T  665  9 .7856425E+07   2683783E-02  .4294E+04 -.4276E+03   .9886557  .1449218 -.0394674
T  666  9 .7882575E+07   2670670E-02  .5191E+04  .1728E+03   .9804637  .1957293  .0195192
T  667  9 .7937765E+07   2673776E-02  .4775E+04  .1399E+03   .9872125  .1591040 -.0098716
T  668  9 .7886816E+07   2662277E-02  .4645E+04 -.1639E+03   .9848828  .1732214  .0004657
T  669  9 .7873961E+07   2669570E-02  .5045E+04  .2135E+03   .9807167  .1944669  .0194259
T  670  9 .7918027E+07   2673630E-02  .4868E+04 -.3758E+03   .9850000  .1720444 -.0132567
T  671  9 .7980058E+07   2660094E-02  .4376E+04  .6777E+02   .9911868  .1320130 -.0110099
T  672  9 .7938846E+07   2662041E-02  .3888E+04 -.2079E+03   .9974577  .0707759 -.0083032
T  673  9 .7974988E+07   2675675E-02  .4491E+04  .3192E+03   .9875941  .1565413  .0123597
T  674  9 .7945653E+07   2666595E-02  .4570E+04 -.2419E+03   .9870846  .1585490 -.0229386
T  675  9 .8042409E+07   2669743E-02  .4927E+04 -.6015E+02   .9809556  .1942178 -.0023460
T  676  9 .7854769E+07   2680001E-02  .4837E+04 -.2720E+03   .9840821  .1724163 -.0430702
T  677  9 .7826985E+07   2686468E-02  .4567E+04  .3032E+03   .9846386  .1733884  .0205758
T  678  9 .7923175E+07   2678649E-02  .4733E+04  .2262E+03   .9862586  .1651223  .0053530
T  679  9 .7697543E+07   2684243E-02  .6495E+04  .1117E+04   .9694683  .2389496  .0550852
T  680  9 .7966005E+07   2669393E-02  .4680E+04  .8219E+03   .9850930  .1681439  .0363234
T  681  9 .7939345E+07   2674668E-02  .4495E+04 -.1620E+03   .9860835  .1662082 -.0037726
T  682  9 .8009857E+07   2667503E-02  .4927E+04 -.7427E+02   .9821761  .1879585 -.0013101
T  683  9 .7987922E+07   2672393E-02  .4464E+04  .6183E+02   .9859030  .1669118  .0116520
T  684  9 .7876836E+07   2670353E-02  .4669E+04 -.1744E+03   .9892127  .1464563  .0029513
T  685  9 .7979420E+07   2670680E-02  .4435E+04  .9106E+02   .9857833  .1680211  .0003667
T  686  9 .7801276E+07   2668084E-02  .4778E+04  .9586E+02   .9839327  .1770021  .0233799
T  687  9 .7919442E+07   2663838E-02  .5325E+04 -.1095E+02   .9759108  .2181684 -.0008030
T  688  9 .8071487E+07   2686895E-02  .4480E+04 -.1382E+03   .9883457  .1519050 -.0098841
T  689  9 .8079394E+07   2664337E-02  .4607E+04  .1147E+03   .9845929  .1746587  .0084394
T  690  9 .7805699E+07   2661418E-02  .5250E+04  .5852E+03   .9819677  .1886541  .0122112
T  691  9 .8018949E+07   2663653E-02  .4608E+04  .3510E+03   .9840334  .1767391  .0210143
T  692  9 .7869344E+07   2677859E-02  .5591E+04 -.3910E+03   .9728915  .2294881 -.0285900
T  693  9 .7945374E+07   2675634E-02  .4775E+04  .2198E+03   .9862764  .1623509  .0300179
T  694  9 .8071695E+07   2683223E-02  .4676E+04  .1613E+02   .9851304  .1717390  .0048736
T  695  9 .7997189E+07   2664869E-02  .4854E+04 -.1551E+03   .9832375  .1804120 -.0263732
T  696  9 .8002700E+07   2663162E-02  .4664E+04 -.3955E+03   .9798963  .1985382  .0196431
T  697  9 .7804644E+07   2684714E-02  .5014E+04  .2257E+03   .9861786  .1641499  .0225049
T  698  9 .8033572E+07   2661172E-02  .4430E+04 -.1921E+03   .9865874  .1628153 -.0116861
T  699  9 .8019954E+07   2665623E-02  .4984E+04 -.1279E+03   .9800808  .1978588 -.0171306
T  700  9 .7934209E+07   2670450E-02  .4422E+04 -.6865E+02   .9856082  .1690188 -.0030242
T  701  9 .8121199E+07   2670724E-02  .4647E+04  .3229E+01   .9865678  .1630066  .0106228
T  702  9 .7736725E+07   2669622E-02  .5376E+04 -.1827E+04   .9778102  .1840081 -.1001411
T  703  9 .7863802E+07   2684241E-02  .4389E+04 -.1526E+03   .9884159  .1516870 -.0050020
T  704  9 .7887699E+07   2674587E-02  .4635E+04 -.1605E+03   .9866070  .1595094 -.0341078
T  705  9 .7919628E+07   2677544E-02  .4973E+04 -.5559E+03   .9807809  .1927977 -.0299645
T  706  9 .7911034E+07   2661168E-02  .4939E+04 -.4636E+03   .9840254  .1765361 -.0230003
T  707  9 .7851745E+07   2681308E-02  .4660E+04 -.2231E+03   .9852049  .1712538 -.0065979
T  708  9 .8062610E+07   2675618E-02  .4739E+04 -.3745E+03   .9854746  .1684588 -.0214794
T  709  9 .8015817E+07   2681107E-02  .4596E+04  .8976E+02   .9858951  .1672563  .0060196
T  710  9 .8058254E+07   2663609E-02  .4673E+04  .7790E+02   .9868645  .1615412  .0016820
T  711  9 .7893230E+07   2679939E-02  .4933E+04 -.1664E+02   .9807992  .1949863  .0036486
T  712  9 .7983230E+07   2662053E-02  .4620E+04  .4162E+03   .9852962  .1698625  .0183890
T  713  9 .7919032E+07   2672993E-02  .4718E+04  .1428E+03   .9845951  .1748501 -.0000010
T  714  9 .7987489E+07   2664485E-02  .4608E+04  .3015E+02   .9871020  .1600636 -.0030481
T  715  9 .7665186E+07   2683753E-02  .4867E+04  .1148E+03   .9847392  .1738669  .0076817
T  716  9 .7798571E+07   2682503E-02  .4855E+04  .2077E+03   .9849164  .1702738  .0307672
T  717  9 .7950598E+07   2676018E-02  .4385E+04 -.6130E+01   .9868002  .1618747 -.0046807
T  718  9 .7919953E+07   2673504E-02  .4002E+04 -.2836E+03   .9891595  .1446199 -.0254684
T  719  9 .7837227E+07   2680403E-02  .5062E+04  .4163E+03   .9799569  .1975344  .0257802
T  720  9 .7950828E+07   2683847E-02  .4573E+04 -.2168E+03   .9878355  .1551896 -.0098637
T  721  9 .8019755E+07   2685339E-02  .4395E+04  .8188E+02   .9871976  .1593858  .0060897
T  722  9 .7973911E+07   2660319E-02  .4758E+04 -.5993E+02   .9838660  .1779512 -.0184677
T  723  9 .7937217E+07   2666203E-02  .4629E+04 -.1169E+03   .9829798  .1829692 -.0165210
T  724  9 .8029393E+07   2680031E-02  .4864E+04 -.3097E+03   .9807433  .1948389 -.0134271
T  725  9 .7936711E+07   2667160E-02  .4754E+04 -.4306E+02   .9834385  .1792328  .0269149
T  726  9 .8010860E+07   2673726E-02  .4724E+04 -.1904E+03   .9848339  .1733960 -.0060040
T  727  9 .7966071E+07   2668375E-02  .4844E+04 -.8024E+03   .9827020  .1778659 -.0515800
T  728  9 .7875333E+07   2680634E-02  .4566E+04  .2101E+03   .9841858  .1767276  .0120696
T  729  9 .7999926E+07   2669471E-02  .4459E+04  .5560E+03   .9863839  .1545172  .0563131
T  730  9 .7980412E+07   2671129E-02  .5025E+04 -.2316E+03   .9818411  .1892765 -.0127484
T  731  9 .7813502E+07   2671827E-02  .4427E+04  .2893E+02   .9857867  .1675914  .0117335
T  732  9 .7913990E+07   2675931E-02  .4732E+04 -.2771E+03   .9843453  .1749732 -.0211849
T  733  9 .7831896E+07   2666265E-02  .4927E+04 -.1959E+03   .9833102  .1808404 -.0199461
T  734  9 .7831828E+07   2660490E-02  .4938E+04 -.2816E+03   .9824735  .1840496 -.0295221
T  735  9 .7854181E+07   2674003E-02  .4938E+04  .2711E+03   .9862189  .1649502  .0127967
T  736  9 .8005679E+07   2686871E-02  .4885E+04  .2523E+03   .9847579  .1725352  .0219877
T  737  9 .7983502E+07   2666035E-02  .4579E+04  .9474E+02   .9889189  .1484295 -.0028282
T  738  9 .7906067E+07   2675746E-02  .5072E+04  .1879E+03   .9802124  .1978455  .0063952
T  739  9 .7965497E+07   2664514E-02  .4634E+04  .3800E+01   .9859425  .1669594  .0064832
T  740  9 .7946922E+07   2669107E-02  .4648E+04 -.8929E+02   .9826370  .1837140 -.0259543
T  741  9 .8105057E+07   2664509E-02  .4750E+04 -.3931E+03   .9829179  .1820788 -.0268259
T  742  9 .7953447E+07   2686678E-02  .5176E+04  .1492E+02   .9776723  .2101311  .0013188
T  743  9 .7929010E+07   2685496E-02  .4731E+04 -.2973E+03   .9857926  .1663679 -.0231217
T  744  9 .7863786E+07   2666124E-02  .4573E+04  .1214E+03   .9874329  .1561047  .0246483
T  745  9 .7893879E+07   2668115E-02  .5287E+04 -.3322E+03   .9767093  .2136087 -.0202559
T  746  9 .7917811E+07   2686680E-02  .4607E+04  .2952E+03   .9863883  .1617792  .0294198
T  747  9 .8049727E+07   2678551E-02  .4336E+04  .1139E+03   .9873480  .1585544 -.0020972
T  748  9 .7903855E+07   2685403E-02  .4872E+04  .1389E+02   .9835055  .1804976  .0117295
T  749  9 .7892985E+07   2677896E-02  .4813E+04  .2785E+03   .9834384  .1807073  .0139206
T  750  9 .7989080E+07   2679851E-02  .4958E+04  .1046E+03   .9808114  .1946029  .0117751
T  751  9 .7867774E+07   2672752E-02  .4553E+04  .1146E+03   .9894525  .1448470  .0017536
T  752  9 .7955654E+07   2660402E-02  .4169E+04  .2111E+03   .9911503  .1315636  .0176678
T  753  9 .7740478E+07   2685588E-02  .5090E+04 -.3759E+03   .9807244  .1953869 -.0019208
T  754  9 .7943744E+07   2665748E-02  .4793E+04  .3082E+03   .9815857  .1889417  .0281161
T  755  9 .7889336E+07   2673422E-02  .4597E+04 -.4385E+03   .9860648  .1625392 -.0354584
T  756  9 .7928093E+07   2666638E-02  .4666E+04 -.4753E+03   .9854974  .1682969 -.0217033
T  757  9 .7942290E+07   2678898E-02  .4998E+04 -.2789E+03   .9808150  .1941574 -.0174588
T  758  9 .7899966E+07   2681279E-02  .4300E+04 -.8227E+01   .9899414  .1384718 -.0290094
T  759  9 .7829417E+07   2676994E-02  .5309E+04  .7590E+02   .9730604  .2304995  .0048306
T  760  9 .7949022E+07   2683508E-02  .4676E+04 -.2205E+03   .9854401  .1699460 -.0051100
T  761  9 .7842797E+07   2679186E-02  .5287E+04  .1626E+03   .9742902  .2252934  .0012515
T  762  9 .7937306E+07   2677117E-02  .4852E+04 -.2807E+03   .9829642  .1827591 -.0195034
