============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Aluminium( 2.66 um) ======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  998  9 .7861026E+07   2671020E-02  .4804E+04  .1222E+03   .9835267  .1807388  .0029648
T  999  9 .7981044E+07   2662738E-02  .4791E+04 -.2973E+03   .9841900  .1724998 -.0401726
T 1000  9 .7885619E+07   2661256E-02  .4354E+04 -.5587E+02   .9928508  .1191813  .0065621
T 1001  9 .7909469E+07   2678924E-02  .4673E+04 -.7315E+02   .9849173  .1699610 -.0324223
T 1002  9 .7995681E+07   2667021E-02  .5254E+04  .2636E+03   .9785952  .2057943  .0001928
T 1003  9 .7980330E+07   2681789E-02  .4695E+04 -.3198E+02   .9827601  .1837028 -.0208792
T 1004  9 .7945469E+07   2681238E-02  .4980E+04  .1911E+03   .9810597  .1929986  .0165332
T 1005  9 .7925526E+07   2680285E-02  .4739E+04 -.2546E+03   .9817111  .1895239 -.0180014
T 1006  9 .7954364E+07   2683187E-02  .4346E+04 -.3343E+03   .9916871  .1283781 -.0087077
T 1007  9 .7953523E+07   2671067E-02  .4707E+04 -.8269E+03   .9855462  .1644086 -.0408466
T 1008  9 .7941539E+07   2682643E-02  .4282E+04  .9491E+02   .9894678  .1443676  .0105569
T 1009  9 .8007181E+07   2684610E-02  .4773E+04  .1031E+03   .9844477  .1756730 -.0012852
T 1010  9 .7926701E+07   2666775E-02  .5052E+04  .4649E+02   .9808137  .1941826 -.0172541
T 1011  9 .7790947E+07   2686647E-02  .4887E+04  .3273E+03   .9853392  .1705299  .0051199
T 1012  9 .7856859E+07   2677394E-02  .4867E+04 -.4174E+03   .9817626  .1885027 -.0246783
T 1013  9 .7917382E+07   2662025E-02  .5124E+04 -.7896E+02   .9791491  .2027504 -.0126188
T 1014  9 .7801274E+07   2681313E-02  .5068E+04  .2859E+03   .9756427  .2156178  .0403754
T 1015  9 .7845962E+07   2673190E-02  .4906E+04  .1433E+03   .9858501  .1676063  .0027845
T 1016  9 .7847926E+07   2672667E-02  .4851E+04  .5056E+02   .9829920  .1836398  .0017810
T 1017  9 .7957252E+07   2673939E-02  .4565E+04 -.4652E+03   .9836106  .1771589 -.0335405
T 1018  9 .7758453E+07   2685833E-02  .4457E+04 -.1105E+03   .9854080  .1701536  .0043410
T 1019  9 .7956987E+07   2677040E-02  .3606E+04  .6105E+03   .9918955  .1253988  .0204546
T 1020  9 .7916390E+07   2668345E-02  .4730E+04 -.7953E+03   .9847320  .1701781 -.0366379
T 1021  9 .7943172E+07   2673269E-02  .4526E+04  .1207E+03   .9897724  .1396208  .0292697
T 1022  9 .8020837E+07   2683141E-02  .4064E+04  .5997E+03   .9865548  .1548081  .0523841
T 1023  9 .7796907E+07   2684785E-02  .5005E+04  .3604E+03   .9822019  .1863875  .0232195
T 1024  9 .7983482E+07   2674082E-02  .4571E+04 -.3565E+03   .9838347  .1745818 -.0398818
T 1025  9 .7800808E+07   2681992E-02  .4846E+04 -.4184E+03   .9848277  .1732041 -.0107089
T 1026  9 .7959659E+07   2661007E-02  .4594E+04 -.1599E+03   .9844618  .1747917 -.0168153
T 1027  9 .7983351E+07   2661113E-02  .4728E+04  .1283E+03   .9841833  .1771343  .0025831
T 1028  9 .7962505E+07   2667804E-02  .4502E+04 -.2274E+03   .9864715  .1609442 -.0311587
T 1029  9 .7818124E+07   2682393E-02  .4576E+04  .4397E+03   .9854621  .1698903  .0013276
T 1030  9 .7927229E+07   2684482E-02  .4652E+04  .3838E+02   .9874697  .1578028  .0013360
T 1031  9 .7922475E+07   2677480E-02  .5124E+04  .3271E+03   .9807449  .1941078  .0214835
T 1032  9 .7918319E+07   2678745E-02  .4674E+04  .5730E+02   .9835873  .1796909  .0163435
T 1033  9 .7928275E+07   2679393E-02  .4660E+04  .3007E+03   .9841732  .1771836  .0030138
T 1034  9 .7953663E+07   2677243E-02  .4585E+04  .2206E+03   .9780892  .2066261  .0254395
T 1035  9 .7807179E+07   2674476E-02  .4399E+04 -.4404E+03   .9876496  .1563910 -.0094936
T 1036  9 .8081271E+07   2665707E-02  .4188E+04 -.1558E+03   .9881752  .1513174 -.0247543
T 1037  9 .7882427E+07   2662049E-02  .4855E+04 -.1110E+03   .9840538  .1777821  .0056220
T 1038  9 .7869423E+07   2670566E-02  .5121E+04 -.5301E+02   .9814992  .1914382  .0032626
T 1039  9 .7875750E+07   2669523E-02  .4945E+04 -.3358E+02   .9703555  .2415893 -.0066984
T 1040  9 .7867907E+07   2664607E-02  .4776E+04  .1566E+03   .9848096  .1736088 -.0031687
T 1041  9 .8052704E+07   2676464E-02  .4791E+04 -.2460E+02   .9821325  .1881899  .0006000
T 1042  9 .8011643E+07   2661419E-02  .4445E+04 -.1772E+02   .9877795  .1557252 -.0064346
T 1043  9 .7907740E+07   2660693E-02  .4912E+04 -.1866E+03   .9837307  .1795137 -.0069763
T 1044  9 .7972308E+07   2668669E-02  .4758E+04  .6404E+02   .9830220  .1830853 -.0121432
T 1045  9 .8003519E+07   2670647E-02  .4868E+04 -.1456E+03   .9833727  .1809640 -.0151695
T 1046  9 .7938085E+07   2662597E-02  .4748E+04  .8895E+02   .9860209  .1665592  .0045727
T 1047  9 .7801446E+07   2666978E-02  .4377E+04 -.2068E+03   .9977294  .0574887  .0350872
T 1048  9 .7960963E+07   2673956E-02  .4698E+04 -.1126E+03   .9830128  .1830068 -.0139386
T 1049  9 .7905228E+07   2667067E-02  .4938E+04 -.6034E+03   .9829426  .1810667 -.0322293
T 1050  9 .7735892E+07   2666922E-02  .5447E+04  .6432E+03   .9687853  .2448555  .0387416
T 1051  9 .7936375E+07   2662023E-02  .4743E+04  .5318E+02   .9796325  .1998207  .0197937
T 1052  9 .7891919E+07   2682206E-02  .4775E+04 -.3692E+02   .9857196  .1683037 -.0055375
T 1053  9 .8028702E+07   2671006E-02  .4615E+04 -.3599E+03   .9839653  .1770061 -.0219336
T 1054  9 .7979336E+07   2665381E-02  .4725E+04  .1085E+03   .9855080  .1689333  .0153491
T 1055  9 .8063707E+07   2670710E-02  .4771E+04  .2297E+03   .9891262  .1464528  .0134476
T 1056  9 .7910696E+07   2677141E-02  .5154E+04 -.2569E+03   .9761197  .2165430 -.0173052
T 1057  9 .8008842E+07   2663663E-02  .5059E+04  .1297E+03   .9816649  .1905415 -.0052909
T 1058  9 .7948641E+07   2669754E-02  .4364E+04  .2656E+03   .9904819  .1309911  .0422730
T 1059  9 .7971357E+07   2684331E-02  .4526E+04 -.1520E+03   .9822554  .1834463 -.0390093
T 1060  9 .7944738E+07   2661359E-02  .4992E+04  .1079E+03   .9762725  .2156998  .0191221
T 1061  9 .7912685E+07   2679918E-02  .4804E+04  .4587E+03   .9803370  .1941522  .0352742
T 1062  9 .7984435E+07   2674494E-02  .4884E+04 -.5374E+03   .9827105  .1735099 -.0646094
T 1063  9 .7935251E+07   2685771E-02  .4715E+04 -.1680E+02   .9873894  .1581350 -.0074491
T 1064  9 .7931972E+07   2683724E-02  .4327E+04 -.2729E+03   .9878391  .1551606 -.0099569
T 1065  9 .7953126E+07   2681519E-02  .4594E+04 -.1116E+04   .9855519  .1627805 -.0467976
T 1066  9 .7934066E+07   2665972E-02  .5092E+04  .5515E+02   .9833084  .1818707  .0052652
T 1067  9 .8039654E+07   2677348E-02  .4698E+04  .1210E+02   .9853165  .1707366 -.0006906
T 1068  9 .7893017E+07   2669767E-02  .4832E+04 -.2017E+03   .9836027  .1800494 -.0103874
T 1069  9 .7932568E+07   2663261E-02  .4784E+04 -.7806E+02   .9859917  .1665306 -.0093762
T 1070  9 .7922194E+07   2664051E-02  .4283E+04 -.1623E+03   .9899108  .1416695 -.0025284
T 1071  9 .8016180E+07   2673305E-02  .4034E+04  .4693E+03   .9894344  .1421209  .0286586
T 1072  9 .7814856E+07   2685251E-02  .4797E+04 -.1389E+03   .9840616  .1777785 -.0042023
T 1073  9 .7878166E+07   2673783E-02  .4870E+04 -.8137E+02   .9851031  .1719329 -.0033141
T 1074  9 .7840238E+07   2671921E-02  .4701E+04  .5934E+03   .9860596  .1464688  .0789521
T 1075  9 .7890817E+07   2678329E-02  .4790E+04  .3998E+03   .9831752  .1811410  .0235459
T 1076  9 .7999552E+07   2675808E-02  .4769E+04  .5896E+03   .9839641  .1748647  .0351717
T 1077  9 .8004370E+07   2671682E-02  .4824E+04 -.9167E+01   .9831333  .1825525  .0111139
T 1078  9 .7898483E+07   2683217E-02  .4799E+04 -.1973E+03   .9848647  .1724091 -.0177921
T 1079  9 .7902103E+07   2670371E-02  .4699E+04  .1405E+03   .9837342  .1789717  .0153653
T 1080  9 .7948088E+07   2685931E-02  .5100E+04  .1207E+03   .9807388  .1950456  .0104186
T 1081  9 .7937704E+07   2674127E-02  .4730E+04  .1367E+02   .9853480  .1705539  .0008308
T 1082  9 .7950798E+07   2686317E-02  .4597E+04  .6440E+02   .9861884  .1656165  .0019077
T 1083  9 .7844800E+07   2662684E-02  .4721E+04  .1899E+03   .9848042  .1732019  .0127170
T 1084  9 .7837284E+07   2679488E-02  .4611E+04  .3661E+03   .9860758  .1630352  .0327715
T 1085  9 .8052693E+07   2679222E-02  .4604E+04 -.2857E+02   .9848928  .1731401  .0029394
T 1086  9 .7923131E+07   2685807E-02  .4241E+04  .1131E+03   .9895258  .1443453  .0017500
T 1087  9 .7780425E+07   2678850E-02  .4496E+04 -.4086E+03   .9854292  .1675140 -.0294672
T 1088  9 .7879453E+07   2660902E-02  .4166E+04  .6494E+03   .9889110  .1473040  .0188807
T 1089  9 .7944144E+07   2664370E-02  .4486E+04 -.1025E+03   .9875022  .1575546 -.0039829
T 1090  9 .7909813E+07   2660495E-02  .4689E+04 -.1487E+03   .9881406  .1535184  .0032040
T 1091  9 .7874103E+07   2685318E-02  .5406E+04 -.1768E+03   .9737549  .2266233 -.0210523
T 1092  9 .7728316E+07   2671263E-02  .4697E+04  .6748E+03   .9847315  .1637824  .0589848
T 1093  9 .7991529E+07   2681699E-02  .4939E+04 -.1507E+03   .9841849  .1769452 -.0083956
T 1094  9 .8051122E+07   2663068E-02  .4240E+04 -.6647E+02   .9895941  .1427793 -.0178222
T 1095  9 .7884511E+07   2670889E-02  .4789E+04  .1561E+03   .9846738  .1743344 -.0049990
T 1096  9 .7915192E+07   2670104E-02  .4788E+04 -.1761E+03   .9818598  .1860566 -.0365269
T 1097  9 .8029771E+07   2682306E-02  .4667E+04  .5557E+03   .9833652  .1797139  .0263765
T 1098  9 .7968742E+07   2670841E-02  .4036E+04 -.9577E+02   .9915485  .1283968 -.0185951
T 1099  9 .7825458E+07   2672125E-02  .4414E+04  .3018E+03   .9844924  .1729243  .0295275
T 1100  9 .7821280E+07   2675276E-02  .4584E+04 -.5223E+02   .9874115  .1581682 -.0011983
T 1101  9 .7904500E+07   2681887E-02  .4782E+04  .1378E+03   .9820611  .1879253  .0154925
T 1102  9 .7971817E+07   2670329E-02  .5092E+04 -.2081E+03   .9780108  .2059422 -.0329048
T 1103  9 .7931427E+07   2679255E-02  .4961E+04 -.9437E+01   .9796771  .2002413 -.0116724
T 1104  9 .7984508E+07   2676008E-02  .4471E+04 -.1706E+03   .9888709  .1468185 -.0240572
T 1105  9 .7891147E+07   2660763E-02  .4901E+04 -.2045E+03   .9794294  .2006012 -.0218452
T 1106  9 .7868108E+07   2678302E-02  .5233E+04  .2910E+03   .9763509  .2153301  .0192862
T 1107  9 .7861229E+07   2685732E-02  .4733E+04  .2683E+02   .9867725  .1618772  .0087065
T 1108  9 .7939813E+07   2667641E-02  .3800E+04  .1322E+03   .9940530  .1087288  .0060587
T 1109  9 .8027026E+07   2686825E-02  .4559E+04  .5034E+02   .9869102  .1612701 -.0004158
T 1110  9 .7897622E+07   2669137E-02  .4450E+04 -.2827E+03   .9888145  .1483886 -.0150580
T 1111  9 .7779030E+07   2674554E-02  .4750E+04 -.3908E+03   .9829665  .1828924 -.0180897
T 1112  9 .7908645E+07   2673217E-02  .5265E+04 -.1267E+03   .9824104  .1844602 -.0290551
T 1113  9 .7937140E+07   2676634E-02  .3268E+04  .1372E+03   .9945179  .1037345  .0131647
T 1114  9 .7869143E+07   2671892E-02  .4694E+04  .1623E+03   .9879504  .1536726  .0184053
T 1115  9 .7944196E+07   2663758E-02  .5153E+04  .6368E+02   .9806422  .1957252  .0056950
T 1116  9 .7879430E+07   2687037E-02  .4326E+04  .6930E+02   .9951844  .0916998  .0346276
T 1117  9 .7941197E+07   2683159E-02  .4845E+04  .3509E+03   .9841327  .1755207  .0259865
T 1118  9 .8039901E+07   2663914E-02  .4756E+04 -.1068E+03   .9846937  .1730222 -.0210151
T 1119  9 .7916706E+07   2666322E-02  .4858E+04  .7126E+02   .9825761  .1857898  .0051441
T 1120  9 .7950907E+07   2673900E-02  .4533E+04  .1285E+03   .9875100  .1575476  .0016750
T 1121  9 .7912167E+07   2667456E-02  .4553E+04  .3558E+03   .9844069  .1755499  .0111934
T 1122  9 .7951426E+07   2664773E-02  .4569E+04  .1958E+03   .9861120  .1650493  .0184885
T 1123  9 .7886005E+07   2674964E-02  .4684E+04  .8882E+02   .9824962  .1861111  .0079969
T 1124  9 .8000610E+07   2664028E-02  .4735E+04 -.4318E+03   .9840724  .1764574 -.0215459
T 1125  9 .7934268E+07   2676265E-02  .4983E+04  .1718E+03   .9791146  .2009906  .0306154
T 1126  9 .7951767E+07   2662402E-02  .4197E+04 -.2267E+03   .9894570  .1428884 -.0236168
T 1127  9 .7847036E+07   2686449E-02  .4801E+04  .1365E+03   .9851784  .1714631 -.0048912
T 1128  9 .7940872E+07   2675288E-02  .4779E+04  .7869E+02   .9811469  .1929279  .0113833
T 1129  9 .8073073E+07   2665604E-02  .4193E+04  .4324E+02   .9864128  .1637480  .0132817
T 1130  9 .7919129E+07   2681842E-02  .4476E+04  .4614E+02   .9866594  .1627958 -.0008218
T 1131  9 .8008909E+07   2683094E-02  .4927E+04 -.3978E+03   .9810174  .1922696 -.0252462
T 1132  9 .7908515E+07   2682438E-02  .4741E+04  .2954E+03   .9824127  .1862984  .0125735
T 1133  9 .7950601E+07   2677294E-02  .4724E+04 -.3462E+03   .9775831  .2035181 -.0539604
T 1134  9 .7995897E+07   2663505E-02  .4370E+04  .5646E+02   .9856043  .1690470  .0026905
T 1135  9 .7995331E+07   2663206E-02  .4549E+04  .2249E+03   .9867012  .1618135  .0153994
T 1136  9 .7953697E+07   2673976E-02  .5022E+04 -.5732E+02   .9844648  .1747326 -.0172510
T 1137  9 .7919470E+07   2683931E-02  .4772E+04  .4403E+03   .9857585  .1658877  .0275933
T 1138  9 .7875196E+07   2675758E-02  .4733E+04 -.1181E+03   .9846593  .1743415 -.0071552
T 1139  9 .7923330E+07   2668789E-02  .5765E+04  .6115E+02   .9756278  .2193461 -.0061316
T 1140  9 .7753851E+07   2679500E-02  .4989E+04 -.2235E+03   .9814342  .1908332 -.0192232
T 1141  9 .7776828E+07   2682611E-02  .4525E+04 -.1070E+03   .9881452  .1532895 -.0084518
T 1142  9 .8094205E+07   2668418E-02  .4841E+04 -.2383E+03   .9836226  .1800962 -.0072112
T 1143  9 .7936023E+07   2680279E-02  .5466E+04  .1381E+03   .9767989  .2137949  .0124756
T 1144  9 .7972684E+07   2666460E-02  .4308E+04  .4202E+03   .9883561  .1499645  .0257473
T 1145  9 .7825113E+07   2677146E-02  .4614E+04  .3766E+03   .9805699  .1952563  .0189090
T 1146  9 .7920495E+07   2674670E-02  .4927E+04 -.7850E+03   .9836659  .1745358 -.0440308
T 1147  9 .7956200E+07   2681034E-02  .4962E+04 -.4426E+03   .9827188  .1832418 -.0261964
T 1148  9 .7970830E+07   2673333E-02  .4416E+04  .5785E+02   .9878891  .1546073  .0131007
T 1149  9 .7964330E+07   2661571E-02  .5181E+04  .1843E+03   .9770484  .2104084  .0332386
T 1150  9 .7884873E+07   2677139E-02  .4477E+04  .7723E+02   .9890271  .1476691 -.0043931
T 1151  9 .7960700E+07   2668078E-02  .4568E+04 -.3955E+03   .9832407  .1816255 -.0158060
T 1152  9 .7955076E+07   2685523E-02  .4126E+04  .4377E+03   .9894905  .1410363  .0318942
T 1153  9 .7801332E+07   2674241E-02  .4887E+04  .3523E+03   .9796151  .1984655  .0310750
T 1154  9 .7955143E+07   2683805E-02  .4864E+04 -.4814E+02   .9865524  .1633649 -.0051260
T 1155  9 .7770500E+07   2680454E-02  .4910E+04  .5011E+03   .9856220  .1675856  .0215478
T 1156  9 .7853571E+07   2671944E-02  .4762E+04  .6916E+03   .9869926  .1556855  .0400956
T 1157  9 .7912503E+07   2671878E-02  .4355E+04  .4451E+02   .9850261  .1724034 -.0008630
T 1158  9 .7843771E+07   2675698E-02  .4364E+04  .3767E+03   .9893292  .1428445  .0286907
T 1159  9 .7880061E+07   2683994E-02  .4635E+04  .1808E+02   .9843657  .1761044 -.0033720
T 1160  9 .7803261E+07   2685002E-02  .4929E+04  .5647E+01   .9802482  .1970453 -.0169305
T 1161  9 .8011607E+07   2661696E-02  .4995E+04 -.2206E+03   .9823627  .1868482 -.0071573
T 1162  9 .7881829E+07   2662045E-02  .4584E+04 -.2732E+03   .9864915  .1611696 -.0293059
T 1163  9 .7941289E+07   2668710E-02  .4872E+04  .1214E+02   .9834092  .1813841  .0024671
T 1164  9 .7850198E+07   2661705E-02  .4882E+04  .1479E+03   .9802082  .1973541  .0155938
T 1165  9 .7938311E+07   2680791E-02  .4716E+04 -.1155E+03   .9849365  .1721757 -.0159891
T 1166  9 .7778857E+07   2681754E-02  .4295E+04 -.2713E+03   .9900039  .1409174 -.0058781
T 1167  9 .7959100E+07   2682886E-02  .4749E+04 -.1971E+03   .9833058  .1818041 -.0075454
T 1168  9 .8005206E+07   2676806E-02  .4548E+04 -.5803E+03   .9899517  .1405467 -.0155675
T 1169  9 .7800577E+07   2671858E-02  .4917E+04  .4096E+03   .9847850  .1703582  .0343003
T 1170  9 .8052442E+07   2662847E-02  .4660E+04 -.3376E+03   .9830845  .1817547 -.0225839
T 1171  9 .7989003E+07   2680459E-02  .5190E+04 -.3817E+03   .9780565  .2078619 -.0141002
T 1172  9 .7877855E+07   2676591E-02  .4932E+04  .6202E+02   .9821193  .1882509 -.0017857
T 1173  9 .8006023E+07   2676423E-02  .4950E+04 -.8959E+02   .9792604  .2025981  .0017251
T 1174  9 .7912146E+07   2678431E-02  .4890E+04  .5778E+03   .9840111  .1752710  .0316590
T 1175  9 .7901759E+07   2682813E-02  .4617E+04  .4794E+02   .9876782  .1564968 -.0006894
T 1176  9 .7923201E+07   2675016E-02  .4870E+04  .1637E+03   .9802000  .1980073 -.0010209
T 1177  9 .8002784E+07   2671836E-02  .4766E+04  .2421E+03   .9848130  .1732639  .0110895
T 1178  9 .7966012E+07   2671388E-02  .4564E+04  .6907E+03   .9886681  .1471167  .0298667
T 1179  9 .7945976E+07   2684227E-02  .4528E+04 -.1620E+03   .9846789  .1742587 -.0064356
T 1180  9 .7951439E+07   2686759E-02  .5120E+04 -.1409E+03   .9804517  .1965851 -.0082904
T 1181  9 .7981685E+07   2685931E-02  .4634E+04  .4259E+02   .9855913  .1690349  .0060757
T 1182  9 .7850729E+07   2664126E-02  .4542E+04  .1551E+03   .9857123  .1678470  .0140927
T 1183  9 .7929534E+07   2686575E-02  .4960E+04  .9979E+02   .9832838  .1820669  .0021692
T 1184  9 .7926109E+07   2669986E-02  .4644E+04  .2339E+03   .9866388  .1625932  .0103630
T 1185  9 .7998992E+07   2662306E-02  .4706E+04 -.1059E+03   .9836496  .1798529 -.0092920
T 1186  9 .7997840E+07   2673849E-02  .4748E+04  .1754E+03   .9867543  .1621504 -.0048215
T 1187  9 .7889955E+07   2681588E-02  .5075E+04 -.2536E+03   .9830348  .1832454 -.0079827
T 1188  9 .7937425E+07   2668471E-02  .4816E+04  .2078E+03   .9828641  .1798978  .0401856
T 1189  9 .7885697E+07   2666950E-02  .4251E+04  .5134E+02   .9873569  .1584231 -.0053285
T 1190  9 .7966115E+07   2677234E-02  .4870E+04 -.5179E+02   .9827934  .1846245 -.0055653
T 1191  9 .7961098E+07   2665181E-02  .4958E+04  .2929E+03   .9870312  .1601211  .0114286
T 1192  9 .7835391E+07   2675020E-02  .4995E+04 -.1334E+03   .9797614  .1985185 -.0256508
T 1193  9 .8025029E+07   2678817E-02  .5008E+04 -.9885E+02   .9842529  .1761373 -.0148963
T 1194  9 .7976964E+07   2675822E-02  .4921E+04  .7317E+02   .9834081  .1797912  .0241601
T 1195  9 .7944668E+07   2675085E-02  .4674E+04  .1500E+03   .9867755  .1620166  .0049650
T 1196  9 .7921258E+07   2664781E-02  .5059E+04  .2677E+03   .9817559  .1892151  .0187871
T 1197  9 .7939106E+07   2660322E-02  .5326E+04  .3950E+03   .9751098  .2199821  .0277247
T 1198  9 .7985990E+07   2683759E-02  .4518E+04  .4023E+03   .9879752  .1510441  .0330246
T 1199  9 .8038257E+07   2685442E-02  .4754E+04 -.2271E+03   .9841898  .1765831 -.0137433
T 1200  9 .8037557E+07   2670048E-02  .4798E+04 -.2891E+03   .9842697  .1732024 -.0348431
T 1201  9 .7965141E+07   2670975E-02  .4443E+04 -.2360E+03   .9892920  .1453138 -.0136103
T 1202  9 .7924170E+07   2662886E-02  .5046E+04 -.1299E+03   .9771703  .2100684 -.0317719
T 1203  9 .7921619E+07   2673982E-02  .4679E+04 -.1577E+02   .9854160  .1700427  .0063925
T 1204  9 .7875714E+07   2682925E-02  .4552E+04 -.5050E+03   .9888906  .1472651 -.0202061
T 1205  9 .7996845E+07   2671159E-02  .4722E+04 -.1772E+03   .9853539  .1685334 -.0259635
T 1206  9 .8016336E+07   2673455E-02  .4632E+04  .1145E+03   .9843367  .1761918  .0061413
T 1207  9 .7956661E+07   2681320E-02  .4491E+04 -.3189E+03   .9858861  .1665960 -.0165615
T 1208  9 .8144945E+07   2669548E-02  .5095E+04 -.4236E+03   .9817856  .1892203 -.0171102
T 1209  9 .7954034E+07   2666780E-02  .5176E+04 -.1513E+03   .9785496  .2057861  .0096364
T 1210  9 .7863398E+07   2686337E-02  .4673E+04 -.1901E+03   .9858707  .1669717 -.0133937
T 1211  9 .7884081E+07   2667448E-02  .4904E+04  .3542E+03   .9824696  .1836349  .0321196
T 1212  9 .7957367E+07   2673907E-02  .5177E+04 -.1328E+03   .9812144  .1926338 -.0105150
T 1213  9 .7978353E+07   2663325E-02  .4606E+04 -.1240E+03   .9851535  .1715351 -.0069501
T 1214  9 .7974699E+07   2667802E-02  .4932E+04 -.2158E+02   .9821886  .1875580  .0112944
T 1215  9 .7943088E+07   2670256E-02  .4494E+04 -.2547E+03   .9872800  .1584895 -.0126225
T 1216  9 .7959622E+07   2670189E-02  .5031E+04 -.1548E+03   .9840462  .1777758 -.0069860
T 1217  9 .7868486E+07   2686287E-02  .5187E+04  .3830E+02   .9767425  .2144145  .0006950
T 1218  9 .8055381E+07   2665239E-02  .4804E+04  .3261E+02   .9859713  .1669148 -.0002974
T 1219  9 .7901760E+07   2670627E-02  .4294E+04 -.5551E+02   .9886429  .1497695  .0124217
T 1220  9 .8010374E+07   2662929E-02  .4576E+04 -.5173E+03   .9858019  .1636179 -.0377345
T 1221  9 .7843162E+07   2680250E-02  .4822E+04  .1337E+03   .9824756  .1855797  .0173765
T 1222  9 .7847910E+07   2681018E-02  .4946E+04 -.6084E+02   .9808006  .1950085  .0013729
T 1223  9 .7898317E+07   2681730E-02  .4827E+04 -.1333E+03   .9822968  .1865912 -.0166354
T 1224  9 .7924533E+07   2682710E-02  .4856E+04 -.3019E+03   .9806663  .1953749 -.0110595
T 1225  9 .8057621E+07   2663622E-02  .4365E+04  .4796E+02   .9887354  .1494901 -.0074108
T 1226  9 .7976802E+07   2666047E-02  .4708E+04  .6494E+03   .9836552  .1747747  .0433152
T 1227  9 .7856296E+07   2672482E-02  .4772E+04 -.4199E+03   .9827051  .1829460 -.0286597
T 1228  9 .7811218E+07   2671222E-02  .5905E+04 -.3283E+03   .9755553  .2196863 -.0054546
T 1229  9 .7914617E+07   2683318E-02  .4212E+04 -.5676E+03   .9890410  .1356702 -.0582374
T 1230  9 .7898387E+07   2664796E-02  .4991E+04 -.1624E+03   .9789925  .2038834 -.0022759
T 1231  9 .7988199E+07   2667596E-02  .3720E+04  .5993E+03   .9929001  .1178660  .0160314
T 1232  9 .7778257E+07   2682950E-02  .4834E+04  .2040E+02   .9838636  .1788312 -.0056432
T 1233  9 .8121647E+07   2664156E-02  .4522E+04 -.5451E+02   .9886125  .1503338 -.0067186
T 1234  9 .7780403E+07   2678528E-02  .4907E+04 -.1806E+03   .9851151  .1718578 -.0036205
T 1235  9 .8046753E+07   2671118E-02  .5362E+04  .6442E+03   .9773371  .2092695  .0319131
T 1236  9 .7915668E+07   2681599E-02  .4718E+04  .1389E+01   .9878301  .1547583 -.0155401
T 1237  9 .7818767E+07   2686569E-02  .4563E+04 -.1398E+03   .9863346  .1647062 -.0039775
T 1238  9 .7966055E+07   2676612E-02  .4930E+04  .2212E+03   .9834720  .1808125  .0094724
T 1239  9 .7927266E+07   2687091E-02  .5249E+04  .1422E+03   .9815505  .1910765  .0069493
T 1240  9 .7949642E+07   2673601E-02  .4867E+04  .3594E+03   .9820724  .1873330  .0209808
T 1241  9 .7902366E+07   2680720E-02  .5063E+04 -.3059E+03   .9827517  .1849245  .0014561
T 1242  9 .7910246E+07   2665714E-02  .4543E+04  .7751E+02   .9873615  .1584833 -.0006307
T 1243  9 .7863806E+07   2675860E-02  .5402E+04  .5781E+02   .9811649  .1931687  .0011449
T 1244  9 .8068672E+07   2686900E-02  .4801E+04 -.3671E+03   .9836287  .1783924 -.0255100
T 1245  9 .7739927E+07   2670753E-02  .4685E+04 -.3006E+03   .9853756  .1683872 -.0260901
T 1246  9 .7933062E+07   2668652E-02  .5341E+04 -.2281E+03   .9739253  .2254618 -.0252274
T 1247  9 .7827972E+07   2680958E-02  .4425E+04  .3222E+03   .9872261  .1593257  .0001476
T 1248  9 .7936756E+07   2674711E-02  .4837E+04  .2474E+03   .9828572  .1840602  .0106603
T 1249  9 .8007174E+07   2667295E-02  .4535E+04  .1341E+03   .9832909  .1820393 -.0007797
T 1250  9 .7974289E+07   2672694E-02  .4556E+04  .1713E+03   .9867090  .1624017  .0055664
T 1251  9 .7948897E+07   2685868E-02  .4997E+04  .2592E+03   .9832703  .1815984  .0141973
T 1252  9 .7970751E+07   2672750E-02  .4858E+04 -.5118E+03   .9827234  .1810362 -.0384783
T 1253  9 .8005405E+07   2677111E-02  .5062E+04  .3758E+03   .9815823  .1895915  .0234807
T 1254  9 .8005947E+07   2682601E-02  .4720E+04  .2992E+03   .9828048  .1845772  .0050901
T 1255  9 .7889914E+07   2681449E-02  .4798E+04 -.3545E+03   .9843681  .1747410 -.0220220
T 1256  9 .7884268E+07   2681045E-02  .4581E+04 -.4362E+03   .9859537  .1654717 -.0226799
T 1257  9 .7945664E+07   2670255E-02  .4693E+04  .1548E+03   .9871127  .1597599  .0092392
T 1258  9 .7983792E+07   2685759E-02  .4905E+04 -.4751E+03   .9819749  .1887640 -.0096667
