============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Graphite (carbon)( 2.13 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  534  9 .8259152E+07   2146642E-02  .1860E+04  .1818E+03   .9957911  .0885195  .0237585
T  535  9 .8329866E+07   2130128E-02  .1942E+04 -.4951E+02   .9956157  .0934954 -.0028176
T  536  9 .8219193E+07   2140891E-02  .1862E+04 -.3444E+02   .9959203  .0902319 -.0009620
T  537  9 .8281488E+07   2147550E-02  .1876E+04  .7822E+02   .9951256  .0984567 -.0056021
T  538  9 .8260781E+07   2150377E-02  .1780E+04  .1675E+03   .9967842  .0799603  .0052503
T  539  9 .8172041E+07   2144089E-02  .1980E+04 -.1662E+03   .9953313  .0962034 -.0077765
T  540  9 .8241723E+07   2149431E-02  .1890E+04 -.2329E+02   .9931860  .1158646 -.0125319
T  541  9 .8283303E+07   2138069E-02  .1819E+04 -.4502E+02   .9980208  .0627985 -.0032898
T  542  9 .8190002E+07   2140066E-02  .2038E+04 -.1811E+02   .9959850  .0893823 -.0049781
T  543  9 .8289403E+07   2143009E-02  .1973E+04  .4389E+02   .9946877  .1027219  .0066801
T  544  9 .8225337E+07   2145402E-02  .1839E+04  .1827E+02   .9955150  .0941699 -.0090533
T  545  9 .8350928E+07   2140457E-02  .1879E+04 -.1294E+03   .9962040  .0866790 -.0080216
T  546  9 .8235363E+07   2138444E-02  .1656E+04 -.9950E+02   .9974887  .0691744 -.0152033
T  547  9 .8364674E+07   2130668E-02  .2064E+04 -.2679E+03   .9936177  .1105063 -.0226332
T  548  9 .8281441E+07   2137714E-02  .2036E+04  .1040E+02   .9946158  .1036257 -.0010237
T  549  9 .8152650E+07   2141712E-02  .1836E+04 -.1071E+03   .9959361  .0888235 -.0148906
T  550  9 .8263757E+07   2143499E-02  .1897E+04  .1790E+02   .9963188  .0853473  .0080476
T  551  9 .8168070E+07   2140699E-02  .2327E+04  .3183E+03   .9930187  .1161571  .0205274
T  552  9 .8280591E+07   2140158E-02  .1865E+04 -.3303E+02   .9966023  .0823226  .0026335
T  553  9 .8305240E+07   2141448E-02  .2005E+04  .6691E+01   .9952962  .0968089 -.0036844
T  554  9 .8275447E+07   2145249E-02  .1825E+04 -.9757E+01   .9966610  .0814979 -.0049905
T  555  9 .8273396E+07   2141727E-02  .1781E+04 -.4090E+03   .9956709  .0879537 -.0300595
T  556  9 .8229004E+07   2138137E-02  .1481E+04 -.1827E+03   .9981620  .0585553 -.0156141
T  557  9 .8208021E+07   2145256E-02  .2125E+04 -.8519E+02   .9944069  .1052913 -.0082817
T  558  9 .8172897E+07   2146265E-02  .1771E+04 -.1109E+03   .9974649  .0709508 -.0054582
T  559  9 .8191985E+07   2138166E-02  .1879E+04 -.1442E+03   .9959496  .0889529 -.0131097
T  560  9 .8377011E+07   2139258E-02  .1959E+04  .1507E+03   .9955683  .0939460  .0042299
T  561  9 .8168456E+07   2138864E-02  .1822E+04 -.8344E+02   .9974371  .0712082 -.0069674
T  562  9 .8177539E+07   2152318E-02  .1825E+04  .1551E+03   .9957788  .0891442  .0218605
T  563  9 .8355076E+07   2138166E-02  .1855E+04 -.9107E+02   .9962859  .0856738 -.0086278
T  564  9 .8298796E+07   2138346E-02  .1884E+04  .2187E+02   .9953828  .0959559 -.0023664
T  565  9 .8212006E+07   2144428E-02  .1862E+04  .4161E+02   .9957552  .0920405  .0002856
T  566  9 .8273477E+07   2143390E-02  .1914E+04 -.1371E+03   .9964881  .0830933 -.0103445
T  567  9 .8354419E+07   2139552E-02  .1911E+04 -.1677E+03   .9953402  .0937133 -.0227109
T  568  9 .8331750E+07   2142001E-02  .1595E+04  .1402E+03   .9982932  .0571186  .0121746
T  569  9 .8309862E+07   2147178E-02  .1832E+04  .1696E+03   .9964672  .0827304  .0144535
T  570  9 .8354871E+07   2138238E-02  .2083E+04 -.1090E+03   .9944229  .1042088 -.0162353
T  571  9 .8281415E+07   2146476E-02  .1713E+04 -.4476E+02   .9987420  .0500598  .0029031
T  572  9 .8250438E+07   2141016E-02  .1655E+04 -.2038E+03   .9970555  .0755245 -.0132823
T  573  9 .8170005E+07   2145942E-02  .1847E+04 -.6322E+02   .9962518  .0859460 -.0097794
T  574  9 .8210708E+07   2150542E-02  .1820E+04 -.1113E+03   .9965782  .0817650 -.0120997
T  575  9 .8239248E+07   2138709E-02  .1831E+04 -.1920E+03   .9965645  .0811935 -.0163349
T  576  9 .8270911E+07   2152274E-02  .2011E+04  .4883E+02   .9950301  .0994002  .0058875
T  577  9 .8272369E+07   2139791E-02  .1751E+04 -.1340E+03   .9967832  .0790150 -.0134115
T  578  9 .8280857E+07   2136224E-02  .2039E+04  .1009E+02   .9938803  .1104500  .0016776
T  579  9 .8253425E+07   2138493E-02  .1885E+04  .4287E+02   .9965021  .0835636 -.0008530
T  580  9 .8208059E+07   2141669E-02  .1721E+04  .1279E+03   .9963070  .0847721  .0136408
T  581  9 .8194719E+07   2138422E-02  .2143E+04 -.1743E+03   .9949785  .0991856 -.0134183
T  582  9 .8314676E+07   2138632E-02  .1714E+04 -.6552E+02   .9975899  .0692034  .0050196
T  583  9 .8254094E+07   2146762E-02  .1816E+04  .3243E+02   .9961567  .0875674  .0019266
T  584  9 .8437935E+07   2140270E-02  .1829E+04 -.5394E+01   .9969237  .0783777  .0002969
T  585  9 .8238538E+07   2142079E-02  .2035E+04  .1053E+03   .9950432  .0992822  .0056647
T  586  9 .8283178E+07   2139560E-02  .1884E+04  .9652E+02   .9958323  .0909127  .0072696
T  587  9 .8202794E+07   2142295E-02  .1904E+04  .1033E+02   .9957906  .0915233  .0049479
T  588  9 .8180500E+07   2136272E-02  .1581E+04  .2577E+03   .9970928  .0760236  .0051377
T  589  9 .8199199E+07   2142440E-02  .2116E+04 -.1204E+03   .9937812  .1109067 -.0099343
T  590  9 .8304575E+07   2137098E-02  .1837E+04  .1563E+02   .9965083  .0834511 -.0026491
T  591  9 .8274879E+07   2136557E-02  .1737E+04  .2355E+03   .9956757  .0910134  .0186115
T  592  9 .8120221E+07   2150216E-02  .2067E+04  .6473E+03   .9930985  .1033419  .0554591
T  593  9 .8220763E+07   2136762E-02  .1885E+04  .1083E+01   .9953630  .0961400  .0031128
T  594  9 .8227854E+07   2144005E-02  .1929E+04 -.6925E+02   .9975937  .0690670 -.0060448
T  595  9 .8218710E+07   2146652E-02  .1981E+04 -.1123E+03   .9955593  .0939709 -.0055858
T  596  9 .8165150E+07   2146376E-02  .1636E+04  .5322E+03   .9951396  .0612971  .0770698
T  597  9 .8292926E+07   2145126E-02  .1898E+04 -.1944E+02   .9952919  .0969142  .0013192
T  598  9 .8210976E+07   2140892E-02  .1947E+04  .5877E+03   .9934129  .0938262  .0657827
T  599  9 .8146511E+07   2140208E-02  .1863E+04  .3504E+02   .9955437  .0942252  .0037937
T  600  9 .8286631E+07   2138096E-02  .1794E+04  .2352E+02   .9968334  .0795093 -.0012133
T  601  9 .8266127E+07   2143952E-02  .1872E+04  .9223E+01   .9957456  .0916111  .0099077
T  602  9 .8244621E+07   2139917E-02  .2079E+04 -.1197E+03   .9941580  .1079046 -.0025399
T  603  9 .8114184E+07   2147764E-02  .1810E+04  .1055E+02   .9962469  .0859850  .0099336
T  604  9 .8282018E+07   2138238E-02  .1861E+04 -.5903E+02   .9968576  .0789367 -.0066228
T  605  9 .8304211E+07   2141720E-02  .1788E+04  .1336E+03   .9967095  .0801501  .0120895
T  606  9 .8289751E+07   2148762E-02  .2195E+04 -.9852E+02   .9949734  .1001027 -.0027350
T  607  9 .8253313E+07   2140184E-02  .1640E+04  .8762E+02   .9977084  .0661716  .0141180
T  608  9 .8275550E+07   2130602E-02  .1869E+04 -.9285E+02   .9956966  .0925986 -.0037056
T  609  9 .8372650E+07   2146394E-02  .1984E+04  .9064E+02   .9934530  .1141070  .0055406
T  610  9 .8323934E+07   2139364E-02  .1807E+04  .1161E+03   .9953028  .0968103 -.0004193
T  611  9 .8162124E+07   2138378E-02  .1907E+04 -.3886E+02   .9960230  .0888744 -.0062862
T  612  9 .8183965E+07   2148608E-02  .1813E+04 -.3690E+02   .9971534  .0752791 -.0042508
T  613  9 .8334055E+07   2141395E-02  .1859E+04 -.1279E+03   .9960185  .0871622 -.0187068
T  614  9 .8216836E+07   2146160E-02  .1895E+04  .6195E+02   .9964314  .0844055 -.0005101
T  615  9 .8354785E+07   2142725E-02  .1670E+04  .1957E+02   .9975981  .0692531  .0014154
T  616  9 .8344163E+07   2138552E-02  .1826E+04  .1992E+03   .9964639  .0828909  .0137433
T  617  9 .8283855E+07   2147225E-02  .2098E+04 -.4258E+02   .9936930  .1114986 -.0119315
T  618  9 .8221170E+07   2136842E-02  .1718E+04  .3554E+02   .9966178  .0821744 -.0005920
T  619  9 .8373297E+07   2140953E-02  .1795E+04 -.5979E+02   .9969959  .0772066 -.0061826
T  620  9 .8219864E+07   2148606E-02  .1830E+04 -.9859E+01   .9964172  .0845076 -.0033523
T  621  9 .8317003E+07   2146976E-02  .1975E+04 -.4645E+02   .9961505  .0872651 -.0083042
T  622  9 .8291589E+07   2137704E-02  .1840E+04 -.4151E+01   .9968642  .0791236  .0010687
T  623  9 .8256169E+07   2145916E-02  .1726E+04 -.2885E+02   .9978496  .0655433  .0004565
T  624  9 .8231864E+07   2136686E-02  .1993E+04  .3045E+02   .9959169  .0869757  .0241832
T  625  9 .8288856E+07   2150385E-02  .2084E+04  .9735E+02   .9948877  .1009808  .0011658
T  626  9 .8295425E+07   2147387E-02  .1782E+04 -.8973E+02   .9970305  .0768088 -.0055221
T  627  9 .8281953E+07   2137107E-02  .1829E+04  .7998E+02   .9969815  .0776239  .0015790
T  628  9 .8297151E+07   2141760E-02  .2024E+04 -.1409E+03   .9941951  .1070652 -.0106371
T  629  9 .8188435E+07   2142101E-02  .1759E+04  .5539E+02   .9976227  .0689124 -.0000512
T  630  9 .8100083E+07   2148012E-02  .1819E+04  .2494E+02   .9964906  .0834448  .0065910
T  631  9 .8284517E+07   2140197E-02  .1899E+04  .1024E+03   .9956635  .0928510  .0057416
T  632  9 .8290760E+07   2147575E-02  .1839E+04 -.1483E+02   .9959042  .0901285  .0071910
T  633  9 .8243874E+07   2145675E-02  .1919E+04 -.4386E+02   .9957671  .0918656  .0029461
T  634  9 .8220964E+07   2149700E-02  .1927E+04  .2518E+02   .9946022  .1033239  .0095211
T  635  9 .8191723E+07   2136683E-02  .2149E+04  .2170E+03   .9941445  .1077003  .0087980
T  636  9 .8105907E+07   2141991E-02  .1701E+04 -.7845E+02   .9971594  .0738441 -.0148418
T  637  9 .8216569E+07   2141176E-02  .1977E+04  .5878E+02   .9941383  .1075770  .0107852
T  638  9 .8248403E+07   2140573E-02  .2268E+04  .1354E+03   .9929945  .1159395  .0228030
T  639  9 .8287867E+07   2144434E-02  .1963E+04  .1331E+03   .9959612  .0891417  .0107219
T  640  9 .8215793E+07   2145619E-02  .2186E+04 -.5216E+01   .9935282  .1132547 -.0086708
T  641  9 .8264988E+07   2146156E-02  .1738E+04  .6554E+02   .9969793  .0774292  .0060796
T  642  9 .8270939E+07   2145301E-02  .1816E+04  .1566E+03   .9963258  .0844029  .0145306
T  643  9 .8219796E+07   2137956E-02  .1850E+04 -.7969E+02   .9963482  .0853191 -.0032952
T  644  9 .8230834E+07   2137882E-02  .2026E+04 -.2388E+02   .9949146  .1002527 -.0097142
T  645  9 .8241740E+07   2143101E-02  .2076E+04  .7057E+02   .9944871  .1043348  .0104731
T  646  9 .8253758E+07   2143119E-02  .1690E+04 -.8545E+02   .9973453  .0722072 -.0094080
T  647  9 .8334380E+07   2145356E-02  .1763E+04 -.6727E+02   .9969940  .0760376 -.0148748
T  648  9 .8304995E+07   2151002E-02  .2010E+04  .5639E+02   .9944724  .1049553  .0030107
T  649  9 .8268149E+07   2146256E-02  .1877E+04 -.6229E+02   .9951785  .0971245 -.0136592
T  650  9 .8298348E+07   2149118E-02  .2105E+04  .6993E+02   .9930428  .1177115  .0031589
T  651  9 .8276577E+07   2145880E-02  .1779E+04 -.2208E+02   .9968742  .0789148  .0037866
T  652  9 .8164711E+07   2151444E-02  .1727E+04  .3029E+03   .9968872  .0769636  .0171021
T  653  9 .8194752E+07   2140349E-02  .1955E+04  .6402E+02   .9958853  .0904386  .0057657
T  654  9 .8293614E+07   2138160E-02  .1892E+04  .6890E+02   .9966357  .0818463  .0043011
T  655  9 .8258236E+07   2138736E-02  .1932E+04 -.4191E+02   .9955923  .0935909  .0060649
T  656  9 .8293835E+07   2137392E-02  .1894E+04  .3818E+02   .9964316  .0842990 -.0042239
T  657  9 .8232361E+07   2141996E-02  .1792E+04 -.8258E+02   .9966985  .0811344  .0030359
T  658  9 .8364759E+07   2142430E-02  .1735E+04 -.1031E+03   .9974619  .0709173 -.0063593
T  659  9 .8174299E+07   2151315E-02  .2040E+04  .2033E+03   .9950971  .0863749  .0481773
T  660  9 .8286253E+07   2149054E-02  .1880E+04  .1988E+02   .9955477  .0942470 -.0015377
T  661  9 .8264315E+07   2139178E-02  .1789E+04 -.1401E+03   .9960837  .0872674 -.0142003
T  662  9 .8278940E+07   2142395E-02  .1900E+04 -.1817E+03   .9963250  .0850705 -.0099776
T  663  9 .8239003E+07   2147259E-02  .1739E+04  .6610E+03   .9968350  .0723920  .0328553
T  664  9 .8180625E+07   2136488E-02  .1750E+04 -.1724E+03   .9964639  .0812372 -.0214519
T  665  9 .8211635E+07   2138508E-02  .2019E+04  .9142E+01   .9949381  .1004824  .0012447
T  666  9 .8257554E+07   2141174E-02  .1902E+04  .1060E+03   .9963591  .0844418  .0117558
T  667  9 .8235735E+07   2140947E-02  .1846E+04  .3935E+02   .9963916  .0845106 -.0078588
T  668  9 .8275738E+07   2143755E-02  .1779E+04 -.7041E+02   .9963761  .0845293 -.0094609
T  669  9 .8197840E+07   2143296E-02  .1966E+04  .1058E+03   .9951638  .0977264  .0099281
T  670  9 .8288051E+07   2149504E-02  .1721E+04 -.4484E+02   .9971335  .0753664 -.0066832
T  671  9 .8182191E+07   2137268E-02  .1842E+04 -.4937E+02   .9961225  .0879732 -.0008595
T  672  9 .8373418E+07   2143408E-02  .1660E+04 -.1347E+03   .9968882  .0777589 -.0129396
T  673  9 .8204647E+07   2145122E-02  .1776E+04 -.5065E+02   .9971576  .0746002 -.0105650
T  674  9 .8203681E+07   2132628E-02  .2255E+04  .2083E+03   .9972803  .0588022  .0444325
T  675  9 .8306179E+07   2137594E-02  .1905E+04 -.3685E+03   .9955169  .0908533 -.0263002
T  676  9 .8352626E+07   2130046E-02  .2016E+04 -.6445E+02   .9961164  .0869533 -.0138302
T  677  9 .8277472E+07   2148437E-02  .1897E+04 -.2320E+02   .9967159  .0796849  .0144097
T  678  9 .8199376E+07   2146892E-02  .2037E+04  .4646E+02   .9959961  .0893315 -.0034106
T  679  9 .8205981E+07   2145599E-02  .1856E+04 -.6523E+02   .9967397  .0806535  .0022160
T  680  9 .8276342E+07   2151773E-02  .1798E+04 -.5321E+02   .9963647  .0850858 -.0042285
T  681  9 .8312825E+07   2138036E-02  .1949E+04  .2022E+03   .9962592  .0853964  .0132300
T  682  9 .8211923E+07   2142652E-02  .1784E+04  .5419E+02   .9970912  .0715947  .0261412
T  683  9 .8256396E+07   2151554E-02  .1809E+04 -.2386E+00   .9971513  .0748508 -.0093105
T  684  9 .8355925E+07   2131920E-02  .1839E+04 -.8653E+02   .9956602  .0923579 -.0114360
T  685  9 .8270518E+07   2145155E-02  .1611E+04  .3613E+01   .9975290  .0702533  .0006200
T  686  9 .8347313E+07   2131032E-02  .1869E+04 -.5044E+02   .9968616  .0790911 -.0034122
T  687  9 .8111136E+07   2141903E-02  .1955E+04 -.1201E+03   .9953639  .0954133 -.0121273
T  688  9 .8323110E+07   2138362E-02  .1863E+04 -.6078E+02   .9961054  .0876912 -.0091824
T  689  9 .8207941E+07   2144976E-02  .2030E+04 -.2493E+02   .9954282  .0949650 -.0102177
T  690  9 .8176380E+07   2143917E-02  .2071E+04 -.1156E+03   .9941260  .1082211  .0012731
T  691  9 .8236723E+07   2145901E-02  .1979E+04  .5393E+02   .9952988  .0964556  .0087537
T  692  9 .8171989E+07   2136294E-02  .1949E+04  .1715E+02   .9950279  .0993819  .0065416
T  693  9 .8256615E+07   2146161E-02  .2027E+04 -.1028E+03   .9947656  .1010101 -.0154409
T  694  9 .8220605E+07   2138826E-02  .1729E+04  .8291E+01   .9969976  .0771970 -.0060358
T  695  9 .8319597E+07   2139307E-02  .1737E+04 -.1089E+03   .9964137  .0839809 -.0103444
T  696  9 .8245573E+07   2140862E-02  .2010E+04  .3744E+03   .9949877  .0993641  .0112357
T  697  9 .8252011E+07   2141717E-02  .1936E+04  .3202E+03   .9965780  .0798590  .0213274
T  698  9 .8258285E+07   2138199E-02  .1908E+04  .9478E+02   .9950175  .0938962  .0335206
T  699  9 .8231012E+07   2138917E-02  .1959E+04 -.4906E+02   .9962081  .0866832 -.0074532
T  700  9 .8328563E+07   2145926E-02  .1927E+04  .8076E+01   .9961763  .0867746 -.0101489
T  701  9 .8211339E+07   2139523E-02  .1829E+04  .1464E+02   .9966766  .0814537 -.0010596
T  702  9 .8208519E+07   2141140E-02  .1757E+04 -.1587E+03   .9968714  .0790189 -.0018320
T  703  9 .8274544E+07   2146337E-02  .1805E+04 -.2040E+03   .9958446  .0887837 -.0202731
T  704  9 .8231534E+07   2137902E-02  .1909E+04 -.9400E+02   .9969277  .0781117 -.0058060
T  705  9 .8239064E+07   2143414E-02  .1874E+04 -.1142E+03   .9961915  .0866650 -.0095767
T  706  9 .8178172E+07   2149271E-02  .1841E+04  .1721E+02   .9961509  .0869328 -.0112251
T  707  9 .8279712E+07   2145812E-02  .1959E+04 -.1107E+03   .9960480  .0877669 -.0136125
T  708  9 .8420379E+07   2140469E-02  .1768E+04 -.3189E+02   .9962055  .0866845 -.0077663
T  709  9 .8332063E+07   2139236E-02  .2010E+04  .1728E+03   .9953656  .0960068  .0054770
T  710  9 .8228788E+07   2140454E-02  .1963E+04 -.4620E+02   .9957904  .0916589  .0001943
T  711  9 .8351115E+07   2141553E-02  .1339E+04  .1810E+03   .9977470  .0652939  .0154158
T  712  9 .8209957E+07   2141913E-02  .1823E+04  .1416E+03   .9969133  .0780168  .0087946
T  713  9 .8242309E+07   2141874E-02  .1861E+04  .1198E+02   .9965236  .0831932  .0044375
T  714  9 .8207231E+07   2150601E-02  .1801E+04  .3791E+02   .9967004  .0810511  .0043703
T  715  9 .8223536E+07   2136717E-02  .2066E+04 -.6722E+01   .9948771  .1010874 -.0009066
T  716  9 .8213296E+07   2142273E-02  .1799E+04  .2706E+03   .9960403  .0877016  .0145675
T  717  9 .8258663E+07   2140469E-02  .1910E+04 -.1044E+03   .9964553  .0836538 -.0088832
T  718  9 .8264755E+07   2141077E-02  .2020E+04 -.6015E+02   .9945270  .1044798 -.0000604
T  719  9 .8225346E+07   2144947E-02  .1894E+04 -.9419E+02   .9968151  .0796692  .0035169
T  720  9 .8212153E+07   2144435E-02  .1990E+04  .5119E+02   .9955184  .0945450  .0020823
T  721  9 .8289550E+07   2146624E-02  .1780E+04  .6109E+02   .9963973  .0847371  .0034689
T  722  9 .8243931E+07   2143125E-02  .2136E+04  .1802E+03   .9915994  .1258796  .0297494
T  723  9 .8271862E+07   2150087E-02  .1890E+04  .1386E+01   .9963540  .0853142 -.0003602
T  724  9 .8214495E+07   2141227E-02  .1898E+04 -.1361E+03   .9961644  .0866902 -.0118887
T  725  9 .8273342E+07   2138238E-02  .1793E+04  .1251E+03   .9966697  .0804817  .0131253
T  726  9 .8239144E+07   2138654E-02  .1902E+04  .4897E+02   .9961182  .0880251  .0001860
T  727  9 .8297122E+07   2138228E-02  .2054E+04  .3946E+02   .9950094  .0997728  .0012694
T  728  9 .8308479E+07   2147451E-02  .1969E+04 -.2305E+02   .9957460  .0918587 -.0072047
T  729  9 .8267868E+07   2146177E-02  .1874E+04  .4598E+02   .9961694  .0868199  .0104315
T  730  9 .8213403E+07   2147809E-02  .9832E+03  .4333E+03   .9987493  .0435582  .0245464
T  731  9 .8117652E+07   2139168E-02  .1668E+04  .5810E+02   .9975866  .0693233 -.0039122
T  732  9 .8212168E+07   2142250E-02  .1845E+04  .5661E+02   .9963523  .0852030  .0047500
T  733  9 .8307113E+07   2139466E-02  .1862E+04 -.5404E+02   .9966324  .0819240 -.0035132
T  734  9 .8254759E+07   2140629E-02  .1820E+04 -.3733E+02   .9952228  .0971809 -.0093529
T  735  9 .8295435E+07   2143707E-02  .1675E+04 -.9216E+01   .9979765  .0635708 -.0013007
T  736  9 .8218446E+07   2149624E-02  .1909E+04  .1214E+03   .9958047  .0899046  .0170351
T  737  9 .8130423E+07   2150478E-02  .2091E+04  .1398E+03   .9943508  .1054903  .0117620
T  738  9 .8325112E+07   2141087E-02  .1913E+04  .2686E+02   .9957427  .0919129  .0069656
T  739  9 .8310852E+07   2138043E-02  .1844E+04  .2820E+02   .9961353  .0877253  .0043274
T  740  9 .8291467E+07   2130129E-02  .1740E+04  .6570E+02   .9974235  .0714350  .0065890
T  741  9 .8318783E+07   2137873E-02  .1611E+04 -.4784E+02   .9984912  .0547150 -.0046518
T  742  9 .8334644E+07   2144363E-02  .2104E+04 -.1716E+03   .9942384  .1065378 -.0118227
T  743  9 .8287152E+07   2141323E-02  .2161E+04  .1457E+02   .9939954  .1093423  .0041703
T  744  9 .8234700E+07   2146401E-02  .1739E+04  .4393E+02   .9973921  .0692578  .0203073
T  745  9 .8298413E+07   2149770E-02  .1873E+04 -.5264E+02   .9966970  .0811928  .0016510
T  746  9 .8329489E+07   2142095E-02  .1887E+04  .6932E+02   .9953112  .0945734  .0202840
T  747  9 .8245961E+07   2137107E-02  .1813E+04 -.2100E+03   .9947578  .0913583 -.0459410
T  748  9 .8244062E+07   2144348E-02  .1976E+04 -.1451E+02   .9943747  .1056211  .0079517
T  749  9 .8232578E+07   2149572E-02  .1915E+04  .1296E+03   .9960471  .0880919  .0114024
T  750  9 .8173031E+07   2144022E-02  .1866E+04 -.8780E+02   .9960537  .0879897 -.0116100
T  751  9 .8233291E+07   2138733E-02  .2066E+04 -.1119E+01   .9950434  .0994373 -.0009275
T  752  9 .8373935E+07   2139536E-02  .1913E+04  .3800E+02   .9960774  .0884862 -.0002160
T  753  9 .8217544E+07   2138767E-02  .1939E+04  .1222E+03   .9956655  .0925132  .0095692
T  754  9 .8298015E+07   2139276E-02  .1880E+04 -.4260E+02   .9964084  .0845962 -.0037203
T  755  9 .8290147E+07   2138565E-02  .2018E+04  .8115E+02   .9950125  .0996985 -.0032218
T  756  9 .8209897E+07   2138643E-02  .1621E+04  .7832E+02   .9978639  .0652656  .0028196
T  757  9 .8218935E+07   2139854E-02  .1797E+04 -.6560E+02   .9963051  .0856472 -.0063752
T  758  9 .8230928E+07   2141801E-02  .1851E+04 -.6394E+02   .9960518  .0881777 -.0102710
T  759  9 .8163363E+07   2148478E-02  .1558E+04 -.3731E+03   .9979053  .0513667 -.0393248
T  760  9 .8283391E+07   2147494E-02  .1892E+04  .2302E+02   .9957736  .0917861 -.0032018
T  761  9 .8312306E+07   2144679E-02  .1747E+04  .1632E+01   .9968387  .0794503 -.0004027
T  762  9 .8321825E+07   2141026E-02  .2040E+04  .7012E+02   .9946257  .1035216 -.0017352
T  763  9 .8109069E+07   2147508E-02  .2047E+04  .1934E+03   .9948417  .1006312  .0127772
T  764  9 .8246096E+07   2137271E-02  .1814E+04 -.2295E+02   .9963485  .0853631 -.0016517
T  765  9 .8232908E+07   2145459E-02  .1594E+04 -.4741E+02   .9979429  .0638763 -.0054655
T  766  9 .8258066E+07   2141421E-02  .2095E+04  .3626E+03   .9939552  .1051915  .0314289
T  767  9 .8269685E+07   2146682E-02  .1885E+04 -.2800E+02   .9960268  .0890158 -.0025987
T  768  9 .8252191E+07   2136612E-02  .1913E+04 -.5107E+02   .9955642  .0931137 -.0134816
T  769  9 .8328101E+07   2142221E-02  .1570E+04 -.6752E+02   .9976731  .0677185 -.0079177
T  770  9 .8315121E+07   2140892E-02  .1734E+04  .3693E+02   .9974921  .0707633 -.0014693
T  771  9 .8326670E+07   2142479E-02  .2033E+04 -.1051E+03   .9944196  .1034430 -.0207155
T  772  9 .8274356E+07   2151706E-02  .1816E+04 -.1221E+02   .9962461  .0865651  .0004353
T  773  9 .8261825E+07   2139875E-02  .1830E+04 -.8074E+02   .9962975  .0855015 -.0089900
T  774  9 .8234164E+07   2131635E-02  .1904E+04  .6764E+02   .9961976  .0867396  .0081573
T  775  9 .8341115E+07   2144734E-02  .1785E+04 -.4090E+02   .9974474  .0711369 -.0061823
T  776  9 .8335089E+07   2138424E-02  .1831E+04  .5265E+02   .9977102  .0676109  .0017721
T  777  9 .8230860E+07   2138018E-02  .1912E+04  .7627E+02   .9959210  .0882074  .0189944
T  778  9 .8168595E+07   2141918E-02  .1936E+04 -.5947E+01   .9955751  .0937713 -.0060886
T  779  9 .8193754E+07   2138348E-02  .2059E+04  .4022E+02   .9938104  .1101724  .0142453
T  780  9 .8193871E+07   2151986E-02  .1888E+04  .4374E+02   .9966522  .0815842 -.0053394
T  781  9 .8244871E+07   2140147E-02  .1812E+04  .1008E+03   .9971462  .0746277  .0114043
T  782  9 .8223708E+07   2142668E-02  .1676E+04 -.4155E+03   .9974980  .0644003 -.0291598
T  783  9 .8251456E+07   2139592E-02  .1767E+04 -.1783E+02   .9969639  .0778550  .0012483
T  784  9 .8224111E+07   2146637E-02  .1747E+04 -.6345E+02   .9968912  .0782917 -.0088524
T  785  9 .8244530E+07   2147645E-02  .1893E+04 -.8000E+02   .9971571  .0734245 -.0169301
T  786  9 .8266344E+07   2140326E-02  .1657E+04  .2205E+03   .9974831  .0663947  .0248852
T  787  9 .8225578E+07   2136373E-02  .1957E+04 -.3351E+03   .9959317  .0874082 -.0219075
T  788  9 .8266693E+07   2142218E-02  .1766E+04 -.9060E+02   .9963588  .0845465 -.0109992
T  789  9 .8278168E+07   2147007E-02  .1882E+04 -.4935E+02   .9957931  .0915397 -.0040829
T  790  9 .8328786E+07   2145653E-02  .1979E+04  .7353E+02   .9952907  .0968385  .0043190
T  791  9 .8283558E+07   2140771E-02  .1837E+04 -.1760E+02   .9964124  .0846278  .0007303
T  792  9 .8258880E+07   2142260E-02  .1962E+04  .1218E+03   .9955202  .0945360 -.0015834
T  793  9 .8279114E+07   2140060E-02  .2314E+04  .1233E+03   .9936279  .1122693  .0099641
T  794  9 .8168364E+07   2148364E-02  .1734E+04  .1258E+03   .9972799  .0731636  .0089344
T  795  9 .8255144E+07   2137812E-02  .2055E+04 -.1191E+03   .9947029  .1019635 -.0130208
T  796  9 .8254821E+07   2147301E-02  .1910E+04  .4959E+02   .9958927  .0905409 -.0001561
T  797  9 .8260780E+07   2132098E-02  .2048E+04 -.6658E+02   .9942147  .1073137  .0045698
T  798  9 .8167256E+07   2138293E-02  .1655E+04 -.1563E+03   .9973648  .0708474 -.0156208
T  799  9 .8172233E+07   2141706E-02  .1883E+04  .3399E+03   .9959282  .0853632  .0289834
