============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(500 keV) ==> Layer 1(  271 A) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  641  2 .4592664E+06   2710628E-04  .5995E+03 -.5657E+01   .3336318  .9427024  .0014332
T  642  2 .4668427E+06   2713673E-04  .4847E+03 -.1399E+00   .4653498  .8851178 -.0040112
T  643  2 .4683470E+06   2725870E-04  .4705E+03 -.2740E+01   .5221817  .8527924 -.0084461
T  644  2 .4588931E+06   2726889E-04  .4657E+03  .1941E+02   .4869781  .8721874  .0462767
T  645  2 .4704451E+06   2712951E-04  .4591E+03  .4707E+01   .5272631  .8496883 -.0048337
T  646  2 .4712604E+06   2719730E-04  .4642E+03  .9847E+01   .5305650  .8469232  .0349561
T  647  2 .4786168E+06   2726355E-04  .4224E+03 -.5114E+02   .5573592  .8219031 -.1175841
T  648  2 .4608352E+06   2722226E-04  .4677E+03 -.9678E+00   .5124871  .8585072  .0179552
T  649  2 .4737774E+06   2713638E-04  .4854E+03 -.6415E+01   .4614100  .8863854 -.0377072
T  650  2 .4707505E+06   2720597E-04  .4612E+03  .5274E+01   .5154813  .8545883  .0629110
T  651  2 .4701285E+06   2725674E-04  .4577E+03 -.2041E+00   .5313022  .8471807 -.0016880
T  652  2 .4643188E+06   2719137E-04  .4584E+03  .1509E+02   .5366796  .8427887 -.0410146
T  653  2 .4629783E+06   2717371E-04  .4600E+03  .1616E+01   .5167697  .8557938  .0237902
T  654  2 .4587876E+06   2711095E-04  .4864E+03  .1763E+01   .4720883  .8815500 -.0014634
T  655  2 .4637069E+06   2717555E-04  .4661E+03  .8085E-01   .5102822  .8573509  .0675386
T  656  2 .4621255E+06   2725329E-04  .4689E+03  .7410E+00   .4965932  .8679810  .0020408
T  657  2 .4597622E+06   2722262E-04  .4705E+03  .3448E-01   .4791600  .8769444  .0370716
T  658  2 .4664177E+06   2730578E-04  .4826E+03  .5828E+01   .4768436  .8787144  .0219363
T  659  2 .4652591E+06   2713801E-04  .4682E+03  .3583E+01   .5208324  .8536075  .0093756
T  660  2 .4687360E+06   2710486E-04  .4597E+03  .1112E+02   .5357819  .8436477  .0345864
T  661  2 .4611522E+06   2722442E-04  .4503E+03  .9772E+00   .5414991  .8406916  .0040277
T  662  2 .4673985E+06   2711264E-04  .4565E+03 -.2053E+01   .5267625  .8496273 -.0255860
T  663  2 .4748100E+06   2727852E-04  .4316E+03  .6806E+01   .5592341  .8280108  .0406862
T  664  2 .4544740E+06   2711184E-04  .4528E+03  .3027E+01   .5555723  .8312980  .0168245
T  665  2 .4622059E+06   2715842E-04  .4629E+03  .5496E+01   .4770185  .8776992  .0457977
T  666  2 .4647571E+06   2710955E-04  .4770E+03  .7076E+01   .4794335  .8772031  .0256563
T  667  2 .4682468E+06   2713399E-04  .4693E+03 -.1245E+02   .4946553  .8655903 -.0779073
T  668  2 .4735425E+06   2716791E-04  .4716E+03 -.5452E+01   .5028344  .8640644 -.0234578
T  669  2 .4640943E+06   2720321E-04  .4677E+03 -.2674E+02   .4960253  .8638948 -.0874338
T  670  2 .4588497E+06   2724279E-04  .4652E+03  .3267E+01   .5056753  .8623392  .0257607
T  671  2 .4687754E+06   2711011E-04  .4775E+03  .3350E+01   .5019611  .8627600 -.0606646
T  672  2 .4620891E+06   2719288E-04  .4726E+03 -.1934E+01   .4893736  .8717064 -.0253255
T  673  2 .4702485E+06   2713952E-04  .4890E+03 -.1067E+02   .4613113  .8844039 -.0708635
T  674  2 .4676199E+06   2716432E-04  .4942E+03  .9286E+00   .4016843  .9136152 -.0629039
T  675  2 .4677555E+06   2714391E-04  .4831E+03  .7046E+01   .4768103  .8785728  .0276008
T  676  2 .4703262E+06   2720981E-04  .4580E+03  .4055E+01   .5051193  .8628409 -.0189787
T  677  2 .4573016E+06   2719902E-04  .4304E+03  .2380E+02   .5597717  .8167276  .1400418
T  678  2 .4743290E+06   2712159E-04  .4502E+03 -.1079E+02   .5422321  .8380627 -.0602928
T  679  2 .4633985E+06   2715837E-04  .4689E+03 -.6358E+01   .5105029  .8598465 -.0071310
T  680  2 .4541405E+06   2723232E-04  .4616E+03 -.1257E+01   .5295126  .8482173 -.0119975
T  681  2 .4642693E+06   2729911E-04  .4640E+03  .5356E+01   .5247500  .8510862  .0170199
T  682  2 .4578170E+06   2729688E-04  .4518E+03 -.1987E+01   .5442343  .8389072 -.0066168
T  683  2 .4688172E+06   2715388E-04  .4601E+03  .1469E+02   .5009262  .8593747  .1027033
T  684  2 .4676502E+06   2712349E-04  .4702E+03  .1916E+02   .5066887  .8590161  .0731972
T  685  2 .4671001E+06   2729126E-04  .5102E+03 -.6916E+01   .4130089  .9083360 -.0659496
T  686  2 .4725387E+06   2715122E-04  .4542E+03 -.3924E+01   .5402136  .8390911 -.0639950
T  687  2 .4708884E+06   2716389E-04  .4111E+03 -.5515E+02   .5815409  .8092037 -.0836639
T  688  2 .4742964E+06   2716030E-04  .4687E+03  .6641E+01   .4970836  .8664751  .0461386
T  689  2 .4680901E+06   2714590E-04  .4272E+03 -.2318E+01   .5954358  .8032075  .0177153
T  690  2 .4605550E+06   2727548E-04  .5438E+03 -.1586E+02   .3704083  .9262640 -.0695175
T  691  2 .4583064E+06   2713859E-04  .4661E+03  .1386E+02   .4941020  .8656885  .0802912
T  692  2 .4709262E+06   2721236E-04  .4646E+03  .2916E+01   .5957057  .8032018  .0012586
T  693  2 .4619440E+06   2716617E-04  .4638E+03  .4506E+01   .5152287  .8566473  .0263595
T  694  2 .4699279E+06   2718468E-04  .4080E+03 -.3411E+02   .5574039  .8192299 -.1347708
T  695  2 .4640632E+06   2726037E-04  .4723E+03  .6501E+01   .4973106  .8669685  .0323698
T  696  2 .4659324E+06   2717650E-04  .4922E+03 -.8439E+00   .4465744  .8917327  .0733766
T  697  2 .4674402E+06   2714400E-04  .4802E+03  .2109E+01   .4840236  .8737995  .0468562
T  698  2 .4583568E+06   2719306E-04  .3952E+03  .5132E+02   .6252588  .7595227  .1793786
T  699  2 .4609080E+06   2725295E-04  .4670E+03 -.1194E+02   .4882357  .8723561 -.0249153
T  700  2 .4620103E+06   2722962E-04  .4460E+03 -.7831E+01   .6772501  .7356799  .0103656
T  701  2 .4732987E+06   2714266E-04  .4831E+03 -.4503E+01   .4789750  .8768562 -.0413068
T  702  2 .4646824E+06   2723910E-04  .4588E+03 -.2325E+01   .5550410  .8317408  .0116915
T  703  2 .4593104E+06   2731448E-04  .4705E+03 -.1375E+01   .4976027  .8670948  .0231995
T  704  2 .4581089E+06   2716701E-04  .4808E+03  .5258E+01   .4873154  .8728108  .0269273
T  705  2 .4631299E+06   2716227E-04  .4938E+03  .2081E+01   .4515278  .8922563  .0011625
T  706  2 .4770158E+06   2715783E-04  .4568E+03 -.1006E+02   .5218449  .8447601 -.1185675
T  707  2 .4711377E+06   2710659E-04  .4695E+03  .5370E+01   .5001098  .8652461  .0352035
T  708  2 .4536627E+06   2726816E-04  .4821E+03  .8835E+01   .4778339  .8776953  .0364116
T  709  2 .4688724E+06   2712663E-04  .4617E+03  .1668E+01   .5334081  .8451219 -.0352804
T  710  2 .4661600E+06   2716546E-04  .4562E+03 -.3470E+01   .5297493  .8480025 -.0160421
T  711  2 .4632531E+06   2724009E-04  .4777E+03  .1784E+01   .5057362  .8626206 -.0107956
T  712  2 .4601022E+06   2710027E-04  .4694E+03 -.1146E+02   .5009815  .8613212 -.0845182
T  713  2 .4680326E+06   2712144E-04  .4947E+03  .1081E+02   .3480721  .9372121  .0218923
T  714  2 .4656860E+06   2710746E-04  .4666E+03 -.2006E+02   .4636099  .8816460 -.0881258
T  715  2 .4633693E+06   2719317E-04  .5062E+03 -.7277E+01   .5216955  .8501585  .0711641
T  716  2 .4649947E+06   2712221E-04  .4938E+03  .1510E+02   .4721801  .8810379  .0286036
T  717  2 .4722985E+06   2715005E-04  .4692E+03 -.5543E+01   .5047006  .8617174 -.0521582
T  718  2 .4658382E+06   2711986E-04  .4644E+03 -.6766E+01   .5218230  .8522388 -.0372796
T  719  2 .4609795E+06   2728168E-04  .4659E+03  .1478E+02   .5033262  .8487310  .1622294
T  720  2 .4750016E+06   2712453E-04  .3748E+03  .1144E+02   .7565788  .6524441  .0436478
T  721  2 .4677741E+06   2714776E-04  .4775E+03 -.8974E+00   .4861536  .8737892  .0121243
T  722  2 .4734452E+06   2714635E-04  .3738E+03  .2142E+02   .6046522  .7953147  .0432473
T  723  2 .4727285E+06   2729249E-04  .4864E+03  .5711E+00   .4918191  .8706085  .0124386
T  724  2 .4698723E+06   2710567E-04  .4761E+03 -.4363E+01   .4932573  .8694045  .0288620
T  725  2 .4602616E+06   2711946E-04  .4812E+03  .3473E+00   .4826351  .8758083 -.0048179
T  726  2 .4614273E+06   2714893E-04  .4817E+03  .4633E+01   .4908821  .8710530  .0173588
T  727  2 .4687068E+06   2719642E-04  .4750E+03 -.9020E+01   .4820730  .8759160 -.0194098
T  728  2 .4673315E+06   2731646E-04  .4564E+03  .1400E+02   .5908148  .7940126  .1431150
T  729  2 .4636254E+06   2711473E-04  .4752E+03 -.7003E+00   .4204696  .9058773  .0509077
T  730  2 .4619806E+06   2711445E-04  .4544E+03 -.6336E+01   .5438764  .8387510 -.0263671
T  731  2 .4568829E+06   2722966E-04  .4867E+03  .2659E+01   .4720878  .8814599  .0127096
T  732  2 .4643981E+06   2722459E-04  .4734E+03 -.1205E+02   .5003079  .8646194 -.0461006
T  733  2 .4643048E+06   2728807E-04  .4716E+03 -.5376E+01   .5066840  .8534066  .1223458
T  734  2 .4671711E+06   2719885E-04  .4777E+03 -.1018E+02   .4890545  .8712961 -.0408514
T  735  2 .4693149E+06   2723717E-04  .4429E+03 -.2016E+02   .5722604  .8183177 -.0536114
T  736  2 .4579560E+06   2719749E-04  .4870E+03  .8158E+01   .4826028  .8758204 -.0057583
T  737  2 .4626167E+06   2715801E-04  .4249E+03 -.1944E+02   .5993865  .7952840 -.0908798
T  738  2 .4726254E+06   2716972E-04  .4484E+03  .2332E+02   .5501301  .8324220  .0665618
T  739  2 .4692513E+06   2713561E-04  .4657E+03 -.3907E+01   .5073386  .8617378 -.0039360
T  740  2 .4716429E+06   2720581E-04  .4744E+03  .1159E+01   .5367602  .8420778 -.0528541
T  741  2 .4664629E+06   2722760E-04  .4625E+03 -.5126E+02   .5012035  .8523780 -.1491535
T  742  2 .4602508E+06   2721342E-04  .4807E+03  .3034E+01   .4987546  .8665269  .0193637
T  743  2 .4610113E+06   2712466E-04  .4653E+03 -.3766E+01   .5177986  .8553094 -.0181763
T  744  2 .4630899E+06   2717906E-04  .4596E+03  .2572E+02   .5108920  .8543957  .0948542
T  745  2 .4728975E+06   2710905E-04  .4765E+03  .2452E+00   .4965737  .8678293  .0169382
T  746  2 .4665697E+06   2721113E-04  .4606E+03  .1961E+02   .5507054  .8295207  .0928384
T  747  2 .4515207E+06   2712519E-04  .5370E+03  .6181E+01   .4231697  .9060443 -.0033269
T  748  2 .4657844E+06   2721698E-04  .4521E+03 -.1961E+02   .5266634  .8486619 -.0489761
T  749  2 .4605827E+06   2728599E-04  .4674E+03  .7585E+01   .3565992  .9264228  .1207390
T  750  2 .4679027E+06   2713599E-04  .4657E+03 -.6384E+01   .4963919  .8670194 -.0432723
T  751  2 .4681237E+06   2716367E-04  .5053E+03 -.4423E+01   .4567815  .8885985  .0417536
T  752  2 .4746643E+06   2720755E-04  .3665E+03  .5598E+02   .6012076  .7799470  .1738737
T  753  2 .4582235E+06   2715280E-04  .5080E+03 -.2486E+00   .3567792  .9327107 -.0525297
T  754  2 .4673434E+06   2714334E-04  .4609E+03 -.5793E+01   .5182569  .8548136 -.0265225
T  755  2 .4661199E+06   2714924E-04  .4581E+03  .1106E+00   .5301470  .8477095 -.0182430
T  757  2 .4563078E+06   2729234E-04  .4774E+03 -.1193E+00   .4574086  .8892185 -.0082363
T  758  2 .4639879E+06   2730768E-04  .4911E+03 -.7012E+01   .4603781  .8873761 -.0248130
T  759  2 .4632278E+06   2719565E-04  .4929E+03  .1584E+02   .4626297  .8827671  .0818297
T  760  2 .4686720E+06   2719529E-04  .4643E+03 -.5497E+01   .5368514  .8431658 -.0293591
T  761  2 .4682117E+06   2736370E-04  .4501E+03 -.1350E+01   .5435775  .8393182 -.0082779
T  762  2 .4717640E+06   2716812E-04  .4439E+03 -.2037E+02   .5711489  .8163191 -.0860935
T  763  2 .4612091E+06   2719869E-04  .4651E+03  .1343E+01   .6196436  .7814532 -.0732988
T  764  2 .4649623E+06   2729325E-04  .4764E+03  .5967E+01   .5070630  .8617009 -.0189400
T  765  2 .4665509E+06   2715646E-04  .4603E+03  .4378E+00   .5465394  .8372588  .0170996
T  766  2 .4718290E+06   2712315E-04  .3877E+03  .2474E+02   .6104892  .7908511  .0430980
T  767  2 .4732295E+06   2715856E-04  .4619E+03 -.9739E+00   .5142191  .8573135 -.0243385
T  768  2 .4648838E+06   2726775E-04  .4666E+03  .2639E+01   .5175209  .8555975  .0111821
T  769  2 .4585873E+06   2722944E-04  .4946E+03 -.4154E+01   .4907520  .8712786 -.0060026
T  770  2 .4547747E+06   2716611E-04  .4541E+03 -.6726E+01   .5525233  .8332398 -.0207243
T  771  2 .4595054E+06   2724456E-04  .4592E+03  .1177E+02   .5562017  .8265835  .0860196
T  772  2 .4683644E+06   2723254E-04  .4898E+03  .9000E+00   .4654565  .8850628 -.0037541
T  773  2 .4724584E+06   2722984E-04  .4797E+03 -.4799E+01   .4556572  .8901552 -.0004973
T  774  2 .4648333E+06   2720934E-04  .4519E+03  .2548E+02   .5039345  .8448592  .1796191
T  775  2 .4711724E+06   2714204E-04  .4670E+03  .4114E+01   .5245644  .8509829 -.0256958
T  776  2 .4621018E+06   2722486E-04  .4665E+03  .6708E+01   .5025865  .8643842  .0157106
T  777  2 .4718244E+06   2713318E-04  .4667E+03  .1159E+02   .5010199  .8641928  .0463661
T  778  2 .4667255E+06   2710161E-04  .4637E+03  .6626E+00   .5046336  .8630723 -.0212408
T  779  2 .4641265E+06   2735620E-04  .4870E+03 -.7443E+00   .4794948  .8773679  .0176174
T  780  2 .4708238E+06   2725476E-04  .4699E+03  .8660E+01   .5096002  .8602542  .0164441
T  781  2 .4749483E+06   2713529E-04  .4117E+03  .2491E-01   .5793972  .8143594  .0334299
T  782  2 .4630256E+06   2720367E-04  .4509E+03 -.7167E+01   .5521015  .8330177 -.0355724
T  783  2 .4649322E+06   2712985E-04  .4876E+03  .3580E+01   .4619308  .8863959  .0303688
T  784  2 .4607000E+06   2710900E-04  .4616E+03 -.1961E+01   .5226725  .8525134  .0058674
T  785  2 .4604349E+06   2725647E-04  .5098E+03 -.7397E+01   .4132994  .9047310 -.1031766
T  786  2 .4693773E+06   2716761E-04  .4591E+03  .2322E+02   .5123385  .8573922  .0488657
T  787  2 .4635398E+06   2720302E-04  .5186E+03 -.4427E+00   .3975565  .9175758  .0018737
T  788  2 .4653640E+06   2725724E-04  .4844E+03 -.1438E+02   .4788640  .8749613 -.0716379
T  789  2 .4612757E+06   2711446E-04  .4632E+03  .9384E+00   .4867437  .8735116 -.0076202
T  790  2 .4671338E+06   2726292E-04  .5002E+03  .4127E+01   .4521106  .8908617  .0442874
T  791  2 .4608300E+06   2725865E-04  .4860E+03  .4152E+01   .4901221  .8716456 -.0037740
T  792  2 .4592015E+06   2720254E-04  .4672E+03  .3609E+01   .5045982  .8628590 -.0292407
T  793  2 .4666464E+06   2723805E-04  .4920E+03 -.8005E+01   .4471810  .8935238 -.0405507
T  794  2 .4694373E+06   2718657E-04  .4628E+03  .6090E+01   .5082558  .8610109  .0183363
T  795  2 .4529238E+06   2715617E-04  .5905E+03 -.2271E+02   .2878316  .9521251 -.1030084
T  796  2 .4728452E+06   2720184E-04  .4866E+03 -.1314E+02   .5124274  .8582328 -.0292332
T  797  2 .4685666E+06   2720579E-04  .4585E+03 -.6515E+01   .5333545  .8457443 -.0157955
T  798  2 .4639133E+06   2727637E-04  .4613E+03  .1088E+01   .5233927  .8520897 -.0017898
T  799  2 .4602712E+06   2721025E-04  .4341E+03 -.5970E+01   .7306123  .6668500 -.1466857
T  800  2 .4597535E+06   2710857E-04  .4568E+03 -.2774E+02   .5259385  .8393519 -.1373939
T  801  2 .4735607E+06   2723904E-04  .4653E+03 -.1549E+02   .5189637  .8510548 -.0798908
T  802  2 .4713953E+06   2717487E-04  .4669E+03 -.5216E+01   .5070649  .8618659 -.0085041
T  803  2 .4623785E+06   2716942E-04  .4621E+03 -.8012E+01   .5158744  .8361847 -.1861955
T  804  2 .4667872E+06   2730011E-04  .4758E+03  .1806E+02   .4980768  .8658678  .0468229
T  805  2 .4641262E+06   2722442E-04  .4729E+03  .5990E+01   .4976486  .8667672  .0325649
T  806  2 .4624970E+06   2721322E-04  .4649E+03  .8105E+01   .4900414  .8714297  .0216711
T  807  2 .4730450E+06   2719598E-04  .4590E+03 -.3072E+01   .5128311  .8582508 -.0202467
T  808  2 .4640198E+06   2728479E-04  .4387E+03  .2928E+02   .5752453  .8036843  .1522643
T  809  2 .4545295E+06   2731173E-04  .5464E+03  .3743E+02   .4652001  .8792779  .1022710
T  810  2 .4604104E+06   2721905E-04  .4693E+03 -.4253E+01   .5080372  .8604947 -.0380411
T  811  2 .4587389E+06   2719186E-04  .4636E+03  .1462E-01   .4913434  .8693611 -.0528491
T  812  2 .4630583E+06   2714994E-04  .4777E+03 -.1466E+01   .4860918  .8739058  .0018437
T  813  2 .4704988E+06   2717991E-04  .4804E+03  .1211E+02   .4706919  .8795020  .0701812
T  814  2 .4659250E+06   2735856E-04  .4527E+03 -.9760E+01   .5005130  .8649212 -.0373916
T  815  2 .4659826E+06   2719643E-04  .4700E+03 -.1428E+02   .5442655  .8369691 -.0570772
T  816  2 .4735386E+06   2722121E-04  .4675E+03 -.3438E+01   .5135396  .8576069 -.0280636
T  817  2 .4760951E+06   2710401E-04  .4547E+03 -.3297E+01   .5236110  .8519563 -.0014270
T  818  2 .4632355E+06   2732043E-04  .4835E+03  .5027E+02   .4973238  .8242360  .2707471
T  819  2 .4589240E+06   2728731E-04  .4686E+03  .2517E+01   .5590483  .8290245  .0135463
T  820  2 .4681426E+06   2722361E-04  .4391E+03 -.2216E+02   .5285644  .8478837 -.0413876
T  821  2 .4583614E+06   2728640E-04  .4596E+03 -.6165E+01   .5398965  .8416623 -.0107839
T  822  2 .4600472E+06   2719076E-04  .4712E+03  .8083E+01   .4979094  .8669721  .0211094
T  823  2 .4611336E+06   2712587E-04  .4587E+03 -.7874E+00   .4837253  .8749598 -.0213356
T  824  2 .4650863E+06   2721063E-04  .4637E+03 -.5408E+01   .6074691  .7591369 -.2338642
T  825  2 .4702388E+06   2720576E-04  .4888E+03 -.8617E+02   .4729287  .8645355 -.1700495
T  826  2 .4603426E+06   2728757E-04  .4604E+03  .1369E+01   .5426186  .8398502 -.0147229
T  827  2 .4671612E+06   2714389E-04  .4635E+03 -.6156E+01   .5037626  .8625178 -.0478144
T  828  2 .4553207E+06   2721047E-04  .4627E+03  .4928E+01   .5315648  .8470005  .0053965
T  829  2 .4634623E+06   2712850E-04  .4950E+03 -.1601E+02   .4223104  .8962447 -.1356446
T  830  2 .4665104E+06   2710952E-04  .4778E+03 -.4915E+01   .4763127  .8792607 -.0051836
T  831  2 .4643010E+06   2719118E-04  .4671E+03 -.9607E+01   .5019195  .8634700 -.0499634
T  832  2 .4657907E+06   2713634E-04  .4641E+03 -.9067E+01   .5189949  .8536713 -.0434691
T  833  2 .4760862E+06   2713753E-04  .4101E+03  .1464E+02   .5866561  .8058587  .0801643
T  834  2 .4656656E+06   2716219E-04  .4788E+03  .9143E+01   .5102918  .8591237  .0388415
T  835  2 .4690584E+06   2716529E-04  .4635E+03  .1531E+01   .4921579  .8659885  .0885687
T  836  2 .4684765E+06   2710771E-04  .4922E+03  .1075E+02   .4371430  .8987708  .0334222
T  837  2 .4686254E+06   2710213E-04  .4866E+03 -.1401E+01   .4551169  .8904021  .0072617
T  838  2 .4557269E+06   2721033E-04  .5672E+03 -.2337E+02   .3389794  .9340896 -.1121147
T  839  2 .4530860E+06   2715746E-04  .5839E+03  .2191E+02   .3667856  .9300547  .0216020
T  840  2 .4652546E+06   2730365E-04  .4743E+03 -.1251E+02   .4984556  .8644045 -.0659305
T  841  2 .4636967E+06   2719364E-04  .4135E+03  .3443E+01   .5925062  .8041813  .0472108
T  842  2 .4648834E+06   2717893E-04  .4513E+03  .4073E+01   .5370866  .8434776  .0091419
T  843  2 .4660369E+06   2713926E-04  .4569E+03 -.8350E+01   .5130142  .8572925 -.0431969
T  844  2 .4742140E+06   2716424E-04  .4694E+03  .6263E+01   .4974313  .8671497  .0247696
T  845  2 .4626451E+06   2723077E-04  .4880E+03  .9776E+01   .4879016  .8716608  .0464697
T  846  2 .4715189E+06   2711736E-04  .4299E+03  .1800E+02   .5464201  .8336364  .0804696
T  847  2 .4678516E+06   2726922E-04  .4652E+03  .2992E+01   .4943220  .8686750  .0323975
T  848  2 .4699750E+06   2723397E-04  .4488E+03 -.2359E+01   .5734656  .8189208 -.0224940
T  849  2 .4701906E+06   2710100E-04  .4824E+03  .2901E+01   .5497040  .8350706 -.0219676
T  850  2 .4628249E+06   2725069E-04  .4204E+03  .6390E-01   .5704005  .8212825  .0117629
T  851  2 .4673719E+06   2726260E-04  .4824E+03  .6975E+01   .4720918  .8810669  .0291642
T  852  2 .4682400E+06   2713955E-04  .4774E+03 -.7343E+01   .4884372  .8721716 -.0273101
T  853  2 .4582508E+06   2723084E-04  .4806E+03 -.7472E+01   .5270049  .8494104  .0277088
T  854  2 .4671925E+06   2714068E-04  .4788E+03  .8006E+01   .4922100  .8699406  .0305390
T  855  2 .4682916E+06   2715438E-04  .4703E+03 -.2311E+01   .4852994  .8739966  .0247874
T  856  2 .4661331E+06   2715619E-04  .4565E+03 -.4094E+00   .5145764  .8573110  .0151353
T  857  2 .4620336E+06   2724404E-04  .4486E+03 -.1076E+02   .5535659  .8315535 -.0456461
T  858  2 .4668691E+06   2721128E-04  .4840E+03 -.1072E+00   .4989214  .8666466 -.0010165
T  859  2 .4543678E+06   2723467E-04  .4421E+03 -.1084E+02   .5558793  .8287295 -.0648505
T  860  2 .4621562E+06   2712748E-04  .4850E+03  .1835E+01   .4698658  .8827378 -.0001188
T  861  2 .4677796E+06   2729074E-04  .4936E+03  .2401E+01   .4581424  .8888749  .0026332
T  862  2 .4606997E+06   2722252E-04  .4784E+03  .9631E+01   .4857221  .8737121  .0264791
T  863  2 .4625535E+06   2712009E-04  .4480E+03 -.7714E+01   .5614362  .8267045 -.0367302
T  864  2 .4651610E+06   2731066E-04  .4933E+03 -.3891E+01   .4518185  .8910377 -.0437244
T  865  2 .4656173E+06   2711991E-04  .4320E+03  .6048E+01   .5102789  .8595866  .0269492
T  866  2 .4620749E+06   2719540E-04  .4717E+03 -.4968E+01   .4997066  .8661386 -.0098564
T  867  2 .4719343E+06   2721441E-04  .4380E+03 -.1303E+00   .6156577  .7874151 -.0307098
T  868  2 .4643028E+06   2721047E-04  .4685E+03 -.7855E+01   .5174771  .8542754 -.0493057
T  869  2 .4659984E+06   2728382E-04  .4301E+03 -.1794E+02   .8639400  .2397868 -.4428430
T  870  2 .4546113E+06   2721743E-04  .4549E+03 -.9726E+01   .5371043  .8431801 -.0237974
T  871  2 .4707022E+06   2715757E-04  .4825E+03  .3601E+01   .4935345  .8695844  .0157079
T  872  2 .4729840E+06   2719827E-04  .4994E+03  .1529E+02   .4296832  .9016775  .0484764
T  873  2 .4557986E+06   2721217E-04  .4755E+03  .4109E+01   .5015630  .8647191  .0263723
T  874  2 .4575613E+06   2726551E-04  .4719E+03  .1141E+02   .5167736  .8542874  .0560185
T  875  2 .4678373E+06   2711294E-04  .4635E+03 -.5100E+00   .5173401  .8555368  .0203956
T  876  2 .4674263E+06   2731984E-04  .4892E+03 -.5038E+01   .5171089  .8557930  .0147205
T  877  2 .4427861E+06   2718670E-04  .6775E+03 -.2410E+02   .2474162  .9643883 -.0934903
T  878  2 .4696561E+06   2734512E-04  .4711E+03 -.5803E+01   .5258883  .8503280 -.0195900
T  879  2 .4653391E+06   2719018E-04  .4839E+03 -.3680E+01   .5060954  .8624241 -.0095964
T  880  2 .4644661E+06   2720302E-04  .4623E+03 -.3708E+00   .4996547  .8637084  .0659772
T  881  2 .4654463E+06   2728517E-04  .4810E+03  .1578E+02   .4797724  .8761280  .0470972
T  882  2 .4723540E+06   2719988E-04  .4753E+03  .6078E+01   .4891059  .8714964  .0356291
T  883  2 .4692754E+06   2718337E-04  .4708E+03 -.6605E+01   .5064093  .8617195 -.0314491
T  884  2 .4653543E+06   2727440E-04  .4729E+03  .6592E+01   .5006708  .8656284 -.0040321
T  885  2 .4655319E+06   2717998E-04  .4598E+03  .4326E+01   .5439956  .8380391 -.0419428
T  886  2 .4694301E+06   2733058E-04  .5069E+03 -.1852E+02   .4413325  .8960298 -.0485414
T  887  2 .4562397E+06   2714526E-04  .4650E+03  .1110E+02   .5189058  .8542006  .0328345
T  888  2 .4652043E+06   2721514E-04  .4532E+03  .3856E+01   .5225696  .8521981  .0260642
T  889  2 .4698264E+06   2718078E-04  .4525E+03 -.3612E+01   .5368354  .8436861  .0012634
T  890  2 .4652030E+06   2722770E-04  .4666E+03  .7662E+01   .5303677  .8477672  .0009326
T  891  2 .4580236E+06   2714208E-04  .4779E+03 -.2080E+02   .4779166  .8755483 -.0707878
T  892  2 .4618296E+06   2713026E-04  .4717E+03 -.4681E+01   .5691052  .8210605 -.0444860
T  893  2 .4600516E+06   2724643E-04  .4834E+03  .4841E+01   .4964355  .8673365  .0357656
T  894  2 .4621565E+06   2724023E-04  .5412E+03 -.1966E+02   .4257819  .9001126 -.0922340
T  895  2 .4596511E+06   2721900E-04  .4687E+03 -.7134E+01   .4953562  .8683061 -.0258219
T  896  2 .4599739E+06   2717723E-04  .4993E+03  .3233E+02   .4526066  .8917103 -.0001177
T  897  2 .4628824E+06   2710382E-04  .4728E+03  .2207E+01   .5259994  .8489071  .0517827
T  898  2 .4636701E+06   2712196E-04  .4750E+03 -.3185E+00   .4907100  .8713198  .0023592
T  899  2 .4568594E+06   2722753E-04  .4691E+03  .7194E+01   .5037727  .8615402  .0629407
T  900  2 .4705289E+06   2727978E-04  .5054E+03  .2489E+02   .4196975  .8935170  .1596290
T  901  2 .4673631E+06   2711690E-04  .4675E+03  .3861E+00   .5085150  .8605647  .0289993
T  902  2 .4697468E+06   2718562E-04  .4696E+03  .3217E+01   .4946701  .8688505  .0200071
T  903  2 .4635332E+06   2718527E-04  .4930E+03 -.1882E+01   .4876775  .8724449 -.0317880
T  904  2 .4636180E+06   2715291E-04  .4736E+03  .3116E+01   .4906284  .8713446  .0065135
T  906  2 .4586082E+06   2716596E-04  .5249E+03  .9212E+01   .4108849  .9116835  .0025964
T  907  2 .4623455E+06   2732139E-04  .4973E+03 -.2783E+01   .4433052  .8963610  .0041718
T  908  2 .4633345E+06   2724107E-04  .4850E+03  .1690E+01   .4831994  .8752265  .0222913
