============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Aluminium( 2.66 um) ======================
T 1002  9 .7902209E+07   2663601E-02  .2468E+04  .7253E+02   .9942348  .1071929  .0026074
T 1003  9 .7975619E+07   2662745E-02  .2316E+04  .1336E+03   .9961871  .0871298 -.0044453
T 1004  9 .8016207E+07   2661037E-02  .2498E+04  .2942E+03   .9944502  .0995127  .0341468
T 1005  9 .7977042E+07   2673316E-02  .2207E+04  .1402E+03   .9967386  .0797282  .0124691
T 1006  9 .7966097E+07   2674392E-02  .2241E+04 -.1228E+02   .9967887  .0800316  .0026848
T 1007  9 .8023189E+07   2667894E-02  .2249E+04 -.1645E+03   .9965888  .0814028 -.0135783
T 1008  9 .8034643E+07   2665700E-02  .2156E+04  .3476E+03   .9970082  .0737717  .0230754
T 1009  9 .8024089E+07   2672128E-02  .3602E+04 -.4008E+03   .9850629  .1604794 -.0624295
T 1010  9 .7958707E+07   2678349E-02  .2094E+04  .1684E+03   .9971966  .0723138  .0192269
T 1011  9 .7911988E+07   2681941E-02  .2071E+04 -.6644E+02   .9966879  .0811858 -.0046959
T 1012  9 .8104962E+07   2660575E-02  .2722E+04 -.4682E+02   .9917801  .1272313 -.0135774
T 1013  9 .8013419E+07   2664564E-02  .1344E+04 -.1728E+03   .9986416  .0520555 -.0022776
T 1014  9 .7988742E+07   2678645E-02  .2521E+04  .2590E+03   .9970364  .0769077 -.0018780
T 1015  9 .7962886E+07   2684877E-02  .2598E+04 -.7295E+01   .9932648  .1152591 -.0118471
T 1016  9 .8003218E+07   2668162E-02  .2286E+04 -.3419E+03   .9955963  .0868369 -.0353191
T 1017  9 .8108891E+07   2669293E-02  .2411E+04 -.2141E+03   .9959248  .0862611 -.0263198
T 1018  9 .7991214E+07   2676069E-02  .2573E+04 -.1017E+03   .9932486  .1160029 -.0007456
T 1019  9 .7917355E+07   2673712E-02  .2826E+04 -.8233E+03   .9928846  .1095220 -.0467458
T 1020  9 .7993693E+07   2676347E-02  .2246E+04  .4572E+03   .9959339  .0873747  .0219413
T 1021  9 .7944396E+07   2685927E-02  .2619E+04  .2679E+02   .9939015  .1100363 -.0072009
T 1022  9 .7948458E+07   2680759E-02  .2436E+04  .2735E+02   .9955054  .0946932 -.0014988
T 1023  9 .8070241E+07   2679172E-02  .2676E+04 -.3004E+02   .9949589  .1001957  .0042002
T 1024  9 .8066203E+07   2660808E-02  .2740E+04  .1798E+02   .9947700  .1017148  .0093171
T 1025  9 .7970347E+07   2686701E-02  .2510E+04  .2888E+03   .9957176  .0915471  .0128714
T 1026  9 .7972826E+07   2660799E-02  .2397E+04  .5506E+03   .9954976  .0879732  .0352887
T 1027  9 .8006044E+07   2661934E-02  .2271E+04 -.2882E+03   .9948021  .1014170 -.0091270
T 1028  9 .7951065E+07   2680008E-02  .2160E+04 -.1301E+02   .9969791  .0776706 -.0001726
T 1029  9 .7965133E+07   2669873E-02  .2252E+04 -.2277E+03   .9962737  .0839694 -.0196931
T 1030  9 .7908403E+07   2678937E-02  .2065E+04 -.2853E+03   .9976059  .0678228 -.0135111
T 1031  9 .7955844E+07   2673568E-02  .2491E+04 -.8535E+02   .9975382  .0688951  .0130787
T 1032  9 .7949206E+07   2668993E-02  .2945E+04  .3305E+03   .9917627  .1260398  .0228176
T 1033  9 .8082345E+07   2676011E-02  .2360E+04 -.4312E+02   .9965183  .0809217 -.0200743
T 1034  9 .7868858E+07   2681798E-02  .2167E+04  .3582E+02   .9964581  .0840801 -.0013543
T 1035  9 .7981472E+07   2684829E-02  .2080E+04 -.2798E+03   .9973048  .0669169 -.0300874
T 1036  9 .7943659E+07   2682759E-02  .1982E+04  .2500E+03   .9986032  .0416625  .0324941
T 1037  9 .8061719E+07   2672103E-02  .2166E+04 -.3694E+01   .9976737  .0674556 -.0098446
T 1038  9 .8060478E+07   2680817E-02  .2430E+04 -.4818E+03   .9948643  .0991155 -.0205202
T 1039  9 .8125794E+07   2670229E-02  .2444E+04 -.6913E+03   .9959460  .0843251 -.0313199
T 1040  9 .7915832E+07   2687311E-02  .2417E+04  .6522E+02   .9966735  .0801082  .0149897
T 1041  9 .7989147E+07   2680798E-02  .2527E+04 -.6727E+02   .9946124  .1036565  .0012531
T 1042  9 .7894927E+07   2680419E-02  .2321E+04  .4952E+02   .9959311  .0901097  .0012533
T 1043  9 .8111053E+07   2666293E-02  .2385E+04  .1091E+03   .9960266  .0890555  .0001941
T 1044  9 .8115491E+07   2682666E-02  .2159E+04  .1249E+01   .9969170  .0775757  .0117671
T 1045  9 .7953607E+07   2667415E-02  .2652E+04  .7533E+02   .9931848  .1163623 -.0066128
T 1046  9 .8088909E+07   2673577E-02  .2206E+04  .7745E+01   .9959295  .0901010 -.0024845
T 1047  9 .7991901E+07   2670776E-02  .2190E+04 -.4306E+03   .9942539  .0957329 -.0478991
T 1048  9 .7868861E+07   2685668E-02  .2928E+04  .3966E+03   .9945266  .1001987  .0296158
T 1049  9 .8013108E+07   2675735E-02  .2136E+04  .4591E+02   .9973567  .0720417 -.0094703
T 1050  9 .7973173E+07   2685792E-02  .2873E+04  .6386E+02   .9929996  .1180011  .0052539
T 1051  9 .3693452E+07   2668676E-02  .5532E+04  .1579E+05   .7822620  .2033395  .5888287
T 1052  9 .8029545E+07   2664666E-02  .2402E+04 -.3906E+03   .9951276  .0951387 -.0258787
T 1053  9 .8047861E+07   2673833E-02  .2164E+04  .2926E+03   .9956893  .0908833  .0185236
T 1054  9 .7963980E+07   2676278E-02  .2701E+04 -.6763E+02   .9850539  .1722355 -.0019577
T 1055  9 .7976292E+07   2679251E-02  .2374E+04 -.2238E+03   .9953606  .0953996 -.0124976
T 1056  9 .8195582E+07   2660337E-02  .2165E+04  .3655E+02   .9976684  .0678818  .0070633
T 1057  9 .7967903E+07   2673892E-02  .2330E+04 -.1596E+02   .9964039  .0842929 -.0085966
T 1058  9 .8082613E+07   2663896E-02  .2282E+04 -.8482E+02   .9963682  .0842572 -.0122959
T 1059  9 .7975890E+07   2660293E-02  .2456E+04 -.1596E+03   .9941868  .1075941 -.0040184
T 1060  9 .8163676E+07   2662924E-02  .2047E+04  .1297E+03   .9958146  .0865311  .0294220
T 1061  9 .7895551E+07   2682380E-02  .2621E+04  .2832E+03   .9945239  .1037078  .0129203
T 1062  9 .7928201E+07   2674681E-02  .2633E+04 -.3054E+03   .9938220  .1072997 -.0283655
T 1063  9 .8053860E+07   2672233E-02  .2095E+04  .7376E+02   .9981601  .0578937  .0180199
T 1064  9 .8007841E+07   2669238E-02  .2268E+04  .1282E+03   .9956435  .0932419  .0001815
T 1065  9 .8179938E+07   2671824E-02  .2343E+04  .1808E+02   .9961614  .0872630  .0068958
T 1066  9 .8059105E+07   2675141E-02  .2418E+04 -.1447E+03   .9957243  .0897078 -.0220361
T 1067  9 .7950368E+07   2685338E-02  .2342E+04 -.2957E+03   .9963705  .0829687 -.0190277
T 1068  9 .7986698E+07   2671415E-02  .2632E+04  .1887E+03   .9952440  .0971789  .0067618
T 1069  9 .7950375E+07   2672927E-02  .2752E+04  .1445E+03   .9957972  .0915175  .0035246
T 1070  9 .8076690E+07   2671424E-02  .2265E+04  .9028E+02   .9968924  .0776927 -.0130130
T 1071  9 .7988242E+07   2680797E-02  .2336E+04  .3673E+03   .9961708  .0842076  .0235117
T 1072  9 .7969922E+07   2672820E-02  .2114E+04  .7039E+02   .9967363  .0800273  .0105996
T 1073  9 .7983808E+07   2673687E-02  .2250E+04 -.1675E+03   .9958776  .0796182 -.0434601
T 1074  9 .8061763E+07   2676998E-02  .2252E+04 -.6251E+03   .9965335  .0709301 -.0434731
T 1075  9 .8062135E+07   2682235E-02  .2333E+04  .1042E+03   .9947910  .1011753  .0124288
T 1076  9 .8109273E+07   2661362E-02  .1858E+04  .1878E+03   .9973558  .0723915  .0063943
T 1077  9 .8117642E+07   2673755E-02  .2028E+04  .7438E+02   .9977970  .0659968  .0067464
T 1078  9 .7840742E+07   2682924E-02  .2115E+04 -.1058E+04   .9935342  .0558786 -.0988298
T 1079  9 .8003668E+07   2686499E-02  .3125E+04  .3140E+03   .9930208  .1142447  .0292873
T 1080  9 .8010646E+07   2670643E-02  .2567E+04 -.6688E+02   .9950549  .0990866  .0068928
T 1081  9 .7924524E+07   2662847E-02  .2195E+04 -.2077E+03   .9957526  .0916107 -.0091762
T 1082  9 .7959023E+07   2660664E-02  .2041E+04 -.2969E+02   .9976203  .0648465  .0234218
T 1083  9 .8084482E+07   2668771E-02  .1990E+04 -.3540E+03   .9984254  .0550265 -.0109009
T 1084  9 .8000073E+07   2666739E-02  .2378E+04  .2921E+03   .9937812  .1099813  .0174060
T 1085  9 .7974878E+07   2682653E-02  .2643E+04 -.4868E+03   .9930485  .1072933 -.0484017
T 1086  9 .7946127E+07   2668119E-02  .2421E+04  .1240E+03   .9969515  .0758112  .0184514
T 1087  9 .8032733E+07   2672923E-02  .2413E+04  .9612E+02   .9957789  .0914675  .0076239
T 1088  9 .7893444E+07   2686669E-02  .2091E+04  .5516E+03   .9964834  .0693916  .0469645
T 1089  9 .8132979E+07   2660623E-02  .2203E+04  .4068E+02   .9966248  .0818635  .0061179
T 1090  9 .7509140E+07   2670488E-02  .4040E+04 -.3069E+03   .9407732  .3313157 -.0719428
T 1091  9 .7965432E+07   2669335E-02  .2321E+04  .7461E+01   .9968840  .0788530 -.0021407
T 1092  9 .7807605E+07   2673431E-02  .2342E+04 -.1216E+03   .9975350  .0701706 -.0001696
T 1093  9 .8105857E+07   2669312E-02  .2464E+04  .3625E+03   .9957035  .0905798  .0192316
T 1094  9 .7965946E+07   2669611E-02  .2301E+04  .2032E+03   .9971005  .0746798  .0146157
T 1095  9 .8013708E+07   2685302E-02  .1873E+04 -.1700E+03   .9982475  .0577045 -.0131206
T 1096  9 .7919591E+07   2685971E-02  .2661E+04  .3782E+03   .9942560  .1019978  .0324258
T 1097  9 .7978092E+07   2682072E-02  .3151E+04 -.3234E+03   .9902671  .1380463 -.0177261
T 1098  9 .7931984E+07   2680358E-02  .2045E+04 -.1368E+03   .9979799  .0627696 -.0098032
T 1099  9 .7991001E+07   2674297E-02  .2835E+04 -.5818E+03   .9943398  .1005282 -.0343860
T 1100  9 .8035310E+07   2674896E-02  .2388E+04  .1098E+03   .9952848  .0965338  .0094519
T 1101  9 .8050574E+07   2672994E-02  .2122E+04 -.1044E+03   .9980352  .0623798  .0058699
T 1102  9 .8008659E+07   2662342E-02  .2325E+04  .5235E+02   .9943113  .1052121 -.0165960
T 1103  9 .7935092E+07   2667134E-02  .2241E+04 -.2439E+03   .9971294  .0722500 -.0226468
T 1104  9 .8145754E+07   2672476E-02  .2184E+04  .1717E+03   .9965244  .0832139  .0038293
T 1105  9 .8059490E+07   2678862E-02  .2739E+04 -.5905E+02   .9943855  .1057065  .0048540
T 1106  9 .8123245E+07   2666546E-02  .1894E+04  .2784E+03   .9980477  .0567705  .0260380
T 1107  9 .8078402E+07   2662478E-02  .2207E+04  .5581E+03   .9973340  .0667879  .0293991
T 1108  9 .8090331E+07   2671978E-02  .2018E+04 -.1447E+03   .9976600  .0683612 -.0011351
T 1109  9 .8011932E+07   2670695E-02  .2138E+04  .1412E+03   .9964382  .0784761  .0308601
T 1110  9 .8021510E+07   2683014E-02  .2395E+04 -.4330E+03   .9966465  .0757559 -.0309332
T 1111  9 .8025242E+07   2687353E-02  .2112E+04  .2096E+03   .9972559  .0737452  .0065036
T 1112  9 .8023802E+07   2671465E-02  .2190E+04 -.3583E+03   .9964420  .0779858 -.0319632
T 1113  9 .8015289E+07   2661735E-02  .2417E+04  .9642E+02   .9959571  .0898286 -.0005046
T 1114  9 .7995097E+07   2667176E-02  .2446E+04  .1302E+03   .9952754  .0948730  .0206395
T 1115  9 .7978678E+07   2684540E-02  .2435E+04 -.3946E+03   .9943949  .1014412 -.0298074
T 1116  9 .7947698E+07   2686210E-02  .2740E+04 -.3612E+03   .9949364  .0998336 -.0116098
T 1117  9 .8011504E+07   2660775E-02  .2770E+04 -.1371E+02   .9946161  .1030500 -.0109350
T 1118  9 .8030556E+07   2670795E-02  .2422E+04 -.4365E+01   .9950790  .0983485  .0120599
T 1119  9 .7871589E+07   2681942E-02  .2466E+04  .3763E+03   .9949076  .0974891  .0255892
T 1120  9 .8103207E+07   2671048E-02  .2435E+04 -.1614E+03   .9925987  .1194961 -.0216466
T 1121  9 .7958526E+07   2661044E-02  .3140E+04 -.4236E+03   .9912955  .1302305 -.0193181
T 1122  9 .8058653E+07   2678653E-02  .2195E+04  .9253E+02   .9983597  .0565472  .0089614
T 1123  9 .7948295E+07   2675999E-02  .2143E+04 -.1303E+03   .9970038  .0772066 -.0047427
T 1124  9 .7992249E+07   2679534E-02  .2913E+04  .8089E+02   .9913662  .1310559 -.0041788
T 1125  9 .8054417E+07   2667254E-02  .2344E+04 -.2776E+03   .9954197  .0954171 -.0059369
T 1126  9 .8270976E+07   2685373E-02  .2546E+04  .5187E+03   .9958882  .0903973 -.0059183
T 1127  9 .7856515E+07   2683664E-02  .2324E+04 -.1296E+03   .9964605  .0837259 -.0075134
T 1128  9 .7990537E+07   2664753E-02  .2146E+04  .1345E+03   .9969290  .0780684  .0061551
T 1129  9 .7982636E+07   2663162E-02  .2380E+04  .1367E+03   .9963510  .0836833  .0167846
T 1130  9 .8028508E+07   2676897E-02  .2307E+04 -.2909E+03   .9963383  .0854938 -.0009379
T 1131  9 .8023067E+07   2685293E-02  .2134E+04  .1731E+03   .9976243  .0688681 -.0016942
T 1132  9 .8039230E+07   2672709E-02  .2381E+04  .2796E+02   .9924646  .1223011  .0075170
T 1133  9 .8141926E+07   2675210E-02  .2201E+04 -.8591E+02   .9972153  .0745070 -.0032280
T 1134  9 .8022768E+07   2662844E-02  .2537E+04  .6104E+03   .9897684  .1161346  .0828934
T 1135  9 .8084895E+07   2660207E-02  .2723E+04 -.2598E+02   .9864142  .1641201  .0071884
T 1136  9 .8016489E+07   2684598E-02  .2592E+04 -.2224E+03   .9920582  .1252431 -.0116057
T 1138  9 .8028247E+07   2669388E-02  .2424E+04  .7800E+02   .9977015  .0672654  .0081890
T 1139  9 .8046537E+07   2677082E-02  .2130E+04 -.9367E+02   .9974003  .0718969 -.0048394
T 1140  9 .7937497E+07   2683918E-02  .2301E+04  .5063E+01   .9963662  .0826951 -.0203950
T 1141  9 .7896483E+07   2672101E-02  .3289E+04 -.7902E+03   .9918856  .1244302 -.0260768
T 1142  9 .8087320E+07   2664429E-02  .2192E+04  .5744E+02   .9970886  .0761445 -.0040293
T 1143  9 .8067279E+07   2678974E-02  .2617E+04  .5201E+02   .9948838  .1002769  .0122767
T 1144  9 .8066251E+07   2663456E-02  .2380E+04 -.4210E+02   .9958722  .0907532  .0015307
T 1145  9 .7980343E+07   2682227E-02  .2736E+04  .2684E+03   .9911701  .1322523  .0095449
T 1146  9 .7960435E+07   2660441E-02  .2168E+04  .2771E+03   .9964425  .0822246  .0184761
T 1147  9 .7943556E+07   2685216E-02  .2182E+04  .1314E+03   .9952923  .0968760 -.0028833
T 1148  9 .7952046E+07   2661064E-02  .2819E+04  .3547E+03   .9894049  .1440411  .0181687
T 1149  9 .8004149E+07   2661828E-02  .2371E+04 -.1235E+03   .9956906  .0919753 -.0118611
T 1150  9 .7934306E+07   2669307E-02  .2104E+04  .1440E+03   .9969181  .0780916  .0074835
T 1151  9 .8167642E+07   2683977E-02  .2026E+04  .2991E+02   .9977260  .0673774  .0017587
T 1152  9 .7972023E+07   2677146E-02  .2702E+04  .3801E+03   .9940423  .1067936  .0217949
T 1153  9 .7874597E+07   2685852E-02  .2173E+04  .4884E+02   .9961432  .0866237  .0139677
T 1154  9 .7987124E+07   2666130E-02  .1680E+04  .6147E+02   .9989733  .0360663  .0274160
T 1155  9 .7901754E+07   2672380E-02  .2710E+04 -.3322E+02   .9937173  .1119023 -.0019735
T 1156  9 .7990883E+07   2663418E-02  .2633E+04 -.2885E+03   .9951758  .0958530 -.0209131
T 1157  9 .7986093E+07   2664774E-02  .2477E+04  .3427E+03   .9947347  .0993418  .0251826
T 1158  9 .8013922E+07   2677117E-02  .2394E+04 -.3343E+03   .9933455  .1121794 -.0260868
T 1159  9 .7983485E+07   2684673E-02  .2311E+04  .1085E+03   .9965097  .0808502  .0207778
T 1160  9 .7997345E+07   2685729E-02  .2387E+04  .3069E+03   .9957973  .0915631  .0020056
T 1161  9 .8066398E+07   2670159E-02  .2222E+04  .2095E+03   .9971006  .0753970  .0102845
T 1162  9 .7931059E+07   2664522E-02  .1819E+04 -.2335E+03   .9978512  .0623570 -.0201139
T 1163  9 .7947218E+07   2675693E-02  .2139E+04  .3826E+03   .9971349  .0657909  .0373315
T 1164  9 .8039900E+07   2668860E-02  .2690E+04 -.8629E+02   .9926114  .1211209 -.0072298
T 1165  9 .7916848E+07   2684886E-02  .2389E+04  .7797E+03   .9939811  .0731360  .0815645
T 1166  9 .8095480E+07   2677209E-02  .2002E+04  .1463E+02   .9976776  .0680801 -.0021226
T 1167  9 .8035249E+07   2673362E-02  .2626E+04 -.7543E+01   .9957469  .0849397 -.0356840
T 1168  9 .8025107E+07   2660232E-02  .1574E+04  .1376E+03   .9995286  .0248609  .0180160
T 1169  9 .7921322E+07   2682660E-02  .2025E+04  .8263E+02   .9978177  .0660252  .0006630
T 1170  9 .8082255E+07   2683807E-02  .2372E+04  .6112E+02   .9946823  .1021780  .0129123
T 1171  9 .8031669E+07   2668869E-02  .2115E+04 -.1120E+03   .9975363  .0693773 -.0103941
T 1172  9 .7932053E+07   2677408E-02  .1726E+04 -.6344E+02   .9994127  .0341029  .0033538
T 1173  9 .7894881E+07   2682961E-02  .2559E+04  .5599E+03   .9937270  .1083935  .0275210
T 1174  9 .7986827E+07   2684384E-02  .2080E+04  .1741E+03   .9971063  .0736379  .0188794
T 1175  9 .8032368E+07   2665540E-02  .2166E+04 -.4126E+02   .9974311  .0712082 -.0077903
T 1176  9 .7982413E+07   2662855E-02  .2227E+04 -.2516E+00   .9970844  .0763064 -.0001357
T 1177  9 .7821616E+07   2681668E-02  .2387E+04  .9793E+02   .9938238  .1095425  .0177379
T 1178  9 .7926671E+07   2680845E-02  .2449E+04 -.1813E+03   .9955971  .0937136 -.0020252
T 1179  9 .7978629E+07   2669721E-02  .2319E+04  .6758E+03   .9954180  .0821224  .0489781
T 1180  9 .8027102E+07   2666337E-02  .2583E+04 -.1734E+03   .9943923  .1043366 -.0172560
T 1181  9 .7959027E+07   2678619E-02  .2373E+04 -.2601E+03   .9962498  .0819409 -.0277863
T 1182  9 .8110975E+07   2673122E-02  .3001E+04  .5097E+03   .9919248  .1240120  .0265757
T 1183  9 .7964330E+07   2674230E-02  .2390E+04 -.2031E+03   .9963820  .0839818 -.0130384
T 1184  9 .8004601E+07   2686396E-02  .2918E+04 -.6062E+03   .9944037  .1044251  .0160204
T 1185  9 .8022800E+07   2672340E-02  .2139E+04  .3954E+03   .9970088  .0746287  .0200994
T 1186  9 .7991758E+07   2680278E-02  .2575E+04  .1006E+03   .9944072  .1046486  .0142483
T 1187  9 .8018977E+07   2672053E-02  .2389E+04 -.2790E+03   .9946673  .1021788 -.0140186
T 1188  9 .8121209E+07   2673559E-02  .2236E+04  .1351E+03   .9952546  .0966654  .0111359
T 1189  9 .8037008E+07   2673279E-02  .2480E+04  .5264E+03   .9960870  .0861569  .0196873
T 1190  9 .8061924E+07   2684592E-02  .2110E+04  .5455E+02   .9982522  .0587697  .0062156
T 1191  9 .8006116E+07   2664646E-02  .1826E+04 -.1329E+03   .9985474  .0534725 -.0066201
T 1192  9 .7999516E+07   2667000E-02  .2477E+04 -.1548E+03   .9948022  .1016210  .0064551
T 1193  9 .8081989E+07   2687600E-02  .2339E+04  .2260E+03   .9950043  .0989921  .0129193
T 1194  9 .7834091E+07   2667505E-02  .2342E+04  .4045E+03   .9933188  .1136613  .0199707
T 1195  9 .7937459E+07   2674400E-02  .2417E+04 -.1270E+03   .9948410  .1009430 -.0100924
T 1196  9 .8117969E+07   2678225E-02  .2340E+04 -.2116E+03   .9952605  .0960379 -.0152730
T 1197  9 .7892468E+07   2678064E-02  .2360E+04  .1512E+03   .9960914  .0876034  .0112975
T 1198  9 .8006863E+07   2669725E-02  .2791E+04  .1685E+03   .9942693  .1059606  .0141717
T 1199  9 .8012664E+07   2683579E-02  .2521E+04 -.1201E+03   .9947231  .1023478 -.0071338
T 1200  9 .7988451E+07   2680392E-02  .2443E+04  .1043E+03   .9949083  .1005076  .0074633
T 1201  9 .7895554E+07   2665300E-02  .1627E+04 -.1038E+02   .9983343  .0529167 -.0229875
T 1202  9 .8049479E+07   2676583E-02  .2989E+04 -.3879E+03   .9887054  .1430053 -.0448462
T 1203  9 .7949254E+07   2662284E-02  .2434E+04 -.1805E+03   .9967096  .0797170 -.0146661
T 1204  9 .8035167E+07   2667043E-02  .2037E+04 -.1836E+02   .9982437  .0591814 -.0026591
T 1205  9 .8007107E+07   2675414E-02  .2451E+04 -.4900E+02   .9945144  .1045227  .0040139
T 1206  9 .8051695E+07   2678230E-02  .2122E+04  .5995E+02   .9969462  .0732424 -.0270899
T 1207  9 .8031885E+07   2672742E-02  .2665E+04 -.8584E+01   .9917376  .1271961 -.0166636
T 1208  9 .8037616E+07   2681471E-02  .2601E+04 -.1271E+03   .9945635  .1031344 -.0143776
T 1209  9 .7999302E+07   2686684E-02  .2497E+04 -.3641E+02   .9958157  .0913551 -.0022912
T 1210  9 .7982905E+07   2673497E-02  .2276E+04  .3775E+02   .9963178  .0857301 -.0010810
T 1211  9 .7915026E+07   2683966E-02  .2405E+04 -.3693E+03   .9925898  .1189192 -.0249757
T 1212  9 .7940130E+07   2661191E-02  .2543E+04 -.1336E+03   .9962034  .0869859 -.0035110
T 1213  9 .8028369E+07   2671043E-02  .2255E+04 -.1327E+03   .9950663  .0987210 -.0098612
T 1214  9 .8140058E+07   2661152E-02  .2350E+04 -.1946E+03   .9959417  .0865791 -.0245795
T 1215  9 .8018077E+07   2666420E-02  .2233E+04 -.3761E+03   .9949868  .0979497 -.0201778
T 1216  9 .7917696E+07   2677282E-02  .2404E+04  .6312E+03   .9944538  .0931978  .0487422
T 1217  9 .7845841E+07   2683688E-02  .2712E+04 -.2757E+03   .9948732  .0958067 -.0323781
T 1218  9 .7902689E+07   2679722E-02  .2499E+04  .2129E+03   .9946308  .1031870  .0078709
T 1219  9 .8067602E+07   2674403E-02  .2166E+04 -.4396E+03   .9959699  .0788013 -.0428282
T 1220  9 .7952800E+07   2668299E-02  .2725E+04  .1134E+03   .9920377  .1259203  .0023113
T 1221  9 .7982422E+07   2681906E-02  .2545E+04  .1340E+03   .9948803  .0991423  .0195967
T 1222  9 .7918008E+07   2669015E-02  .3305E+04 -.8043E+03   .9957753  .0917521  .0036253
T 1223  9 .8092113E+07   2680704E-02  .2435E+04  .2764E+03   .9950436  .0982299  .0154634
T 1224  9 .7922484E+07   2680577E-02  .2544E+04 -.1902E+03   .9959424  .0898842 -.0044126
T 1225  9 .8064587E+07   2681772E-02  .2426E+04 -.1081E+03   .9956556  .0930582  .0031916
T 1226  9 .7895832E+07   2666840E-02  .2645E+04 -.5821E+02   .9937675  .1112834 -.0064981
T 1227  9 .8019157E+07   2665837E-02  .2561E+04  .2469E+03   .9939665  .1077787  .0203543
T 1228  9 .7934052E+07   2671616E-02  .2321E+04  .3826E+03   .9953969  .0913897  .0288588
T 1229  9 .8056780E+07   2677635E-02  .2248E+04  .1896E+03   .9971880  .0715145  .0224021
T 1230  9 .7940145E+07   2676083E-02  .2533E+04 -.1991E+03   .9952837  .0929839 -.0276471
T 1231  9 .7947822E+07   2663771E-02  .2864E+04 -.4437E+03   .9939671  .1093471 -.0085233
T 1232  9 .8046984E+07   2664830E-02  .2147E+04  .1080E+03   .9976544  .0676473  .0104703
T 1233  9 .8082815E+07   2677359E-02  .2427E+04  .1291E+03   .9956025  .0921422  .0168977
T 1234  9 .8066971E+07   2675910E-02  .2027E+04 -.3474E+03   .9979792  .0556319 -.0307011
T 1235  9 .7975933E+07   2680108E-02  .2142E+04 -.5653E+03   .9957775  .0653041 -.0645181
T 1236  9 .8038594E+07   2680630E-02  .1910E+04 -.4015E+03   .9978909  .0518459 -.0390597
T 1237  9 .8013664E+07   2680942E-02  .2304E+04  .4759E+03   .9970622  .0695645  .0320592
T 1238  9 .7994460E+07   2661082E-02  .2409E+04 -.6124E+02   .9950178  .0981125 -.0177067
T 1239  9 .8070535E+07   2673733E-02  .2257E+04  .1238E+03   .9955515  .0941974  .0020288
T 1240  9 .7965961E+07   2666714E-02  .1978E+04  .3332E+03   .9975833  .0659193  .0219590
T 1241  9 .8068972E+07   2661937E-02  .1961E+04  .1497E+03   .9980733  .0605448  .0135685
T 1242  9 .8121972E+07   2672764E-02  .2010E+04  .1276E+03   .9978635  .0650562  .0060115
T 1243  9 .7940980E+07   2677678E-02  .2395E+04 -.2680E+03   .9947166  .1014792 -.0155207
T 1244  9 .8171629E+07   2664777E-02  .2221E+04  .4495E+02   .9958160  .0913554 -.0021817
T 1245  9 .8059952E+07   2665197E-02  .2604E+04  .6338E+02   .9959999  .0891857 -.0054920
T 1246  9 .8039311E+07   2679935E-02  .2395E+04 -.3177E+03   .9958244  .0883560 -.0229555
T 1247  9 .8028951E+07   2661842E-02  .2986E+04 -.3697E+03   .9903170  .1371021 -.0218003
T 1248  9 .7905302E+07   2668686E-02  .2636E+04  .4053E+03   .9931966  .1134740  .0261552
T 1249  9 .7934018E+07   2662341E-02  .2550E+04 -.6862E+02   .9789256  .1986106 -.0475235
T 1250  9 .8082116E+07   2667328E-02  .2888E+04  .1312E+02   .9917910  .1278261  .0033188
T 1251  9 .8052191E+07   2672080E-02  .2582E+04  .3286E+01   .9949929  .0998659  .0039815
T 1252  9 .8064692E+07   2660271E-02  .2204E+04  .4292E+03   .9963287  .0841095  .0159596
T 1253  9 .8036764E+07   2670154E-02  .2094E+04  .3682E+03   .9971864  .0705424  .0253595
T 1254  9 .8121663E+07   2679787E-02  .2595E+04 -.1474E+03   .9938511  .1106237 -.0047262
T 1255  9 .7924513E+07   2663634E-02  .2208E+04 -.8771E+03   .9935519  .0596431 -.0964225
T 1256  9 .7968645E+07   2670903E-02  .2266E+04  .4263E+03   .9973747  .0692284  .0212392
T 1257  9 .8094965E+07   2680978E-02  .2136E+04  .5386E+01   .9964771  .0838526  .0014534
T 1258  9 .8022536E+07   2681978E-02  .2406E+04 -.1778E+03   .9957648  .0912394 -.0113077
T 1259  9 .8148887E+07   2670551E-02  .2107E+04  .4041E+02   .9975113  .0704511 -.0027999
T 1260  9 .8120231E+07   2668272E-02  .2474E+04  .2398E+03   .9959447  .0848281  .0299714
T 1261  9 .7979659E+07   2678271E-02  .2230E+04  .1095E+03   .9973352  .0685512  .0249635
T 1262  9 .7975110E+07   2674082E-02  .2354E+04 -.2899E+02   .9950626  .0984705  .0124125
T 1263  9 .7990085E+07   2676043E-02  .2763E+04 -.2668E+03   .9925557  .1186662 -.0274128
T 1264  9 .8047906E+07   2661758E-02  .2489E+04  .3567E+03   .9948748  .0975278  .0266919
T 1265  9 .8064897E+07   2674620E-02  .2633E+04 -.1535E+03   .9939263  .1072727  .0245584
