============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(11.4 MeV) ==> Graphite (carbon)( 1.24 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   25  9 .8198147E+07   1256518E-02  .1119E+04 -.1220E+03   .9957466  .0912138 -.0129936
T   26  9 .8162179E+07   1253389E-02  .1067E+04 -.1163E+03   .9966412  .0806098 -.0144338
T   27  9 .8145510E+07   1250790E-02  .1069E+04 -.2581E+02   .9965581  .0819767 -.0123217
T   28  9 .8167761E+07   1252050E-02  .1139E+04  .4976E+02   .9959114  .0903241  .0014389
T   29  9 .8231267E+07   1258252E-02  .1122E+04  .3606E+02   .9958330  .0909132  .0071754
T   30  9 .8202328E+07   1255887E-02  .1166E+04 -.4679E+02   .9946004  .1036734  .0046770
T   31  9 .8200767E+07   1258328E-02  .1083E+04  .4988E+02   .9964010  .0845533  .0059845
T   32  9 .8164178E+07   1254593E-02  .1192E+04  .1274E+02   .9955254  .0944939 -.0004142
T   33  9 .8250036E+07   1256194E-02  .1043E+04  .5070E+02   .9972772  .0734032  .0070799
T   34  9 .8205488E+07   1255194E-02  .1104E+04  .5635E+02   .9965087  .0830348  .0086919
T   35  9 .8145410E+07   1255125E-02  .1150E+04  .4492E+02   .9954401  .0945874  .0123375
T   36  9 .8154986E+07   1257267E-02  .1121E+04  .1366E+02   .9960305  .0885195  .0093548
T   37  9 .8216727E+07   1254280E-02  .1143E+04 -.3544E+02   .9953098  .0961064 -.0110438
T   38  9 .8153928E+07   1252798E-02  .1121E+04  .2337E+02   .9962956  .0859098  .0038268
T   39  9 .8139679E+07   1251967E-02  .1155E+04  .6270E+02   .9959520  .0887438  .0142876
T   40  9 .8226316E+07   1255559E-02  .1093E+04 -.1629E+02   .9965656  .0828074  .0002057
T   41  9 .8172098E+07   1257056E-02  .1050E+04  .2713E+02   .9970859  .0762654  .0018223
T   42  9 .8193260E+07   1258979E-02  .1167E+04 -.2582E+02   .9954431  .0953419 -.0017226
T   43  9 .8165013E+07   1254418E-02  .8418E+03 -.1000E+03   .9979348  .0639603 -.0059351
T   44  9 .8136715E+07   1251881E-02  .1087E+04 -.3928E+02   .9963277  .0854777 -.0049599
T   45  9 .8172644E+07   1254167E-02  .1095E+04  .3793E+02   .9964198  .0843488  .0057382
T   46  9 .8185131E+07   1256398E-02  .1046E+04  .7092E+02   .9965974  .0822466  .0053920
T   47  9 .8217164E+07   1254783E-02  .1066E+04 -.4386E+02   .9973104  .0731561 -.0044953
T   48  9 .8136497E+07   1260023E-02  .1181E+04  .5203E+02   .9954945  .0944617  .0082224
T   49  9 .8274495E+07   1257098E-02  .1064E+04  .1940E+03   .9953287  .0915726  .0305816
T   50  9 .8208068E+07   1254668E-02  .1158E+04 -.5447E+02   .9954016  .0957865 -.0008182
T   51  9 .8135381E+07   1253278E-02  .1103E+04  .4065E+02   .9961371  .0877916  .0018961
T   52  9 .8150047E+07   1254148E-02  .1217E+04 -.3472E+02   .9945597  .1036574 -.0102984
T   53  9 .8146723E+07   1252892E-02  .1191E+04 -.4695E+02   .9956457  .0925735 -.0109429
T   54  9 .8207459E+07   1257576E-02  .1052E+04 -.1896E+02   .9962220  .0868137 -.0022693
T   55  9 .8184218E+07   1253392E-02  .1125E+04 -.6123E+02   .9960250  .0888920 -.0056995
T   56  9 .8148344E+07   1254511E-02  .1000E+04  .3180E+01   .9973320  .0729884  .0012855
T   57  9 .8171424E+07   1253345E-02  .1092E+04  .1855E+02   .9956646  .0929942  .0020183
T   58  9 .8187319E+07   1253198E-02  .1135E+04  .6849E+02   .9958342  .0904709  .0113696
T   59  9 .8185976E+07   1254312E-02  .1084E+04 -.1977E+02   .9960001  .0893482  .0008771
T   60  9 .8188370E+07   1254179E-02  .1107E+04  .1145E+03   .9953606  .0949135  .0157702
T   61  9 .8116905E+07   1254655E-02  .1073E+04  .3116E+01   .9954720  .0946700 -.0085485
T   62  9 .8183898E+07   1258983E-02  .1109E+04 -.3880E+01   .9966858  .0813020  .0027305
T   63  9 .8181674E+07   1257981E-02  .1124E+04 -.7063E+02   .9958680  .0903120 -.0095207
T   64  9 .8193551E+07   1253149E-02  .1248E+04 -.6374E+00   .9940611  .1087618  .0036736
T   65  9 .8112030E+07   1256574E-02  .1134E+04 -.4129E+02   .9962626  .0861561 -.0061567
T   66  9 .8165295E+07   1254916E-02  .1120E+04  .5407E+02   .9948336  .1014935 -.0022789
T   67  9 .8137144E+07   1250862E-02  .1055E+04  .6798E+02   .9965132  .0826227  .0116129
T   68  9 .8174160E+07   1253564E-02  .1077E+04  .5554E+02   .9963414  .0854524  .0012797
T   69  9 .8254164E+07   1258118E-02  .1138E+04  .8169E+02   .9958420  .0905835  .0096567
T   70  9 .8240689E+07   1255603E-02  .1155E+04 -.5085E+02   .9953641  .0960805 -.0043456
T   71  9 .8189425E+07   1253921E-02  .1117E+04 -.5938E+02   .9967265  .0805041  .0074437
T   72  9 .8204294E+07   1252030E-02  .1242E+04  .9061E+02   .9942481  .1066689  .0096184
T   73  9 .8252196E+07   1253246E-02  .1027E+04  .3405E+02   .9970524  .0758966  .0112388
T   74  9 .8136861E+07   1257865E-02  .9917E+03 -.2477E+02   .9966345  .0819472 -.0021009
T   75  9 .8193937E+07   1256099E-02  .1033E+04  .5561E+02   .9971801  .0742206  .0110965
T   76  9 .8203369E+07   1252697E-02  .1207E+04  .4153E+02   .9949676  .1000697  .0050519
T   77  9 .8158969E+07   1252896E-02  .1068E+04 -.1859E+03   .9955382  .0917348 -.0220997
T   78  9 .8150292E+07   1253563E-02  .1128E+04 -.1817E+02   .9958959  .0905055  .0001976
T   79  9 .8164541E+07   1252389E-02  .1009E+04 -.1108E+02   .9971638  .0752589 -.0006632
T   80  9 .8152543E+07   1255568E-02  .1156E+04 -.2103E+02   .9955580  .0940135 -.0050688
T   81  9 .8149782E+07   1250952E-02  .1080E+04 -.4870E+02   .9966985  .0811635  .0021333
T   82  9 .8146473E+07   1256311E-02  .1164E+04 -.6825E+01   .9951034  .0987973 -.0028853
T   83  9 .8172273E+07   1250922E-02  .1069E+04  .4613E+02   .9967038  .0809058  .0059862
T   84  9 .8184449E+07   1251844E-02  .1105E+04 -.1412E+02   .9963129  .0855798 -.0060498
T   85  9 .8242246E+07   1257150E-02  .1123E+04  .7583E+02   .9961416  .0868112  .0128735
T   86  9 .8274460E+07   1254014E-02  .1053E+04 -.1676E+03   .9964154  .0822603 -.0197381
T   87  9 .8124099E+07   1252562E-02  .1127E+04  .2803E+02   .9953387  .0963331  .0045686
T   88  9 .8192537E+07   1251891E-02  .1007E+04 -.3182E+02   .9976724  .0679619 -.0055636
T   89  9 .8171784E+07   1257591E-02  .1116E+04 -.2822E+03   .9953323  .0939533 -.0220525
T   90  9 .8174961E+07   1253850E-02  .1138E+04  .5338E+02   .9958942  .0901522  .0082012
T   91  9 .8169979E+07   1255585E-02  .1139E+04  .4775E+02   .9953352  .0964461  .0024404
T   92  9 .8158601E+07   1254199E-02  .1081E+04  .1201E+02   .9962522  .0864963  .0001197
T   93  9 .8172604E+07   1258058E-02  .1073E+04  .5062E+02   .9964503  .0841546 -.0021888
T   94  9 .8187620E+07   1251652E-02  .1057E+04 -.2205E+02   .9964581  .0840449 -.0027638
T   95  9 .8257433E+07   1254458E-02  .1176E+04 -.4258E+02   .9953654  .0959417 -.0065462
T   96  9 .8167348E+07   1256728E-02  .1064E+04 -.6024E+02   .9966648  .0810541 -.0094605
T   97  9 .8199788E+07   1253019E-02  .1098E+04 -.5238E+02   .9960152  .0890865 -.0041539
T   98  9 .8133882E+07   1255176E-02  .1103E+04  .1606E+02   .9957417  .0921661 -.0019528
T   99  9 .8149835E+07   1253810E-02  .1117E+04  .5311E+02   .9951389  .0967008  .0186441
T  100  9 .8201852E+07   1252322E-02  .1091E+04  .4320E+01   .9955494  .0941638 -.0038198
T  101  9 .8141582E+07   1252446E-02  .1108E+04  .6037E+02   .9960124  .0885803  .0106246
T  102  9 .8229261E+07   1256208E-02  .1111E+04 -.2631E+02   .9960433  .0883883 -.0092327
T  103  9 .8134805E+07   1251187E-02  .1158E+04  .6587E+02   .9946350  .1026946  .0124523
T  104  9 .8207862E+07   1254269E-02  .1054E+04 -.1211E+03   .9964176  .0829807 -.0163174
T  105  9 .8199669E+07   1253318E-02  .9648E+03 -.3072E+02   .9967149  .0809880 -.0005705
T  106  9 .8238769E+07   1254604E-02  .1078E+04  .7715E+01   .9964897  .0837063  .0012176
T  107  9 .8102151E+07   1257442E-02  .1287E+04  .4897E+02   .9944194  .1054850 -.0017006
T  108  9 .8104898E+07   1258453E-02  .1111E+04 -.3947E+02   .9962356  .0866862  .0003618
T  109  9 .8216625E+07   1252848E-02  .1082E+04  .2036E+02   .9966863  .0813398  .0003993
T  110  9 .8162176E+07   1251744E-02  .1133E+04 -.1377E+03   .9955479  .0900656 -.0277941
T  111  9 .8128019E+07   1256712E-02  .1061E+04  .2806E+02   .9964094  .0844986  .0053131
T  112  9 .8168581E+07   1256837E-02  .1180E+04 -.8415E+02   .9955717  .0934007 -.0106413
T  113  9 .8112188E+07   1252461E-02  .1060E+04  .6906E+01   .9965104  .0834668  .0004958
T  114  9 .8132641E+07   1254906E-02  .1181E+04  .2683E+02   .9953096  .0966903  .0031262
T  115  9 .8181151E+07   1256236E-02  .1170E+04  .4715E+02   .9962138  .0867243  .0060746
T  116  9 .8137644E+07   1258794E-02  .1100E+04  .3579E+02   .9966449  .0818265  .0018544
T  117  9 .8144512E+07   1251606E-02  .1027E+04 -.2282E+01   .9969548  .0779427  .0024775
T  118  9 .8235581E+07   1253986E-02  .1141E+04  .1721E+01   .9954906  .0948333 -.0022736
T  119  9 .8182663E+07   1256600E-02  .1149E+04 -.4709E+02   .9958209  .0910003 -.0077306
T  120  9 .8158330E+07   1259065E-02  .1172E+04  .5758E+02   .9950195  .0992244  .0095230
T  121  9 .8207756E+07   1254367E-02  .1124E+04  .6981E+02   .9987049  .0498961  .0099421
T  122  9 .8202003E+07   1258862E-02  .1059E+04  .9052E+02   .9974416  .0705524  .0115190
T  123  9 .8084842E+07   1255057E-02  .1146E+04  .9181E+00   .9956751  .0928954 -.0012228
T  124  9 .8152992E+07   1252934E-02  .1128E+04  .2804E+02   .9949707  .0992691  .0133791
T  125  9 .8140230E+07   1255299E-02  .1011E+04  .3922E+02   .9973734  .0714665  .0117801
T  126  9 .8118436E+07   1252167E-02  .1130E+04  .1494E+03   .9954113  .0930829  .0221801
T  127  9 .8221108E+07   1254655E-02  .1109E+04  .3293E+02   .9955503  .0938287  .0087089
T  128  9 .8140824E+07   1258609E-02  .1024E+04 -.1035E+03   .9966867  .0806556 -.0104987
T  129  9 .8195262E+07   1255766E-02  .1043E+04 -.7489E+02   .9963720  .0849151 -.0056793
T  130  9 .8196817E+07   1256281E-02  .1071E+04 -.1087E+02   .9965598  .0828601 -.0016602
T  131  9 .8144179E+07   1251470E-02  .1132E+04  .2503E+02   .9953322  .0963899  .0047695
T  132  9 .8234492E+07   1254212E-02  .8661E+03 -.1728E+03   .9978643  .0624045 -.0193020
T  133  9 .8205035E+07   1253206E-02  .1097E+04  .2711E+01   .9960683  .0885368 -.0030159
T  134  9 .8149750E+07   1260419E-02  .1008E+04  .3448E+02   .9972834  .0736184  .0024900
T  135  9 .8118657E+07   1251523E-02  .9490E+03 -.6482E+02   .9971825  .0743885 -.0096684
T  136  9 .8158887E+07   1253428E-02  .1101E+04  .9803E+00   .9963175  .0855829 -.0052056
T  137  9 .8206796E+07   1254190E-02  .1043E+04 -.1534E+03   .9967594  .0767232 -.0241721
T  138  9 .8151031E+07   1251513E-02  .1064E+04 -.6321E+02   .9965667  .0819899 -.0115112
T  139  9 .8181449E+07   1255731E-02  .1080E+04  .4695E+00   .9959884  .0893889 -.0040917
T  140  9 .8229790E+07   1253203E-02  .1079E+04  .3115E+02   .9961128  .0880869  .0001993
T  141  9 .8240576E+07   1254768E-02  .1122E+04 -.2093E+02   .9958857  .0904685 -.0052045
T  142  9 .8148539E+07   1253925E-02  .1009E+04 -.7321E+02   .9971358  .0749020 -.0104803
T  143  9 .8213616E+07   1257928E-02  .1122E+04  .5774E+02   .9956846  .0924123  .0084903
T  144  9 .8102525E+07   1254957E-02  .1145E+04 -.6779E+02   .9958426  .0910049 -.0039552
T  145  9 .8154781E+07   1253558E-02  .1071E+04  .1179E+02   .9965127  .0834011  .0025698
T  146  9 .8210035E+07   1256352E-02  .1039E+04 -.1744E+02   .9968718  .0789593  .0034809
T  147  9 .8161363E+07   1258119E-02  .1055E+04 -.2213E+03   .9966458  .0754556 -.0316799
T  148  9 .8134089E+07   1253709E-02  .1044E+04  .1008E+01   .9968055  .0798671  .0001999
T  149  9 .8144735E+07   1255516E-02  .1167E+04  .1188E+02   .9952512  .0973387  .0003832
T  150  9 .8209467E+07   1258833E-02  .1006E+04 -.3914E+02   .9964722  .0837529 -.0053569
T  151  9 .8233100E+07   1252520E-02  .1105E+04 -.3696E+02   .9960104  .0887085 -.0097038
T  152  9 .8185036E+07   1252468E-02  .1086E+04  .1127E+02   .9958637  .0908277 -.0023936
T  153  9 .8161056E+07   1256424E-02  .1020E+04 -.8170E+02   .9966430  .0801811 -.0165472
T  154  9 .8157924E+07   1253570E-02  .1111E+04 -.1519E+02   .9957900  .0916374 -.0022079
T  155  9 .8167370E+07   1257996E-02  .1090E+04 -.9191E+02   .9965479  .0819272 -.0134278
T  156  9 .8176327E+07   1255877E-02  .1046E+04 -.5334E+02   .9972681  .0729478 -.0116151
T  157  9 .8238784E+07   1252887E-02  .1149E+04 -.1654E+02   .9957749  .0918214  .0010816
T  158  9 .8176592E+07   1252272E-02  .1089E+04 -.2422E+01   .9957710  .0917812 -.0040307
T  159  9 .8099070E+07   1254432E-02  .1100E+04  .9185E+02   .9960733  .0883393  .0058401
T  160  9 .8162595E+07   1256611E-02  .1033E+04 -.1141E+03   .9970102  .0757297 -.0153548
T  161  9 .8203376E+07   1254015E-02  .1097E+04 -.4138E+02   .9962520  .0864945 -.0007753
T  162  9 .8230623E+07   1255857E-02  .1089E+04 -.1471E+02   .9958735  .0901386  .0105328
T  163  9 .8148316E+07   1258720E-02  .1121E+04  .4610E+02   .9957569  .0917784  .0067032
T  164  9 .8147462E+07   1252519E-02  .1083E+04 -.7139E+02   .9957555  .0917893 -.0067571
T  165  9 .8203511E+07   1252068E-02  .1141E+04  .1616E+02   .9956024  .0936500  .0023441
T  166  9 .8163180E+07   1251778E-02  .8824E+03  .1822E+03   .9982474  .0557111  .0199587
T  167  9 .8149996E+07   1255211E-02  .1082E+04  .2365E+02   .9962618  .0860696  .0073751
T  168  9 .8238142E+07   1255177E-02  .1072E+04  .1158E+03   .9964837  .0821495  .0164813
T  169  9 .8170235E+07   1255967E-02  .1094E+04 -.9094E+02   .9960536  .0871074 -.0170161
T  170  9 .8262022E+07   1261739E-02  .1018E+04  .2020E+02   .9970722  .0764366  .0021111
T  171  9 .8189763E+07   1255386E-02  .1090E+04  .2439E+02   .9966142  .0822123  .0011237
T  172  9 .8222007E+07   1253498E-02  .1121E+04  .3790E+01   .9962882  .0852958  .0115972
T  173  9 .8081802E+07   1250281E-02  .1059E+04 -.8504E+02   .9964735  .0828888 -.0130375
T  174  9 .8254236E+07   1255699E-02  .1105E+04 -.6015E+01   .9962680  .0863137  .0003079
T  175  9 .8164648E+07   1255382E-02  .1319E+04  .1096E+03   .9943021  .1061351  .0099309
T  176  9 .8274963E+07   1256155E-02  .1270E+04 -.9001E+02   .9937602  .1101710 -.0174077
T  177  9 .8116081E+07   1255940E-02  .1139E+04  .4839E+02   .9955212  .0943342  .0062182
T  178  9 .8115734E+07   1252559E-02  .1145E+04 -.6319E+02   .9956251  .0928022 -.0108775
T  179  9 .8132034E+07   1259368E-02  .1116E+04 -.9839E+02   .9950829  .0990447  .0003274
T  180  9 .8146245E+07   1251824E-02  .1050E+04  .2559E+02   .9959501  .0899076  .0003122
T  181  9 .8188503E+07   1253049E-02  .1137E+04  .2597E+03   .9954378  .0921981  .0245566
T  182  9 .8074808E+07   1251753E-02  .1118E+04  .7992E+01   .9954821  .0947057  .0067950
T  183  9 .8236135E+07   1252312E-02  .1044E+04  .1212E+02   .9964358  .0843478 -.0011153
T  184  9 .8221613E+07   1258003E-02  .1053E+04 -.2696E+02   .9964206  .0843636 -.0053720
T  185  9 .8181365E+07   1254224E-02  .1025E+04  .7066E+02   .9971995  .0743003  .0085225
T  186  9 .8180584E+07   1255692E-02  .5751E+03  .1209E+03   .9989889  .0435619  .0111148
T  187  9 .8239891E+07   1252884E-02  .1141E+04  .4855E+02   .9951873  .0979904 -.0001405
T  188  9 .8132868E+07   1252431E-02  .1038E+04 -.1669E+03   .9959286  .0852841 -.0292026
T  189  9 .8217807E+07   1256085E-02  .1079E+04  .3657E+02   .9962680  .0860541  .0066863
T  190  9 .8156661E+07   1257176E-02  .1160E+04 -.4155E+01   .9952436  .0974000  .0018367
T  191  9 .8307068E+07   1254678E-02  .1101E+04  .4498E+02   .9962362  .0865958  .0038165
T  192  9 .8195825E+07   1252928E-02  .1095E+04  .6262E+01   .9958955  .0905101  .0003245
T  193  9 .8158347E+07   1251636E-02  .1086E+04  .4832E+02   .9964220  .0843755  .0049048
T  194  9 .8143409E+07   1258372E-02  .1038E+04 -.6046E+02   .9959282  .0892256 -.0128744
T  195  9 .8231002E+07   1254127E-02  .1140E+04 -.4877E+02   .9958977  .0898201 -.0109563
T  196  9 .8096930E+07   1252338E-02  .1196E+04 -.4672E+02   .9954427  .0952969  .0035073
T  197  9 .8185491E+07   1252121E-02  .1014E+04  .2859E+02   .9972893  .0735737  .0009833
T  198  9 .8199229E+07   1252345E-02  .1082E+04  .6206E+02   .9959486  .0897573  .0054850
T  199  9 .8242834E+07   1257445E-02  .1039E+04 -.1200E+02   .9977143  .0675639  .0011208
T  200  9 .8185772E+07   1253580E-02  .1129E+04  .1815E+02   .9956370  .0932597 -.0030836
T  201  9 .8163489E+07   1253379E-02  .1049E+04  .6293E+02   .9965673  .0826373  .0049756
T  202  9 .8181812E+07   1254806E-02  .1029E+04 -.2868E+02   .9967599  .0801328 -.0069539
T  203  9 .8140066E+07   1257623E-02  .1069E+04 -.1628E+02   .9967691  .0801914 -.0045391
T  204  9 .8196440E+07   1257320E-02  .1157E+04  .7518E+02   .9946348  .1030446  .0091328
T  205  9 .8138015E+07   1258421E-02  .1207E+04  .6926E+02   .9943639  .1058396  .0061976
T  206  9 .8203269E+07   1258744E-02  .1140E+04 -.3462E+02   .9961013  .0881978  .0018247
T  207  9 .8213210E+07   1253464E-02  .1132E+04  .1311E+03   .9965957  .0812185  .0141633
T  208  9 .8175047E+07   1252793E-02  .1084E+04  .4889E+02   .9962976  .0858286  .0049442
T  209  9 .8174505E+07   1252464E-02  .1119E+04 -.2969E+02   .9956535  .0928591 -.0071650
T  210  9 .8139935E+07   1252638E-02  .1114E+04 -.2756E+01   .9962111  .0869016  .0034087
T  211  9 .8198515E+07   1252202E-02  .1024E+04 -.8727E+02   .9970156  .0765416 -.0100643
T  212  9 .8182015E+07   1254135E-02  .1161E+04  .2946E+02   .9949339  .1000175  .0101523
T  213  9 .8158272E+07   1250830E-02  .1223E+04 -.4457E+03   .9942698  .0963383 -.0463304
T  214  9 .8159663E+07   1254032E-02  .1052E+04 -.1242E+03   .9969407  .0773667 -.0111218
T  215  9 .8095367E+07   1252497E-02  .1020E+04 -.4404E+02   .9969266  .0779664 -.0076497
T  216  9 .8180718E+07   1255099E-02  .1122E+04  .1669E+02   .9963521  .0853135 -.0019998
T  217  9 .8198175E+07   1253477E-02  .1080E+04  .8242E+02   .9960275  .0886482  .0084100
T  218  9 .8184370E+07   1255517E-02  .1111E+04  .6622E+02   .9960765  .0881892  .0073728
T  219  9 .8204765E+07   1254695E-02  .1032E+04  .3202E+02   .9970684  .0763485  .0050468
T  220  9 .8233430E+07   1253658E-02  .9162E+03 -.1089E+03   .9979005  .0641008 -.0092603
T  221  9 .8202846E+07   1254341E-02  .1177E+04  .8287E+02   .9948607  .1009417  .0079312
T  222  9 .8204081E+07   1257112E-02  .9711E+03  .1474E+03   .9973792  .0653231  .0311075
T  223  9 .8253314E+07   1254114E-02  .1068E+04 -.1680E+00   .9958552  .0908878 -.0034487
T  224  9 .8162038E+07   1255312E-02  .1088E+04 -.5648E+01   .9967910  .0799852  .0031704
T  225  9 .8176751E+07   1253475E-02  .1050E+04 -.2646E+02   .9970663  .0762626 -.0065455
T  226  9 .8152075E+07   1255423E-02  .1540E+04 -.2874E+03   .9883191  .1476663 -.0376827
T  227  9 .8169268E+07   1253356E-02  .1012E+04 -.1531E+02   .9968966  .0783826 -.0072966
T  228  9 .8151765E+07   1253451E-02  .1130E+04  .4180E+02   .9959124  .0894054  .0128485
T  229  9 .8126426E+07   1254994E-02  .1095E+04 -.1331E+02   .9961099  .0881194  .0001145
T  230  9 .8226812E+07   1253291E-02  .1100E+04  .2882E+02   .9961503  .0875327  .0047600
T  231  9 .8169482E+07   1252576E-02  .1110E+04 -.6727E+02   .9955859  .0927004 -.0146774
T  232  9 .8228230E+07   1252351E-02  .1101E+04 -.5099E+02   .9959719  .0895097 -.0052929
T  233  9 .8113642E+07   1253490E-02  .1120E+04 -.8455E+02   .9962759  .0839451 -.0196884
T  234  9 .8105695E+07   1253329E-02  .1163E+04 -.6164E+02   .9941841  .1073639 -.0084248
T  235  9 .8231786E+07   1252091E-02  .1047E+04  .6162E+02   .9965750  .0818941  .0114706
T  236  9 .8219877E+07   1257870E-02  .1124E+04  .8081E+02   .9957764  .0914066  .0086132
T  237  9 .8226800E+07   1253717E-02  .1127E+04  .1336E+02   .9959323  .0901022  .0006865
T  238  9 .8233195E+07   1252457E-02  .1107E+04  .3880E+00   .9959927  .0894174 -.0017587
T  239  9 .8206409E+07   1251906E-02  .1092E+04  .1520E+02   .9964782  .0838091  .0026748
T  240  9 .8254272E+07   1255987E-02  .1078E+04  .2551E+02   .9969128  .0774588  .0128419
T  241  9 .8152825E+07   1251803E-02  .1084E+04  .1140E+02   .9959437  .0898211  .0053238
T  242  9 .8125186E+07   1250582E-02  .1195E+04 -.6464E+02   .9949821  .0996902 -.0085087
T  243  9 .8158698E+07   1253986E-02  .1220E+04  .3323E+02   .9940705  .1085141  .0069724
T  244  9 .8235641E+07   1254670E-02  .9908E+03 -.2809E+02   .9970667  .0762380 -.0067692
T  245  9 .8210860E+07   1252372E-02  .7409E+03 -.4596E+02   .9984117  .0561582 -.0045069
T  246  9 .8127258E+07   1256597E-02  .1156E+04 -.2303E+02   .9953675  .0961400 -.0008249
T  247  9 .8170875E+07   1259583E-02  .1077E+04 -.8317E+02   .9961940  .0857194 -.0158021
T  248  9 .8149275E+07   1252270E-02  .1058E+04  .5269E+02   .9963486  .0843269  .0133571
T  249  9 .8257419E+07   1257049E-02  .1117E+04 -.5990E+02   .9961641  .0871232 -.0081627
T  250  9 .8242229E+07   1253500E-02  .1031E+04  .9021E+02   .9966217  .0818994  .0061374
T  251  9 .8244348E+07   1255207E-02  .1187E+04  .1136E+02   .9942330  .1072321  .0014510
T  252  9 .8169036E+07   1253151E-02  .1113E+04 -.3940E+02   .9958761  .0906608 -.0033652
T  253  9 .8195859E+07   1253281E-02  .1018E+04 -.5893E+02   .9971070  .0759687 -.0025309
T  254  9 .8245891E+07   1256047E-02  .1087E+04  .2344E+02   .9962392  .0865803  .0033564
T  255  9 .8211936E+07   1256266E-02  .1107E+04  .4898E+02   .9968157  .0796638  .0034760
T  256  9 .8243936E+07   1257752E-02  .1148E+04 -.8827E+02   .9958588  .0898786 -.0136742
T  257  9 .8254247E+07   1255985E-02  .1131E+04 -.5707E+02   .9956588  .0926367 -.0090568
T  258  9 .8144553E+07   1253726E-02  .1078E+04  .1067E+03   .9958459  .0900478  .0135053
