============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(500 keV) ==> Layer 1( 1846 A) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  496  1 .4660808E+06   1848088E-03  .1617E+03  .1502E+02   .9963140  .0850954  .0108261
T  497  1 .4635881E+06   1851412E-03  .1497E+03 -.2400E+02   .9995514  .0232782 -.0188463
T  498  1 .4757086E+06   1852848E-03  .9158E+02 -.1905E+02   .9983110  .0087836 -.0574284
T  499  1 .4682515E+06   1857996E-03  .2097E+03 -.4311E+02   .9876705  .1467336 -.0545555
T  500  1 .4728585E+06   1846662E-03  .1151E+03  .2109E+02   .9992587  .0028771  .0383886
T  501  1 .4701731E+06   1855457E-03 -.1096E+03 -.5640E+02   .9810481 -.1800150 -.0716887
T  502  1 .4659365E+06   1848682E-03  .1009E+03 -.2339E+02   .9999908  .0039006 -.0017583
T  503  1 .4643790E+06   1854470E-03  .1123E+03  .2810E+02   .9997798  .0097410  .0185871
T  504  1 .4642478E+06   1852850E-03  .1786E+03  .9396E+01   .9901433  .1319363  .0470012
T  505  1 .4712935E+06   1855319E-03  .1721E+03 -.1340E+02   .9962994  .0843858 -.0163267
T  506  1 .4625543E+06   1857679E-03  .2546E+03  .9645E+01   .9841271  .1722180 -.0428359
T  507  1 .4643258E+06   1854101E-03  .1404E+03  .3836E+00   .9972462  .0656506 -.0344977
T  508  1 .4640869E+06   1848337E-03  .1665E+03  .3843E+02   .9930523  .1007377  .0608195
T  509  1 .4717250E+06   1853121E-03  .1634E+03 -.1920E+02   .9906628  .0606632 -.1220951
T  510  1 .4728826E+06   1846194E-03  .1507E+03  .8383E+01   .9986262  .0343639  .0395580
T  511  1 .4662005E+06   1846396E-03  .1481E+03 -.8709E+01   .9982336  .0591976 -.0050256
T  512  1 .4657453E+06   1847430E-03  .1393E+03 -.5322E+02   .9959757  .0655675 -.0611002
T  513  1 .4741096E+06   1856697E-03  .1257E+03 -.3391E+01   .9991901  .0400062  .0043101
T  514  1 .4651367E+06   1852166E-03  .1508E+03 -.4251E+02   .9953244  .0960085  .0105656
T  515  1 .4705054E+06   1846692E-03  .1733E+03  .5047E+02   .9928756  .1044726  .0573013
T  516  1 .4715616E+06   1847497E-03  .1402E+03 -.6002E+02   .9963653  .0787405 -.0324984
T  517  1 .4655101E+06   1849340E-03  .1424E+03  .1147E+02   .9992419  .0023435  .0388594
T  518  1 .4738251E+06   1848955E-03  .3193E+03 -.4430E+02   .9813532  .1770870 -.0747408
T  519  1 .4742720E+06   1846162E-03  .1251E+03 -.1536E+02   .9982915  .0484146 -.0327121
T  520  1 .4663665E+06   1861701E-03  .2642E+03  .5635E+02   .9830647  .1656657  .0783495
T  521  1 .4618981E+06   1856943E-03  .2027E+03  .3401E+02   .9877978  .1505802  .0397630
T  522  1 .4657342E+06   1847057E-03  .1503E+03  .1164E+02   .9980479  .0623757 -.0031173
T  523  1 .4747360E+06   1849343E-03  .1742E+03 -.1691E+02   .9932938  .1120752 -.0284010
T  524  1 .4709147E+06   1846154E-03  .1659E+03 -.1209E+00   .9958291  .0879150 -.0244002
T  525  1 .4715098E+06   1852557E-03  .1959E+03 -.7676E+01   .9967570  .0794449 -.0128058
T  526  1 .4696818E+06   1847551E-03  .1735E+03  .6844E+01   .9975488  .0674313  .0186950
T  527  1 .4764881E+06   1849249E-03  .1916E+03  .2975E+02   .9949142  .1000807  .0113873
T  528  1 .4641424E+06   1856398E-03  .2743E+03  .7163E+02   .9585267  .1897526 -.2126514
T  529  1 .4705163E+06   1850200E-03  .1265E+03  .1123E+02   .9996721  .0256038  .0004328
T  530  1 .4699808E+06   1854480E-03  .9774E+02 -.3936E+01   .9991679  .0392702 -.0110152
T  531  1 .4719271E+06   1846862E-03  .1601E+03  .1924E+02   .9965842  .0704902  .0430249
T  532  1 .4727471E+06   1846980E-03  .1895E+03 -.1151E+02   .9954881  .0931055  .0182974
T  533  1 .4637664E+06   1860420E-03  .1528E+03  .2010E+02   .9963578  .0852319  .0025641
T  534  1 .4663086E+06   1851151E-03  .1299E+03  .1404E+02   .9989741  .0330712  .0309358
T  535  1 .4740375E+06   1848885E-03  .1903E+03 -.4068E+02   .9864579  .1479976 -.0706930
T  536  1 .4763286E+06   1848290E-03  .2057E+03  .2654E+02   .9911189  .1200337  .0572300
T  537  1 .4679414E+06   1855941E-03  .1506E+03  .2836E+02   .9956594  .0805001  .0467123
T  538  1 .4667258E+06   1847708E-03  .1469E+03 -.1225E+02   .9968848  .0736258 -.0282835
T  539  1 .4747462E+06   1847608E-03  .1435E+03  .1894E+03   .9573792  .0487103  .2846969
T  540  1 .4639260E+06   1851856E-03  .4233E+02  .4489E+02   .9982745  .0142205  .0569725
T  541  1 .4757124E+06   1858014E-03  .1603E+03  .1805E+02   .9976572  .0662758  .0169615
T  542  1 .4769381E+06   1851922E-03  .1624E+03 -.2111E+02   .9943177  .0980138 -.0415409
T  543  1 .4659922E+06   1851697E-03  .1418E+03 -.3555E+02   .9976025  .0650341 -.0236602
T  544  1 .4641374E+06   1857210E-03  .1292E+03  .1437E+02   .9947566  .0754402  .0690509
T  545  1 .4677327E+06   1859699E-03  .1576E+03  .2297E+02   .9979276  .0584555  .0268967
T  546  1 .4757806E+06   1854110E-03  .2265E+03  .4050E+02   .9876011  .1518670  .0397561
T  547  1 .4681034E+06   1846738E-03  .1328E+03 -.1125E+02   .9981573  .0481864 -.0368781
T  548  1 .4694135E+06   1846405E-03  .1546E+03 -.1203E+02   .9946250  .0797538 -.0660337
T  549  1 .4744084E+06   1858179E-03  .1198E+03  .6539E+02   .9952884  .0324424  .0913699
T  550  1 .4747764E+06   1846605E-03  .1460E+03 -.3230E+02   .9989488  .0198385 -.0413235
T  551  1 .4659154E+06   1847191E-03  .1088E+03 -.3124E+02   .9979237  .0464997 -.0445657
T  552  1 .4682901E+06   1857636E-03  .1580E+03  .7086E+01   .9985299  .0539458 -.0052793
T  553  1 .4646291E+06   1847289E-03  .1588E+03  .4012E+02   .9956073  .0734857  .0580164
T  554  1 .4707406E+06   1857404E-03  .1608E+03 -.7090E+01   .9964292  .0808265  .0244100
T  555  1 .4634247E+06   1856368E-03  .1837E+03 -.9829E+01   .9938032  .1109797 -.0062151
T  556  1 .4685348E+06   1849922E-03  .1852E+03  .1989E+02   .9957284  .0921364  .0059884
T  557  1 .4699555E+06   1848260E-03  .2311E+03  .3931E+02   .9868485  .1525525  .0534575
T  558  1 .4719593E+06   1852282E-03  .3264E+03 -.2903E+03   .9495201  .2368219 -.2057354
T  559  1 .4762844E+06   1848920E-03  .1109E+03 -.6137E+02   .9976437  .0626131 -.0280466
T  560  1 .4660602E+06   1846856E-03  .1607E+03 -.9460E+00   .9984342  .0518987 -.0208749
T  561  1 .4711980E+06   1850479E-03  .2202E+03  .5058E+02   .9919931  .1249080  .0186479
T  562  1 .4750970E+06   1855548E-03  .1081E+03 -.7361E+01   .9952807  .0916856 -.0317818
T  563  1 .4660936E+06   1848995E-03  .1917E+03  .5420E+02   .9937844  .1075041  .0289033
T  564  1 .4734625E+06   1854633E-03  .2002E+02  .5283E+01   .9998052  .0029777  .0195139
T  565  1 .4749906E+06   1859902E-03  .1821E+03  .1318E+03   .9913840  .1152379  .0622739
T  566  1 .4686197E+06   1847465E-03  .2087E+03  .2524E+02   .9928933  .1171856  .0207445
T  567  1 .4698336E+06   1848070E-03  .1688E+03  .3304E+02   .9970587  .0759935  .0099504
T  568  1 .4700131E+06   1862401E-03  .1384E+03 -.2784E+02   .9989103  .0433326 -.0173376
T  569  1 .4639699E+06   1846723E-03  .1918E+03  .3624E+00   .9888741  .1467317  .0244499
T  570  1 .4708494E+06   1847496E-03  .1651E+03  .6846E+02   .9892917  .0981230  .1080457
T  571  1 .4687375E+06   1848199E-03  .1776E+03 -.3501E+02   .9976814  .0663908 -.0149672
T  572  1 .4668907E+06   1856945E-03  .1409E+03  .2217E+02   .9963745  .0850576  .0017217
T  573  1 .4716079E+06   1847411E-03  .1345E+03 -.1294E+02   .9984063  .0534528 -.0180995
T  574  1 .4641797E+06   1846907E-03  .2005E+03  .1627E+03   .9843541  .1186514  .1302644
T  575  1 .4711826E+06   1854505E-03  .1511E+03 -.3953E+01   .9988162  .0353948 -.0333675
T  576  1 .4671451E+06   1855490E-03  .1402E+03  .2209E+02   .9988079  .0435565  .0220353
T  577  1 .4691716E+06   1846201E-03  .8837E+02  .1607E+03   .9957499 -.0003905  .0920980
T  578  1 .4713144E+06   1847633E-03  .1857E+03  .3456E+02   .9914535  .1217543  .0468607
T  579  1 .4614701E+06   1861116E-03  .1086E+03 -.5468E+03   .9491483  .0603034 -.3089999
T  580  1 .4624207E+06   1850229E-03  .1539E+03 -.1853E+02   .9985699  .0488419 -.0217405
T  581  1 .4652915E+06   1850224E-03  .2331E+03 -.1241E+02   .9890330  .1247225 -.0791080
T  582  1 .4569566E+06   1849319E-03  .1484E+03 -.7354E+02   .9971543  .0386088 -.0647511
T  583  1 .4626225E+06   1853945E-03  .1591E+03  .1157E+02   .9992497  .0343591  .0178731
T  584  1 .4692948E+06   1851859E-03  .2255E+03 -.5412E+02   .9842354  .1633528 -.0677984
T  585  1 .4706731E+06   1858220E-03  .1718E+03 -.3427E+02   .9890660  .1380407 -.0518967
T  586  1 .4703319E+06   1852492E-03  .1943E+03 -.1378E+03   .9812668  .1075262 -.1598551
T  587  1 .4694297E+06   1849178E-03  .1497E+03  .6996E+02   .9940671  .0566764  .0928355
T  588  1 .4673636E+06   1852349E-03  .1734E+03  .4534E+02   .9919414  .1171959  .0481397
T  589  1 .4737404E+06   1853784E-03  .1497E+03  .1846E+02   .9945903  .0969595  .0372687
T  590  1 .4739661E+06   1846278E-03  .2025E+03 -.6996E+02   .9780065  .1873931 -.0915816
T  591  1 .4678824E+06   1849003E-03  .1677E+03 -.1520E+02   .9982746  .0585100  .0049477
T  592  1 .4589507E+06   1849597E-03  .1879E+03 -.5732E+02   .9876060  .1300058 -.0879367
T  593  1 .4685976E+06   1857948E-03  .9218E+02  .7179E+02   .9956417  .0169257  .0917120
T  594  1 .4712081E+06   1852542E-03  .4394E+02 -.1012E+03   .9924227 -.0674423 -.1027065
T  595  1 .4684469E+06   1860417E-03  .2017E+03 -.3628E+02   .9925388  .1065077 -.0593536
T  596  1 .4705753E+06   1846358E-03  .1051E+03 -.3352E+01   .9999781  .0064109  .0016138
T  597  1 .4662507E+06   1848735E-03  .1749E+03  .6284E+01   .9954839  .0933666  .0171603
T  598  1 .4733709E+06   1857767E-03  .2037E+03 -.1992E+02   .9858436  .1525468 -.0695829
T  599  1 .4630939E+06   1857234E-03  .1805E+03  .3498E+02   .9929904  .1058824  .0525258
T  600  1 .4758832E+06   1851083E-03  .1708E+03  .2315E+02   .9960378  .0848332  .0266822
T  601  1 .4701970E+06   1850086E-03  .1693E+03 -.1204E+02   .9956898  .0926824 -.0034347
T  602  1 .4619688E+06   1846009E-03  .1643E+03 -.9590E+01   .9944271  .1027967  .0234014
T  603  1 .4648179E+06   1859895E-03  .1588E+03 -.1730E+02   .9963725  .0809122 -.0263629
T  604  1 .4636958E+06   1860790E-03  .2012E+03 -.5109E+02   .9886052  .1476636 -.0292458
T  605  1 .4729863E+06   1851405E-03  .1884E+03 -.2420E+02   .9824962  .1850391 -.0214870
T  606  1 .4739152E+06   1846300E-03  .1373E+03 -.4113E+02   .9910068  .1148916 -.0685957
T  607  1 .4678597E+06   1860891E-03  .1871E+03  .9279E+01   .9948866  .0887687  .0481736
T  608  1 .4605821E+06   1855764E-03  .1011E+03  .3413E+02   .9988790  .0442746  .0167511
T  609  1 .4743218E+06   1850341E-03  .1380E+03  .3568E+02   .9973323  .0505378  .0526703
T  610  1 .4686160E+06   1849504E-03  .1800E+03 -.2919E+02   .9862242  .1429256 -.0832716
T  611  1 .4653177E+06   1855858E-03  .1993E+03 -.1263E+02   .9908682  .1344503 -.0101657
T  612  1 .4731094E+06   1852654E-03  .1576E+03 -.1896E+02   .9942972  .1063569  .0078347
T  613  1 .4642917E+06   1854094E-03  .1982E+03 -.3941E+01   .9847382  .1683581 -.0441158
T  614  1 .4698142E+06   1855082E-03  .1109E+03  .1648E-01   .9990015  .0084352 -.0438732
T  615  1 .4743273E+06   1851606E-03  .1854E+03 -.9012E+02   .9871129  .1426904 -.0724401
T  616  1 .4736180E+06   1862701E-03  .1536E+03  .1873E+02   .9971481  .0741975  .0137957
T  617  1 .4709081E+06   1848441E-03  .1691E+03 -.4932E+01   .9968032  .0723265 -.0339436
T  618  1 .4678861E+06   1850018E-03  .1506E+03 -.2697E+02   .9975723  .0550260 -.0426814
T  619  1 .4659945E+06   1847483E-03  .2534E+03  .1389E+02   .9926705  .1184654  .0238997
T  620  1 .4607995E+06   1847745E-03  .2076E+03  .5783E+02   .9860809  .1553479  .0592577
T  621  1 .4725334E+06   1849591E-03  .1470E+03 -.1203E+02   .9986888  .0399203 -.0320488
T  622  1 .4641000E+06   1855486E-03  .1990E+03  .9580E+02   .9919106  .1033853  .0736531
T  623  1 .4696940E+06   1846454E-03  .1267E+03  .1032E+02   .9991673  .0402107  .0069201
T  624  1 .4654668E+06   1862331E-03  .1736E+03 -.1593E+02   .9942306  .1027187 -.0308946
T  625  1 .4704412E+06   1857815E-03  .1500E+03 -.1007E+03   .9925796  .0861306 -.0858323
T  626  1 .4696469E+06   1848937E-03  .1395E+03 -.6521E+01   .9982783  .0562280 -.0167009
T  627  1 .4558521E+06   1847885E-03  .1940E+03  .1854E+02   .9937066  .1062094  .0355900
T  628  1 .4708618E+06   1846290E-03  .1421E+03  .1799E+02   .9979036  .0643193 -.0071711
T  629  1 .4656581E+06   1851881E-03  .1848E+03 -.7582E+02   .9911859  .0949297 -.0924060
T  630  1 .4680618E+06   1847805E-03 -.4283E+02  .9291E+02   .9981526 -.0284312  .0536942
T  631  1 .4705871E+06   1853190E-03  .1735E+03  .9904E+01   .9927727  .1175007  .0244134
T  632  1 .4638586E+06   1853958E-03  .1374E+03  .2882E+02   .9992450  .0345466  .0177740
T  633  1 .4669636E+06   1849537E-03  .2140E+03  .3424E+02   .9815447  .1772994  .0716589
T  634  1 .4684719E+06   1853969E-03  .1642E+03  .1209E+01   .9894254  .1448980  .0064711
T  635  1 .4700289E+06   1859156E-03  .2003E+03  .1198E+02   .9926674  .1203245  .0115517
T  636  1 .4673696E+06   1846301E-03  .1213E+03 -.2276E+02   .9967915  .0764290  .0237784
T  637  1 .4737269E+06   1859385E-03  .1972E+03 -.1607E+02   .9916996  .1221673 -.0400890
T  638  1 .4695242E+06   1858306E-03  .1613E+03 -.4002E+02   .9913183  .1009489 -.0842462
T  639  1 .4778014E+06   1852322E-03  .1399E+03 -.1713E+02   .9993606  .0144027 -.0327264
T  640  1 .4698164E+06   1850123E-03  .1491E+03  .7324E+02   .9954255  .0459125  .0837866
T  641  1 .4703185E+06   1853005E-03  .3039E+03  .1472E+02   .9547233  .2964723 -.0246504
T  642  1 .4715992E+06   1858993E-03  .1487E+03  .1244E+02   .9996099  .0254801  .0114402
T  643  1 .4710336E+06   1863370E-03  .1573E+03  .1929E+02   .9950097  .0985208  .0157912
T  644  1 .4678261E+06   1856164E-03  .2173E+03 -.2170E+02   .9927259  .1198414  .0115434
T  645  1 .4732041E+06   1854027E-03  .1313E+03 -.7045E+02   .9915588  .0161899 -.1286427
T  646  1 .4669523E+06   1851634E-03  .1882E+03 -.1429E+02   .9926641  .1084690 -.0534085
T  647  1 .4666417E+06   1849919E-03  .3348E+03  .2278E+02   .9817642  .1899696  .0071064
T  648  1 .4742558E+06   1846652E-03  .2251E+03  .4042E+02   .9881729  .1475029  .0419182
T  649  1 .4685827E+06   1855529E-03  .1240E+03 -.1655E+02   .9987713  .0495060  .0022447
T  650  1 .4699769E+06   1850351E-03  .1826E+03 -.4186E+01   .9943009  .1059195  .0121167
T  651  1 .4730045E+06   1849722E-03  .1619E+03  .3317E+01   .9965564  .0829162  .0005005
T  652  1 .4661085E+06   1848441E-03  .1658E+03 -.5599E+01   .9938131  .1075568 -.0276975
T  653  1 .4714384E+06   1846899E-03  .1295E+03 -.1629E+02   .9975410  .0695020  .0090216
T  654  1 .4712020E+06   1848860E-03  .1475E+03  .1769E+01   .9962074  .0867196  .0071116
T  655  1 .4724900E+06   1847060E-03  .1375E+03  .4313E+02   .9844226 -.0212272  .1745325
T  656  1 .4680278E+06   1846191E-03  .1978E+03 -.3209E+02   .9889454  .1442067 -.0345166
T  657  1 .4657667E+06   1854732E-03  .1553E+03  .6724E+02   .9966125  .0352130  .0743211
T  658  1 .4599685E+06   1852613E-03  .1706E+03  .1057E+03   .9876372  .0794795  .1351139
T  659  1 .4623839E+06   1848311E-03  .2069E+03 -.2481E+02   .9814178  .1918554  .0032624
T  660  1 .4717446E+06   1847427E-03  .4029E+02  .1396E+01   .9966553 -.0726512 -.0374158
T  661  1 .4625926E+06   1851559E-03  .1363E+03  .2268E+02   .9975097  .0544430  .0448378
T  662  1 .4677718E+06   1850853E-03  .1438E+03  .3002E+02   .9966386  .0634532  .0518192
T  663  1 .4700537E+06   1847205E-03  .2319E+03  .1366E+03   .9726653  .1799863  .1467212
T  664  1 .4659348E+06   1851543E-03  .1823E+03  .1822E+02   .9959828  .0822190  .0354713
T  665  1 .4703959E+06   1848255E-03  .1708E+03 -.3361E+02   .9922677  .0946809 -.0802519
T  666  1 .4736007E+06   1849757E-03  .1950E+03 -.4123E+01   .9932856  .0847954  .0786980
T  667  1 .4676697E+06   1849959E-03  .2064E+03  .1695E+02   .9919407  .1255097  .0173466
T  668  1 .4705551E+06   1847190E-03  .1451E+03  .6962E+02   .9949764  .0825875  .0565793
T  669  1 .4657710E+06   1858261E-03  .1390E+03  .1172E+02   .9979695  .0541597  .0335195
T  670  1 .4740847E+06   1848837E-03  .1775E+03 -.5049E+02   .9926618  .1019231 -.0650703
T  671  1 .4796393E+06   1846672E-03  .1712E+03  .2174E+02   .9937482  .1094529  .0220127
T  672  1 .4654591E+06   1854541E-03  .1239E+03  .9013E+01   .9996782  .0023948 -.0252535
T  673  1 .4720750E+06   1850015E-03  .8473E+02 -.1061E+02   .9990742  .0207374 -.0376935
T  674  1 .4671434E+06   1854035E-03  .1283E+03  .2185E+02   .9981305 -.0420796  .0443262
T  675  1 .4730345E+06   1850248E-03  .2203E+03  .2163E+02   .9933335  .1152592 -.0019811
T  676  1 .4659875E+06   1849903E-03  .1372E+03  .6184E+01   .9984597  .0535217  .0146144
T  677  1 .4705073E+06   1847066E-03  .4629E+03  .5326E+01   .9629434  .2687083 -.0231481
T  678  1 .4696792E+06   1853353E-03  .1482E+03  .9667E+01   .9972777  .0730507 -.0100373
T  679  1 .4688576E+06   1857260E-03  .1241E+03  .3447E+02   .9988525  .0478661  .0015994
T  680  1 .4713543E+06   1855349E-03  .2098E+03  .4770E+02   .9890420  .1414282  .0423552
T  681  1 .4680828E+06   1848360E-03  .1821E+03 -.7212E+01   .9925113  .1209112 -.0173719
T  682  1 .4736527E+06   1851240E-03  .1810E+03 -.8947E+01   .9952651  .0945745  .0224273
T  683  1 .4665787E+06   1851953E-03  .1810E+03  .9859E+02   .9632615  .2147750  .1612420
T  684  1 .4708721E+06   1852328E-03  .1382E+03 -.1899E+01   .9957071  .0617227  .0689761
T  685  1 .4647011E+06   1858156E-03  .1690E+03 -.6208E+02   .9950879  .0750342 -.0645745
T  686  1 .4634764E+06   1853598E-03  .1321E+03 -.6465E+02   .9986185  .0354829 -.0387575
T  687  1 .4709201E+06   1846246E-03  .1668E+03  .1273E+02   .9979906  .0605531 -.0186550
T  688  1 .4745981E+06   1848372E-03  .1627E+03  .4948E+01   .9933997  .1074210  .0402217
T  689  1 .4722832E+06   1848875E-03  .1450E+03  .2831E+02   .9956131  .0887537  .0296186
T  690  1 .4699549E+06   1857156E-03  .1756E+03 -.3611E+02   .9946227  .0985659 -.0317868
T  691  1 .4713837E+06   1856130E-03  .1545E+03  .3629E+02   .9949570  .0989597  .0163546
T  692  1 .4725371E+06   1854339E-03  .1102E+03 -.3532E+02   .9989093  .0036369 -.0465503
T  693  1 .4710351E+06   1851047E-03  .1976E+03 -.6288E+01   .9823980  .1862405  .0144420
T  694  1 .4578027E+06   1853084E-03  .1532E+03 -.2678E+02   .9947312  .1022911  .0068065
T  695  1 .4685714E+06   1848828E-03  .1336E+03  .8285E+02   .9995260  .0181108  .0248967
T  696  1 .4644775E+06   1850882E-03  .1072E+03 -.8706E+02   .9498424 -.1393751 -.2799535
T  697  1 .4646400E+06   1848753E-03  .1484E+03 -.7893E+02   .9898525  .1047930 -.0959710
T  698  1 .4664063E+06   1863704E-03  .2166E+03  .1810E+02   .9875097  .1554504  .0256859
T  699  1 .4711174E+06   1859374E-03  .1688E+03 -.7214E+02   .9932507  .1064828 -.0459825
T  700  1 .4680477E+06   1857501E-03  .1078E+03  .3136E+02   .9990216 -.0044377  .0440025
T  701  1 .4678954E+06   1847855E-03  .2032E+03  .1111E+01   .9881440  .1525402 -.0174019
T  702  1 .4699892E+06   1850896E-03  .9189E+02 -.7713E+02   .9927365  .0023437 -.1202860
T  703  1 .4707678E+06   1848749E-03  .1918E+03  .1327E+03   .9926842  .0358938  .1152810
T  704  1 .4676062E+06   1849212E-03  .1441E+03 -.6428E+02   .9973899  .0324254 -.0645127
T  705  1 .4709395E+06   1851989E-03  .8768E+02 -.9419E+02   .9944656  .0178508 -.1035355
T  706  1 .4658168E+06   1846260E-03  .2015E+03 -.3529E+02   .9845121  .1344183 -.1125508
T  707  1 .4710156E+06   1846633E-03  .1357E+03  .9606E+01   .9983635  .0570468 -.0040063
T  708  1 .4751917E+06   1851183E-03  .1343E+03  .1552E+02   .9984241  .0495500  .0263456
T  709  1 .4605134E+06   1858747E-03  .1035E+03 -.1033E+03   .9968153  .0535180 -.0591199
T  710  1 .4712288E+06   1861226E-03  .1781E+03 -.3901E+02   .9914563  .1275382 -.0273568
T  711  1 .4567064E+06   1854533E-03 -.1702E+03 -.1387E+03   .7673930 -.5229033 -.3710528
T  712  1 .4812685E+06   1852678E-03  .1495E+03 -.2165E+02   .9947884  .1014250 -.0104363
T  713  1 .4656373E+06   1849702E-03  .1815E+03  .1268E+03   .9804140  .1071992  .1652173
T  714  1 .4642137E+06   1860526E-03  .1833E+03 -.1437E+02   .9927257  .1181382 -.0232183
T  715  1 .4788000E+06   1856453E-03  .1809E+03 -.2224E+02   .9880675  .1465721 -.0473198
T  716  1 .4688946E+06   1861733E-03  .2157E+03  .1367E+03   .9791439  .1585947  .1269838
T  717  1 .4783797E+06   1860768E-03  .1717E+03  .3090E+02   .9962570  .0863714 -.0034605
T  718  1 .4799082E+06   1847337E-03  .1616E+03  .4128E+02   .9990005  .0439635  .0080802
T  719  1 .4723857E+06   1852051E-03  .1195E+03  .7116E+01   .9961398  .0870334  .0114353
T  720  1 .4641685E+06   1849977E-03  .1363E+03  .1614E+02   .9974067  .0689723  .0205582
T  721  1 .4728432E+06   1856676E-03  .1053E+03 -.6388E+02   .9980240  .0509622 -.0367560
T  722  1 .4705333E+06   1852839E-03  .1426E+03  .3018E+02   .9993641  .0246300 -.0257823
T  723  1 .4672242E+06   1854544E-03  .1734E+03  .1583E+02   .9951437  .0975656  .0130388
T  724  1 .4715698E+06   1857578E-03  .1496E+03  .1972E+02   .9933440  .1141288  .0155681
T  725  1 .4728540E+06   1846867E-03  .1976E+03 -.8359E+01   .9889067  .1483423  .0076208
T  726  1 .4706097E+06   1850213E-03  .1745E+03 -.5553E+02   .9939441  .0626949 -.0902467
T  727  1 .4604592E+06   1854382E-03  .1949E+03 -.9461E+02   .9818841  .1859614 -.0363598
T  728  1 .4619126E+06   1850175E-03  .1851E+03  .5538E+02   .9933018  .1150903  .0102820
T  729  1 .4707326E+06   1847884E-03  .1445E+03 -.1405E+02   .9969710  .0706257 -.0325699
T  730  1 .4780356E+06   1856820E-03  .1557E+03 -.5029E+02   .9945026  .0654879 -.0817062
T  731  1 .4621127E+06   1850790E-03  .1632E+03 -.3848E+02   .9899785  .1372567 -.0332131
T  732  1 .4645458E+06   1846214E-03  .1961E+03  .4145E+02   .9891965  .1342592  .0588629
T  733  1 .4694214E+06   1849242E-03  .3071E+03  .3408E+02   .9762126  .2134194  .0382244
T  734  1 .4689227E+06   1848821E-03  .1692E+03  .2342E+02   .9917026  .1235967  .0353530
T  735  1 .4674440E+06   1857554E-03  .1277E+03 -.2293E+02   .9996517  .0240363  .0108967
T  736  1 .4675328E+06   1848039E-03  .1079E+02 -.8827E+02   .9923730 -.0517903 -.1118645
T  737  1 .4637489E+06   1853649E-03  .1031E+03 -.9779E+02   .9960530  .0295963 -.0836807
T  738  1 .4697760E+06   1846551E-03  .1497E+03  .3399E+02   .9935161  .0942405  .0635957
T  739  1 .4610748E+06   1853422E-03  .1693E+03  .3847E+01   .9887361  .1481003  .0216165
T  740  1 .4670029E+06   1852494E-03  .1923E+03 -.4373E+02   .9990525  .0272315  .0339481
T  741  1 .4698769E+06   1851254E-03  .1366E+03 -.2069E+02   .9984327  .0498763 -.0253879
T  742  1 .4710998E+06   1854299E-03  .6882E+02 -.1789E+01   .9988884  .0086559 -.0463354
T  743  1 .4573733E+06   1855180E-03  .1369E+03  .6694E+02   .9822500  .1123547  .1502045
T  744  1 .4751600E+06   1852729E-03  .1724E+03 -.5428E+02   .9915865  .1016332 -.0801679
T  745  1 .4722943E+06   1855509E-03  .1775E+03  .1017E+02   .9965834  .0824919 -.0040644
T  746  1 .4676088E+06   1846661E-03  .1390E+03 -.7402E+01   .9987751  .0289615 -.0401186
T  747  1 .4696738E+06   1851593E-03  .1394E+03  .4198E+02   .9965756  .0582572  .0586789
T  748  1 .4676110E+06   1859730E-03  .1655E+03  .1945E+02   .9943780  .0630131  .0850984
T  749  1 .4695056E+06   1848264E-03  .1511E+03 -.2197E+02   .9970998  .0735553 -.0195369
T  750  1 .4695914E+06   1858436E-03  .1578E+03 -.6165E+01   .9953231  .0946768 -.0191899
T  751  1 .4674504E+06   1858872E-03  .1531E+03  .4270E+02   .9952793  .0942911  .0229861
T  752  1 .4716200E+06   1858307E-03  .1605E+03 -.3990E+02   .9946421  .0985505 -.0312246
T  753  1 .4652901E+06   1852523E-03  .1519E+03  .5361E+02   .9946028  .0529110  .0892510
T  754  1 .4662829E+06   1854234E-03  .2334E+03  .1895E+03   .9650580  .1855527  .1850221
T  755  1 .4729761E+06   1849546E-03  .1922E+03  .1632E+02   .9935436  .1133513 -.0047635
T  756  1 .4627790E+06   1860634E-03  .1581E+03 -.2265E+01   .9987910  .0467039 -.0153409
T  757  1 .4731339E+06   1853401E-03  .1901E+03 -.4428E+01   .9922048  .1230580 -.0196553
T  758  1 .4626386E+06   1854734E-03  .1477E+03 -.1246E+02   .9998844 -.0087190  .0124540
T  759  1 .4672089E+06   1848349E-03  .9249E+02 -.1994E+02   .9928300  .1178009 -.0202865
T  760  1 .4674154E+06   1852630E-03  .1228E+03 -.3787E+02   .9984757  .0551746 -.0013934
T  761  1 .4730262E+06   1848809E-03  .1503E+03  .2703E+02   .9965441  .0685415  .0469244
